time,raw_value,voltage_calc,voltage_default
0.048,32824.71444936175,0.0087,32790.7966
0.049,32823.69545348157,0.0085,32789.7583
0.050,32820.63846584101,0.0080,32786.6432
0.051,32820.63846584101,0.0080,32786.6432
0.052,32823.69545348157,0.0085,32789.7583
0.053,32822.67645760138,0.0083,32788.7199
0.054,32824.71444936175,0.0087,32790.7966
0.055,32823.69545348157,0.0085,32789.7583
0.056,32823.69545348157,0.0085,32789.7583
0.057,32823.69545348157,0.0085,32789.7583
0.058,32822.67645760138,0.0083,32788.7199
0.059,32820.63846584101,0.0080,32786.6432
0.060,32824.71444936175,0.0087,32790.7966
0.061,32823.69545348157,0.0085,32789.7583
0.062,32822.67645760138,0.0083,32788.7199
0.063,32822.67645760138,0.0083,32788.7199
0.064,32823.69545348157,0.0085,32789.7583
0.065,32821.657461721195,0.0082,32787.6816
0.066,32824.71444936175,0.0087,32790.7966
0.067,32823.69545348157,0.0085,32789.7583
0.068,32823.69545348157,0.0085,32789.7583
0.069,32822.67645760138,0.0083,32788.7199
0.070,32821.657461721195,0.0082,32787.6816
0.071,32822.67645760138,0.0083,32788.7199
0.072,32823.69545348157,0.0085,32789.7583
0.073,32822.67645760138,0.0083,32788.7199
0.074,32825.73344524194,0.0088,32791.8350
0.075,32826.752441122124,0.0090,32792.8733
0.076,32824.71444936175,0.0087,32790.7966
0.077,32822.67645760138,0.0083,32788.7199
0.078,32824.71444936175,0.0087,32790.7966
0.079,32822.67645760138,0.0083,32788.7199
0.080,32821.657461721195,0.0082,32787.6816
0.081,32826.752441122124,0.0090,32792.8733
0.082,32824.71444936175,0.0087,32790.7966
0.083,32823.69545348157,0.0085,32789.7583
0.084,32822.67645760138,0.0083,32788.7199
0.085,32823.69545348157,0.0085,32789.7583
0.086,32824.71444936175,0.0087,32790.7966
0.087,32822.67645760138,0.0083,32788.7199
0.088,32824.71444936175,0.0087,32790.7966
0.089,32821.657461721195,0.0082,32787.6816
0.090,32823.69545348157,0.0085,32789.7583
0.091,32825.73344524194,0.0088,32791.8350
0.092,32824.71444936175,0.0087,32790.7966
0.093,32822.67645760138,0.0083,32788.7199
0.094,32823.69545348157,0.0085,32789.7583
0.095,32823.69545348157,0.0085,32789.7583
0.096,32822.67645760138,0.0083,32788.7199
0.097,32822.67645760138,0.0083,32788.7199
0.098,32822.67645760138,0.0083,32788.7199
0.099,32822.67645760138,0.0083,32788.7199
0.100,32823.69545348157,0.0085,32789.7583
0.101,32823.69545348157,0.0085,32789.7583
0.102,32824.71444936175,0.0087,32790.7966
0.103,32823.69545348157,0.0085,32789.7583
0.104,32824.71444936175,0.0087,32790.7966
0.105,32822.67645760138,0.0083,32788.7199
0.106,32823.69545348157,0.0085,32789.7583
0.107,32823.69545348157,0.0085,32789.7583
0.108,32820.63846584101,0.0080,32786.6432
0.109,32820.63846584101,0.0080,32786.6432
0.110,32823.69545348157,0.0085,32789.7583
0.111,32823.69545348157,0.0085,32789.7583
0.112,32823.69545348157,0.0085,32789.7583
0.113,32823.69545348157,0.0085,32789.7583
0.114,32821.657461721195,0.0082,32787.6816
0.115,32825.73344524194,0.0088,32791.8350
0.116,32825.73344524194,0.0088,32791.8350
0.117,32824.71444936175,0.0087,32790.7966
0.118,32823.69545348157,0.0085,32789.7583
0.119,32823.69545348157,0.0085,32789.7583
0.120,32823.69545348157,0.0085,32789.7583
0.121,32824.71444936175,0.0087,32790.7966
0.122,32822.67645760138,0.0083,32788.7199
0.123,32823.69545348157,0.0085,32789.7583
0.124,32824.71444936175,0.0087,32790.7966
0.125,32823.69545348157,0.0085,32789.7583
0.126,32824.71444936175,0.0087,32790.7966
0.127,32823.69545348157,0.0085,32789.7583
0.128,32825.73344524194,0.0088,32791.8350
0.129,32823.69545348157,0.0085,32789.7583
0.130,32824.71444936175,0.0087,32790.7966
0.131,32822.67645760138,0.0083,32788.7199
0.132,32822.67645760138,0.0083,32788.7199
0.133,32825.73344524194,0.0088,32791.8350
0.134,32823.69545348157,0.0085,32789.7583
0.135,32823.69545348157,0.0085,32789.7583
0.136,32823.69545348157,0.0085,32789.7583
0.137,32823.69545348157,0.0085,32789.7583
0.138,32823.69545348157,0.0085,32789.7583
0.139,32822.67645760138,0.0083,32788.7199
0.140,32822.67645760138,0.0083,32788.7199
0.141,32825.73344524194,0.0088,32791.8350
0.142,32823.69545348157,0.0085,32789.7583
0.143,32826.752441122124,0.0090,32792.8733
0.144,32824.71444936175,0.0087,32790.7966
0.145,32822.67645760138,0.0083,32788.7199
0.146,32823.69545348157,0.0085,32789.7583
0.147,32824.71444936175,0.0087,32790.7966
0.148,32823.69545348157,0.0085,32789.7583
0.149,32822.67645760138,0.0083,32788.7199
0.150,32822.67645760138,0.0083,32788.7199
0.151,32822.67645760138,0.0083,32788.7199
0.152,32822.67645760138,0.0083,32788.7199
0.153,32822.67645760138,0.0083,32788.7199
0.154,32822.67645760138,0.0083,32788.7199
0.155,32823.69545348157,0.0085,32789.7583
0.156,32825.73344524194,0.0088,32791.8350
0.157,32823.69545348157,0.0085,32789.7583
0.158,32822.67645760138,0.0083,32788.7199
0.159,32824.71444936175,0.0087,32790.7966
0.160,32822.67645760138,0.0083,32788.7199
0.161,32823.69545348157,0.0085,32789.7583
0.162,32823.69545348157,0.0085,32789.7583
0.163,32822.67645760138,0.0083,32788.7199
0.164,32826.752441122124,0.0090,32792.8733
0.165,32822.67645760138,0.0083,32788.7199
0.166,32822.67645760138,0.0083,32788.7199
0.167,32823.69545348157,0.0085,32789.7583
0.168,32823.69545348157,0.0085,32789.7583
0.169,32822.67645760138,0.0083,32788.7199
0.170,32822.67645760138,0.0083,32788.7199
0.171,32823.69545348157,0.0085,32789.7583
0.172,32824.71444936175,0.0087,32790.7966
0.173,32822.67645760138,0.0083,32788.7199
0.174,32821.657461721195,0.0082,32787.6816
0.175,32822.67645760138,0.0083,32788.7199
0.176,32822.67645760138,0.0083,32788.7199
0.177,32823.69545348157,0.0085,32789.7583
0.178,32823.69545348157,0.0085,32789.7583
0.179,32823.69545348157,0.0085,32789.7583
0.180,32823.69545348157,0.0085,32789.7583
0.181,32823.69545348157,0.0085,32789.7583
0.182,32822.67645760138,0.0083,32788.7199
0.183,32824.71444936175,0.0087,32790.7966
0.184,32823.69545348157,0.0085,32789.7583
0.185,32823.69545348157,0.0085,32789.7583
0.186,32823.69545348157,0.0085,32789.7583
0.187,32825.73344524194,0.0088,32791.8350
0.188,32823.69545348157,0.0085,32789.7583
0.189,32823.69545348157,0.0085,32789.7583
0.190,32823.69545348157,0.0085,32789.7583
0.191,32821.657461721195,0.0082,32787.6816
0.192,32822.67645760138,0.0083,32788.7199
0.193,32822.67645760138,0.0083,32788.7199
0.194,32824.71444936175,0.0087,32790.7966
0.195,32823.69545348157,0.0085,32789.7583
0.196,32823.69545348157,0.0085,32789.7583
0.197,32824.71444936175,0.0087,32790.7966
0.198,32823.69545348157,0.0085,32789.7583
0.199,32823.69545348157,0.0085,32789.7583
0.200,32825.73344524194,0.0088,32791.8350
0.201,32823.69545348157,0.0085,32789.7583
0.202,32823.69545348157,0.0085,32789.7583
0.203,32822.67645760138,0.0083,32788.7199
0.204,32823.69545348157,0.0085,32789.7583
0.205,32826.752441122124,0.0090,32792.8733
0.206,32822.67645760138,0.0083,32788.7199
0.207,32823.69545348157,0.0085,32789.7583
0.208,32821.657461721195,0.0082,32787.6816
0.209,32823.69545348157,0.0085,32789.7583
0.210,32823.69545348157,0.0085,32789.7583
0.211,32824.71444936175,0.0087,32790.7966
0.212,32822.67645760138,0.0083,32788.7199
0.213,32823.69545348157,0.0085,32789.7583
0.214,32823.69545348157,0.0085,32789.7583
0.215,32824.71444936175,0.0087,32790.7966
0.216,32825.73344524194,0.0088,32791.8350
0.217,32824.71444936175,0.0087,32790.7966
0.218,32824.71444936175,0.0087,32790.7966
0.219,32823.69545348157,0.0085,32789.7583
0.220,32825.73344524194,0.0088,32791.8350
0.221,32824.71444936175,0.0087,32790.7966
0.222,32824.71444936175,0.0087,32790.7966
0.223,32822.67645760138,0.0083,32788.7199
0.224,32823.69545348157,0.0085,32789.7583
0.225,32823.69545348157,0.0085,32789.7583
0.226,32825.73344524194,0.0088,32791.8350
0.227,32823.69545348157,0.0085,32789.7583
0.228,32823.69545348157,0.0085,32789.7583
0.229,32823.69545348157,0.0085,32789.7583
0.230,32822.67645760138,0.0083,32788.7199
0.231,32825.73344524194,0.0088,32791.8350
0.232,32822.67645760138,0.0083,32788.7199
0.233,32823.69545348157,0.0085,32789.7583
0.234,32822.67645760138,0.0083,32788.7199
0.235,32825.73344524194,0.0088,32791.8350
0.236,32823.69545348157,0.0085,32789.7583
0.237,32825.73344524194,0.0088,32791.8350
0.238,32822.67645760138,0.0083,32788.7199
0.239,32823.69545348157,0.0085,32789.7583
0.240,32824.71444936175,0.0087,32790.7966
0.241,32824.71444936175,0.0087,32790.7966
0.242,32823.69545348157,0.0085,32789.7583
0.243,32823.69545348157,0.0085,32789.7583
0.244,32824.71444936175,0.0087,32790.7966
0.245,32825.73344524194,0.0088,32791.8350
0.246,32824.71444936175,0.0087,32790.7966
0.247,32824.71444936175,0.0087,32790.7966
0.248,32825.73344524194,0.0088,32791.8350
0.249,32821.657461721195,0.0082,32787.6816
0.250,32825.73344524194,0.0088,32791.8350
0.251,32823.69545348157,0.0085,32789.7583
0.252,32822.67645760138,0.0083,32788.7199
0.253,32824.71444936175,0.0087,32790.7966
0.254,32823.69545348157,0.0085,32789.7583
0.255,32823.69545348157,0.0085,32789.7583
0.256,32823.69545348157,0.0085,32789.7583
0.257,32822.67645760138,0.0083,32788.7199
0.258,32823.69545348157,0.0085,32789.7583
0.259,32823.69545348157,0.0085,32789.7583
0.260,32823.69545348157,0.0085,32789.7583
0.261,32823.69545348157,0.0085,32789.7583
0.262,32822.67645760138,0.0083,32788.7199
0.263,32819.619469960824,0.0079,32785.6048
0.264,32823.69545348157,0.0085,32789.7583
0.265,32823.69545348157,0.0085,32789.7583
0.266,32825.73344524194,0.0088,32791.8350
0.267,32825.73344524194,0.0088,32791.8350
0.268,32823.69545348157,0.0085,32789.7583
0.269,32822.67645760138,0.0083,32788.7199
0.270,32823.69545348157,0.0085,32789.7583
0.271,32822.67645760138,0.0083,32788.7199
0.272,32823.69545348157,0.0085,32789.7583
0.273,32823.69545348157,0.0085,32789.7583
0.274,32825.73344524194,0.0088,32791.8350
0.275,32825.73344524194,0.0088,32791.8350
0.276,32823.69545348157,0.0085,32789.7583
0.277,32823.69545348157,0.0085,32789.7583
0.278,32823.69545348157,0.0085,32789.7583
0.279,32824.71444936175,0.0087,32790.7966
0.280,32822.67645760138,0.0083,32788.7199
0.281,32823.69545348157,0.0085,32789.7583
0.282,32823.69545348157,0.0085,32789.7583
0.283,32823.69545348157,0.0085,32789.7583
0.284,32822.67645760138,0.0083,32788.7199
0.285,32820.63846584101,0.0080,32786.6432
0.286,32824.71444936175,0.0087,32790.7966
0.287,32822.67645760138,0.0083,32788.7199
0.288,32825.73344524194,0.0088,32791.8350
0.289,32824.71444936175,0.0087,32790.7966
0.290,32824.71444936175,0.0087,32790.7966
0.291,32825.73344524194,0.0088,32791.8350
0.292,32822.67645760138,0.0083,32788.7199
0.293,32821.657461721195,0.0082,32787.6816
0.294,32823.69545348157,0.0085,32789.7583
0.295,32824.71444936175,0.0087,32790.7966
0.296,32823.69545348157,0.0085,32789.7583
0.297,32823.69545348157,0.0085,32789.7583
0.298,32823.69545348157,0.0085,32789.7583
0.299,32823.69545348157,0.0085,32789.7583
0.300,32825.73344524194,0.0088,32791.8350
0.301,32822.67645760138,0.0083,32788.7199
0.302,32825.73344524194,0.0088,32791.8350
0.303,32822.67645760138,0.0083,32788.7199
0.304,32822.67645760138,0.0083,32788.7199
0.305,32822.67645760138,0.0083,32788.7199
0.306,32823.69545348157,0.0085,32789.7583
0.307,32823.69545348157,0.0085,32789.7583
0.308,32822.67645760138,0.0083,32788.7199
0.309,32822.67645760138,0.0083,32788.7199
0.310,32822.67645760138,0.0083,32788.7199
0.311,32822.67645760138,0.0083,32788.7199
0.312,32823.69545348157,0.0085,32789.7583
0.313,32825.73344524194,0.0088,32791.8350
0.314,32823.69545348157,0.0085,32789.7583
0.315,32824.71444936175,0.0087,32790.7966
0.316,32821.657461721195,0.0082,32787.6816
0.317,32825.73344524194,0.0088,32791.8350
0.318,32823.69545348157,0.0085,32789.7583
0.319,32824.71444936175,0.0087,32790.7966
0.320,32823.69545348157,0.0085,32789.7583
0.321,32823.69545348157,0.0085,32789.7583
0.322,32823.69545348157,0.0085,32789.7583
0.323,32822.67645760138,0.0083,32788.7199
0.324,32822.67645760138,0.0083,32788.7199
0.325,32823.69545348157,0.0085,32789.7583
0.326,32822.67645760138,0.0083,32788.7199
0.327,32822.67645760138,0.0083,32788.7199
0.328,32824.71444936175,0.0087,32790.7966
0.329,32822.67645760138,0.0083,32788.7199
0.330,32823.69545348157,0.0085,32789.7583
0.331,32822.67645760138,0.0083,32788.7199
0.332,32822.67645760138,0.0083,32788.7199
0.333,32823.69545348157,0.0085,32789.7583
0.334,32823.69545348157,0.0085,32789.7583
0.335,32821.657461721195,0.0082,32787.6816
0.336,32823.69545348157,0.0085,32789.7583
0.337,32822.67645760138,0.0083,32788.7199
0.338,32824.71444936175,0.0087,32790.7966
0.339,32822.67645760138,0.0083,32788.7199
0.340,32822.67645760138,0.0083,32788.7199
0.341,32823.69545348157,0.0085,32789.7583
0.342,32821.657461721195,0.0082,32787.6816
0.343,32824.71444936175,0.0087,32790.7966
0.344,32825.73344524194,0.0088,32791.8350
0.345,32822.67645760138,0.0083,32788.7199
0.346,32822.67645760138,0.0083,32788.7199
0.347,32823.69545348157,0.0085,32789.7583
0.348,32823.69545348157,0.0085,32789.7583
0.349,32825.73344524194,0.0088,32791.8350
0.350,32823.69545348157,0.0085,32789.7583
0.351,32823.69545348157,0.0085,32789.7583
0.352,32825.73344524194,0.0088,32791.8350
0.353,32823.69545348157,0.0085,32789.7583
0.354,32824.71444936175,0.0087,32790.7966
0.355,32824.71444936175,0.0087,32790.7966
0.356,32824.71444936175,0.0087,32790.7966
0.357,32824.71444936175,0.0087,32790.7966
0.358,32822.67645760138,0.0083,32788.7199
0.359,32823.69545348157,0.0085,32789.7583
0.360,32823.69545348157,0.0085,32789.7583
0.361,32823.69545348157,0.0085,32789.7583
0.362,32824.71444936175,0.0087,32790.7966
0.363,32825.73344524194,0.0088,32791.8350
0.364,32825.73344524194,0.0088,32791.8350
0.365,32825.73344524194,0.0088,32791.8350
0.366,32823.69545348157,0.0085,32789.7583
0.367,32826.752441122124,0.0090,32792.8733
0.368,32822.67645760138,0.0083,32788.7199
0.369,32822.67645760138,0.0083,32788.7199
0.370,32824.71444936175,0.0087,32790.7966
0.371,32824.71444936175,0.0087,32790.7966
0.372,32824.71444936175,0.0087,32790.7966
0.373,32822.67645760138,0.0083,32788.7199
0.374,32821.657461721195,0.0082,32787.6816
0.375,32823.69545348157,0.0085,32789.7583
0.376,32823.69545348157,0.0085,32789.7583
0.377,32823.69545348157,0.0085,32789.7583
0.378,32823.69545348157,0.0085,32789.7583
0.379,32822.67645760138,0.0083,32788.7199
0.380,32823.69545348157,0.0085,32789.7583
0.381,32823.69545348157,0.0085,32789.7583
0.382,32822.67645760138,0.0083,32788.7199
0.383,32822.67645760138,0.0083,32788.7199
0.384,32823.69545348157,0.0085,32789.7583
0.385,32823.69545348157,0.0085,32789.7583
0.386,32823.69545348157,0.0085,32789.7583
0.387,32825.73344524194,0.0088,32791.8350
0.388,32826.752441122124,0.0090,32792.8733
0.389,32824.71444936175,0.0087,32790.7966
0.390,32824.71444936175,0.0087,32790.7966
0.391,32823.69545348157,0.0085,32789.7583
0.392,32824.71444936175,0.0087,32790.7966
0.393,32823.69545348157,0.0085,32789.7583
0.394,32823.69545348157,0.0085,32789.7583
0.395,32822.67645760138,0.0083,32788.7199
0.396,32823.69545348157,0.0085,32789.7583
0.397,32823.69545348157,0.0085,32789.7583
0.398,32824.71444936175,0.0087,32790.7966
0.399,32824.71444936175,0.0087,32790.7966
0.400,32822.67645760138,0.0083,32788.7199
0.401,32826.752441122124,0.0090,32792.8733
0.402,32825.73344524194,0.0088,32791.8350
0.403,32825.73344524194,0.0088,32791.8350
0.404,32825.73344524194,0.0088,32791.8350
0.405,32823.69545348157,0.0085,32789.7583
0.406,32824.71444936175,0.0087,32790.7966
0.407,32822.67645760138,0.0083,32788.7199
0.408,32824.71444936175,0.0087,32790.7966
0.409,32822.67645760138,0.0083,32788.7199
0.410,32824.71444936175,0.0087,32790.7966
0.411,32822.67645760138,0.0083,32788.7199
0.412,32823.69545348157,0.0085,32789.7583
0.413,32823.69545348157,0.0085,32789.7583
0.414,32824.71444936175,0.0087,32790.7966
0.415,32822.67645760138,0.0083,32788.7199
0.416,32826.752441122124,0.0090,32792.8733
0.417,32824.71444936175,0.0087,32790.7966
0.418,32823.69545348157,0.0085,32789.7583
0.419,32823.69545348157,0.0085,32789.7583
0.420,32823.69545348157,0.0085,32789.7583
0.421,32822.67645760138,0.0083,32788.7199
0.422,32824.71444936175,0.0087,32790.7966
0.423,32822.67645760138,0.0083,32788.7199
0.424,32823.69545348157,0.0085,32789.7583
0.425,32824.71444936175,0.0087,32790.7966
0.426,32824.71444936175,0.0087,32790.7966
0.427,32823.69545348157,0.0085,32789.7583
0.428,32822.67645760138,0.0083,32788.7199
0.429,32822.67645760138,0.0083,32788.7199
0.430,32823.69545348157,0.0085,32789.7583
0.431,32825.73344524194,0.0088,32791.8350
0.432,32822.67645760138,0.0083,32788.7199
0.433,32823.69545348157,0.0085,32789.7583
0.434,32821.657461721195,0.0082,32787.6816
0.435,32822.67645760138,0.0083,32788.7199
0.436,32824.71444936175,0.0087,32790.7966
0.437,32822.67645760138,0.0083,32788.7199
0.438,32824.71444936175,0.0087,32790.7966
0.439,32821.657461721195,0.0082,32787.6816
0.440,32823.69545348157,0.0085,32789.7583
0.441,32824.71444936175,0.0087,32790.7966
0.442,32821.657461721195,0.0082,32787.6816
0.443,32824.71444936175,0.0087,32790.7966
0.444,32825.73344524194,0.0088,32791.8350
0.445,32826.752441122124,0.0090,32792.8733
0.446,32823.69545348157,0.0085,32789.7583
0.447,32823.69545348157,0.0085,32789.7583
0.448,32825.73344524194,0.0088,32791.8350
0.449,32824.71444936175,0.0087,32790.7966
0.450,32823.69545348157,0.0085,32789.7583
0.451,32822.67645760138,0.0083,32788.7199
0.452,32823.69545348157,0.0085,32789.7583
0.453,32822.67645760138,0.0083,32788.7199
0.454,32824.71444936175,0.0087,32790.7966
0.455,32821.657461721195,0.0082,32787.6816
0.456,32821.657461721195,0.0082,32787.6816
0.457,32823.69545348157,0.0085,32789.7583
0.458,32822.67645760138,0.0083,32788.7199
0.459,32824.71444936175,0.0087,32790.7966
0.460,32822.67645760138,0.0083,32788.7199
0.461,32823.69545348157,0.0085,32789.7583
0.462,32824.71444936175,0.0087,32790.7966
0.463,32823.69545348157,0.0085,32789.7583
0.464,32823.69545348157,0.0085,32789.7583
0.465,32822.67645760138,0.0083,32788.7199
0.466,32822.67645760138,0.0083,32788.7199
0.467,32823.69545348157,0.0085,32789.7583
0.468,32823.69545348157,0.0085,32789.7583
0.469,32822.67645760138,0.0083,32788.7199
0.470,32825.73344524194,0.0088,32791.8350
0.471,32821.657461721195,0.0082,32787.6816
0.472,32824.71444936175,0.0087,32790.7966
0.473,32827.77143700231,0.0091,32793.9117
0.474,32821.657461721195,0.0082,32787.6816
0.475,32822.67645760138,0.0083,32788.7199
0.476,32823.69545348157,0.0085,32789.7583
0.477,32822.67645760138,0.0083,32788.7199
0.478,32823.69545348157,0.0085,32789.7583
0.479,32821.657461721195,0.0082,32787.6816
0.480,32825.73344524194,0.0088,32791.8350
0.481,32822.67645760138,0.0083,32788.7199
0.482,32823.69545348157,0.0085,32789.7583
0.483,32822.67645760138,0.0083,32788.7199
0.484,32819.619469960824,0.0079,32785.6048
0.485,32822.67645760138,0.0083,32788.7199
0.486,32823.69545348157,0.0085,32789.7583
0.487,32822.67645760138,0.0083,32788.7199
0.488,32824.71444936175,0.0087,32790.7966
0.489,32824.71444936175,0.0087,32790.7966
0.490,32822.67645760138,0.0083,32788.7199
0.491,32824.71444936175,0.0087,32790.7966
0.492,32823.69545348157,0.0085,32789.7583
0.493,32821.657461721195,0.0082,32787.6816
0.494,32820.63846584101,0.0080,32786.6432
0.495,32823.69545348157,0.0085,32789.7583
0.496,32823.69545348157,0.0085,32789.7583
0.497,32822.67645760138,0.0083,32788.7199
0.498,32822.67645760138,0.0083,32788.7199
0.499,32825.73344524194,0.0088,32791.8350
0.500,32826.752441122124,0.0090,32792.8733
0.501,32822.67645760138,0.0083,32788.7199
0.502,32824.71444936175,0.0087,32790.7966
0.503,32821.657461721195,0.0082,32787.6816
0.504,32825.73344524194,0.0088,32791.8350
0.505,32820.63846584101,0.0080,32786.6432
0.506,32823.69545348157,0.0085,32789.7583
0.507,32822.67645760138,0.0083,32788.7199
0.508,32822.67645760138,0.0083,32788.7199
0.509,32819.619469960824,0.0079,32785.6048
0.510,32824.71444936175,0.0087,32790.7966
0.511,32820.63846584101,0.0080,32786.6432
0.512,32823.69545348157,0.0085,32789.7583
0.513,32822.67645760138,0.0083,32788.7199
0.514,32822.67645760138,0.0083,32788.7199
0.515,32823.69545348157,0.0085,32789.7583
0.516,32822.67645760138,0.0083,32788.7199
0.517,32823.69545348157,0.0085,32789.7583
0.518,32823.69545348157,0.0085,32789.7583
0.519,32823.69545348157,0.0085,32789.7583
0.520,32823.69545348157,0.0085,32789.7583
0.521,32821.657461721195,0.0082,32787.6816
0.522,32822.67645760138,0.0083,32788.7199
0.523,32822.67645760138,0.0083,32788.7199
0.524,32822.67645760138,0.0083,32788.7199
0.525,32823.69545348157,0.0085,32789.7583
0.526,32823.69545348157,0.0085,32789.7583
0.527,32822.67645760138,0.0083,32788.7199
0.528,32822.67645760138,0.0083,32788.7199
0.529,32823.69545348157,0.0085,32789.7583
0.530,32822.67645760138,0.0083,32788.7199
0.531,32823.69545348157,0.0085,32789.7583
0.532,32825.73344524194,0.0088,32791.8350
0.533,32823.69545348157,0.0085,32789.7583
0.534,32821.657461721195,0.0082,32787.6816
0.535,32822.67645760138,0.0083,32788.7199
0.536,32823.69545348157,0.0085,32789.7583
0.537,32822.67645760138,0.0083,32788.7199
0.538,32823.69545348157,0.0085,32789.7583
0.539,32822.67645760138,0.0083,32788.7199
0.540,32823.69545348157,0.0085,32789.7583
0.541,32822.67645760138,0.0083,32788.7199
0.542,32823.69545348157,0.0085,32789.7583
0.543,32824.71444936175,0.0087,32790.7966
0.544,32821.657461721195,0.0082,32787.6816
0.545,32822.67645760138,0.0083,32788.7199
0.546,32824.71444936175,0.0087,32790.7966
0.547,32823.69545348157,0.0085,32789.7583
0.548,32822.67645760138,0.0083,32788.7199
0.549,32823.69545348157,0.0085,32789.7583
0.550,32824.71444936175,0.0087,32790.7966
0.551,32824.71444936175,0.0087,32790.7966
0.552,32822.67645760138,0.0083,32788.7199
0.553,32823.69545348157,0.0085,32789.7583
0.554,32823.69545348157,0.0085,32789.7583
0.555,32823.69545348157,0.0085,32789.7583
0.556,32823.69545348157,0.0085,32789.7583
0.557,32822.67645760138,0.0083,32788.7199
0.558,32820.63846584101,0.0080,32786.6432
0.559,32824.71444936175,0.0087,32790.7966
0.560,32825.73344524194,0.0088,32791.8350
0.561,32823.69545348157,0.0085,32789.7583
0.562,32822.67645760138,0.0083,32788.7199
0.563,32821.657461721195,0.0082,32787.6816
0.564,32824.71444936175,0.0087,32790.7966
0.565,32822.67645760138,0.0083,32788.7199
0.566,32823.69545348157,0.0085,32789.7583
0.567,32821.657461721195,0.0082,32787.6816
0.568,32823.69545348157,0.0085,32789.7583
0.569,32823.69545348157,0.0085,32789.7583
0.570,32820.63846584101,0.0080,32786.6432
0.571,32823.69545348157,0.0085,32789.7583
0.572,32824.71444936175,0.0087,32790.7966
0.573,32824.71444936175,0.0087,32790.7966
0.574,32824.71444936175,0.0087,32790.7966
0.575,32822.67645760138,0.0083,32788.7199
0.576,32821.657461721195,0.0082,32787.6816
0.577,32823.69545348157,0.0085,32789.7583
0.578,32823.69545348157,0.0085,32789.7583
0.579,32823.69545348157,0.0085,32789.7583
0.580,32820.63846584101,0.0080,32786.6432
0.581,32822.67645760138,0.0083,32788.7199
0.582,32822.67645760138,0.0083,32788.7199
0.583,32823.69545348157,0.0085,32789.7583
0.584,32823.69545348157,0.0085,32789.7583
0.585,32825.73344524194,0.0088,32791.8350
0.586,32822.67645760138,0.0083,32788.7199
0.587,32822.67645760138,0.0083,32788.7199
0.588,32823.69545348157,0.0085,32789.7583
0.589,32826.752441122124,0.0090,32792.8733
0.590,32822.67645760138,0.0083,32788.7199
0.591,32823.69545348157,0.0085,32789.7583
0.592,32822.67645760138,0.0083,32788.7199
0.593,32823.69545348157,0.0085,32789.7583
0.594,32824.71444936175,0.0087,32790.7966
0.595,32823.69545348157,0.0085,32789.7583
0.596,32822.67645760138,0.0083,32788.7199
0.597,32824.71444936175,0.0087,32790.7966
0.598,32826.752441122124,0.0090,32792.8733
0.599,32823.69545348157,0.0085,32789.7583
0.600,32825.73344524194,0.0088,32791.8350
0.601,32825.73344524194,0.0088,32791.8350
0.602,32824.71444936175,0.0087,32790.7966
0.603,32822.67645760138,0.0083,32788.7199
0.604,32822.67645760138,0.0083,32788.7199
0.605,32823.69545348157,0.0085,32789.7583
