time,channel_0
0.734,32785.99260591472
0.735,32784.97361003453
0.736,32787.011601794904
0.737,32785.99260591472
0.738,32783.95461415435
0.739,32785.99260591472
0.740,32787.011601794904
0.741,32788.03059767509
0.742,32785.99260591472
0.743,32783.95461415435
0.744,32785.99260591472
0.745,32785.99260591472
0.746,32785.99260591472
0.747,32788.03059767509
0.748,32788.03059767509
0.749,32787.011601794904
0.750,32788.03059767509
0.751,32787.011601794904
0.752,32784.97361003453
0.753,32785.99260591472
0.754,32787.011601794904
0.755,32785.99260591472
0.756,32785.99260591472
0.757,32787.011601794904
0.758,32785.99260591472
0.759,32785.99260591472
0.760,32787.011601794904
0.761,32785.99260591472
0.762,32787.011601794904
0.763,32788.03059767509
0.764,32787.011601794904
0.765,32787.011601794904
0.766,32789.049593555275
0.767,32787.011601794904
0.768,32787.011601794904
0.769,32787.011601794904
0.770,32787.011601794904
0.771,32785.99260591472
0.772,32785.99260591472
0.773,32787.011601794904
0.774,32788.03059767509
0.775,32787.011601794904
0.776,32788.03059767509
0.777,32788.03059767509
0.778,32784.97361003453
0.779,32785.99260591472
0.780,32785.99260591472
0.781,32785.99260591472
0.782,32785.99260591472
0.783,32787.011601794904
0.784,32788.03059767509
0.785,32788.03059767509
0.786,32784.97361003453
0.787,32783.95461415435
0.788,32785.99260591472
0.789,32787.011601794904
0.790,32785.99260591472
0.791,32784.97361003453
0.792,32785.99260591472
0.793,32784.97361003453
0.794,32785.99260591472
0.795,32788.03059767509
0.796,32787.011601794904
0.797,32785.99260591472
0.798,32787.011601794904
0.799,32787.011601794904
0.800,32788.03059767509
0.801,32788.03059767509
0.802,32785.99260591472
0.803,32788.03059767509
0.804,32787.011601794904
0.805,32784.97361003453
0.806,32788.03059767509
0.807,32787.011601794904
0.808,32788.03059767509
0.809,32787.011601794904
0.810,32787.011601794904
0.811,32787.011601794904
0.812,32785.99260591472
0.813,32788.03059767509
0.814,32785.99260591472
0.815,32785.99260591472
0.816,32784.97361003453
0.817,32787.011601794904
0.818,32788.03059767509
0.819,32789.049593555275
0.820,32788.03059767509
0.821,32788.03059767509
0.822,32787.011601794904
0.823,32785.99260591472
0.824,32785.99260591472
0.825,32788.03059767509
0.826,32788.03059767509
0.827,32787.011601794904
0.828,32784.97361003453
0.829,32785.99260591472
0.830,32787.011601794904
0.831,32787.011601794904
0.832,32788.03059767509
0.833,32787.011601794904
0.834,32788.03059767509
0.835,32785.99260591472
0.836,32787.011601794904
0.837,32787.011601794904
0.838,32788.03059767509
0.839,32785.99260591472
0.840,32788.03059767509
0.841,32787.011601794904
0.842,32788.03059767509
0.843,32787.011601794904
0.844,32787.011601794904
0.845,32785.99260591472
0.846,32783.95461415435
0.847,32783.95461415435
0.848,32787.011601794904
0.849,32787.011601794904
0.850,32787.011601794904
0.851,32784.97361003453
0.852,32783.95461415435
0.853,32785.99260591472
0.854,32785.99260591472
0.855,32784.97361003453
0.856,32785.99260591472
0.857,32785.99260591472
0.858,32785.99260591472
0.859,32787.011601794904
0.860,32785.99260591472
0.861,32788.03059767509
0.862,32785.99260591472
0.863,32785.99260591472
0.864,32787.011601794904
0.865,32788.03059767509
0.866,32789.049593555275
0.867,32789.049593555275
0.868,32788.03059767509
0.869,32788.03059767509
0.870,32788.03059767509
0.871,32788.03059767509
0.872,32789.049593555275
0.873,32787.011601794904
0.874,32788.03059767509
0.875,32785.99260591472
0.876,32785.99260591472
0.877,32788.03059767509
0.878,32788.03059767509
0.879,32788.03059767509
0.880,32785.99260591472
0.881,32785.99260591472
0.882,32784.97361003453
0.883,32787.011601794904
0.884,32787.011601794904
0.885,32788.03059767509
0.886,32788.03059767509
0.887,32788.03059767509
0.888,32789.049593555275
0.889,32787.011601794904
0.890,32788.03059767509
0.891,32787.011601794904
0.892,32784.97361003453
0.893,32787.011601794904
0.894,32788.03059767509
0.895,32789.049593555275
0.896,32787.011601794904
