time,channel_0
0.910,32795.16356883638
0.911,32793.12557707602
0.912,32789.049593555275
0.913,32791.08758531565
0.914,32794.144572956204
0.915,32792.10658119583
0.916,32793.12557707602
0.917,32793.12557707602
0.918,32791.08758531565
0.919,32792.10658119583
0.920,32792.10658119583
0.921,32792.10658119583
0.922,32791.08758531565
0.923,32793.12557707602
0.924,32794.144572956204
0.925,32792.10658119583
0.926,32790.06858943546
0.927,32792.10658119583
0.928,32794.144572956204
0.929,32792.10658119583
0.930,32791.08758531565
0.931,32792.10658119583
0.932,32790.06858943546
0.933,32792.10658119583
0.934,32791.08758531565
0.935,32792.10658119583
0.936,32791.08758531565
0.937,32792.10658119583
0.938,32792.10658119583
0.939,32793.12557707602
0.940,32792.10658119583
0.941,32792.10658119583
0.942,32790.06858943546
0.943,32793.12557707602
0.944,32792.10658119583
0.945,32791.08758531565
0.946,32795.16356883638
0.947,32794.144572956204
0.948,32792.10658119583
0.949,32792.10658119583
0.950,32792.10658119583
0.951,32792.10658119583
0.952,32790.06858943546
0.953,32789.049593555275
0.954,32790.06858943546
0.955,32791.08758531565
0.956,32791.08758531565
0.957,32791.08758531565
0.958,32790.06858943546
0.959,32791.08758531565
0.960,32790.06858943546
0.961,32792.10658119583
0.962,32793.12557707602
0.963,32792.10658119583
0.964,32793.12557707602
0.965,32790.06858943546
0.966,32789.049593555275
0.967,32794.144572956204
0.968,32793.12557707602
0.969,32794.144572956204
0.970,32792.10658119583
0.971,32794.144572956204
0.972,32790.06858943546
0.973,32793.12557707602
0.974,32794.144572956204
0.975,32793.12557707602
0.976,32793.12557707602
0.977,32790.06858943546
0.978,32792.10658119583
0.979,32791.08758531565
0.980,32792.10658119583
0.981,32791.08758531565
0.982,32792.10658119583
0.983,32793.12557707602
0.984,32792.10658119583
0.985,32792.10658119583
0.986,32792.10658119583
0.987,32792.10658119583
0.988,32791.08758531565
0.989,32792.10658119583
0.990,32792.10658119583
0.991,32792.10658119583
0.992,32789.049593555275
0.993,32792.10658119583
0.994,32793.12557707602
0.995,32789.049593555275
0.996,32793.12557707602
0.997,32794.144572956204
0.998,32792.10658119583
0.999,32792.10658119583
1.000,32791.08758531565
1.001,32790.06858943546
1.002,32792.10658119583
1.003,32790.06858943546
1.004,32792.10658119583
1.005,32793.12557707602
1.006,32792.10658119583
1.007,32795.16356883638
1.008,32793.12557707602
1.009,32793.12557707602
1.010,32792.10658119583
1.011,32791.08758531565
1.012,32793.12557707602
1.013,32792.10658119583
1.014,32792.10658119583
1.015,32792.10658119583
1.016,32794.144572956204
1.017,32791.08758531565
1.018,32793.12557707602
1.019,32791.08758531565
1.020,32792.10658119583
1.021,32792.10658119583
1.022,32792.10658119583
1.023,32792.10658119583
1.024,32793.12557707602
1.025,32792.10658119583
