time,raw_value,voltage_calc,voltage_default
0.093,32819.619469960824,0.0079,32785.6048
0.094,32821.657461721195,0.0082,32787.6816
0.095,32818.60047408064,0.0077,32784.5665
0.096,32819.619469960824,0.0079,32785.6048
0.097,32819.619469960824,0.0079,32785.6048
0.098,32818.60047408064,0.0077,32784.5665
0.099,32819.619469960824,0.0079,32785.6048
0.100,32818.60047408064,0.0077,32784.5665
0.101,32821.657461721195,0.0082,32787.6816
0.102,32820.63846584101,0.0080,32786.6432
0.103,32819.619469960824,0.0079,32785.6048
0.104,32820.63846584101,0.0080,32786.6432
0.105,32819.619469960824,0.0079,32785.6048
0.106,32819.619469960824,0.0079,32785.6048
0.107,32820.63846584101,0.0080,32786.6432
0.108,32819.619469960824,0.0079,32785.6048
0.109,32819.619469960824,0.0079,32785.6048
0.110,32818.60047408064,0.0077,32784.5665
0.111,32820.63846584101,0.0080,32786.6432
0.112,32819.619469960824,0.0079,32785.6048
0.113,32820.63846584101,0.0080,32786.6432
0.114,32818.60047408064,0.0077,32784.5665
0.115,32819.619469960824,0.0079,32785.6048
0.116,32819.619469960824,0.0079,32785.6048
0.117,32819.619469960824,0.0079,32785.6048
0.118,32818.60047408064,0.0077,32784.5665
0.119,32820.63846584101,0.0080,32786.6432
0.120,32816.562482320274,0.0074,32782.4898
0.121,32819.619469960824,0.0079,32785.6048
0.122,32818.60047408064,0.0077,32784.5665
0.123,32817.58147820045,0.0076,32783.5281
0.124,32818.60047408064,0.0077,32784.5665
0.125,32821.657461721195,0.0082,32787.6816
0.126,32820.63846584101,0.0080,32786.6432
0.127,32820.63846584101,0.0080,32786.6432
0.128,32820.63846584101,0.0080,32786.6432
0.129,32819.619469960824,0.0079,32785.6048
0.130,32819.619469960824,0.0079,32785.6048
0.131,32818.60047408064,0.0077,32784.5665
0.132,32817.58147820045,0.0076,32783.5281
0.133,32818.60047408064,0.0077,32784.5665
0.134,32820.63846584101,0.0080,32786.6432
0.135,32818.60047408064,0.0077,32784.5665
0.136,32818.60047408064,0.0077,32784.5665
0.137,32818.60047408064,0.0077,32784.5665
0.138,32820.63846584101,0.0080,32786.6432
0.139,32820.63846584101,0.0080,32786.6432
0.140,32818.60047408064,0.0077,32784.5665
0.141,32819.619469960824,0.0079,32785.6048
0.142,32817.58147820045,0.0076,32783.5281
0.143,32819.619469960824,0.0079,32785.6048
0.144,32821.657461721195,0.0082,32787.6816
0.145,32818.60047408064,0.0077,32784.5665
0.146,32817.58147820045,0.0076,32783.5281
0.147,32819.619469960824,0.0079,32785.6048
0.148,32817.58147820045,0.0076,32783.5281
0.149,32818.60047408064,0.0077,32784.5665
0.150,32820.63846584101,0.0080,32786.6432
0.151,32819.619469960824,0.0079,32785.6048
0.152,32818.60047408064,0.0077,32784.5665
0.153,32822.67645760138,0.0083,32788.7199
0.154,32822.67645760138,0.0083,32788.7199
0.155,32820.63846584101,0.0080,32786.6432
0.156,32817.58147820045,0.0076,32783.5281
0.157,32819.619469960824,0.0079,32785.6048
0.158,32820.63846584101,0.0080,32786.6432
0.159,32819.619469960824,0.0079,32785.6048
0.160,32820.63846584101,0.0080,32786.6432
0.161,32818.60047408064,0.0077,32784.5665
0.162,32819.619469960824,0.0079,32785.6048
0.163,32819.619469960824,0.0079,32785.6048
0.164,32818.60047408064,0.0077,32784.5665
0.165,32822.67645760138,0.0083,32788.7199
0.166,32818.60047408064,0.0077,32784.5665
0.167,32818.60047408064,0.0077,32784.5665
0.168,32818.60047408064,0.0077,32784.5665
0.169,32820.63846584101,0.0080,32786.6432
0.170,32819.619469960824,0.0079,32785.6048
0.171,32818.60047408064,0.0077,32784.5665
0.172,32818.60047408064,0.0077,32784.5665
0.173,32818.60047408064,0.0077,32784.5665
0.174,32818.60047408064,0.0077,32784.5665
0.175,32819.619469960824,0.0079,32785.6048
0.176,32819.619469960824,0.0079,32785.6048
0.177,32819.619469960824,0.0079,32785.6048
0.178,32821.657461721195,0.0082,32787.6816
0.179,32821.657461721195,0.0082,32787.6816
0.180,32820.63846584101,0.0080,32786.6432
0.181,32818.60047408064,0.0077,32784.5665
0.182,32818.60047408064,0.0077,32784.5665
0.183,32819.619469960824,0.0079,32785.6048
0.184,32819.619469960824,0.0079,32785.6048
0.185,32818.60047408064,0.0077,32784.5665
0.186,32818.60047408064,0.0077,32784.5665
0.187,32820.63846584101,0.0080,32786.6432
0.188,32819.619469960824,0.0079,32785.6048
0.189,32820.63846584101,0.0080,32786.6432
0.190,32818.60047408064,0.0077,32784.5665
0.191,32818.60047408064,0.0077,32784.5665
0.192,32818.60047408064,0.0077,32784.5665
0.193,32819.619469960824,0.0079,32785.6048
0.194,32819.619469960824,0.0079,32785.6048
0.195,32819.619469960824,0.0079,32785.6048
0.196,32821.657461721195,0.0082,32787.6816
0.197,32818.60047408064,0.0077,32784.5665
0.198,32820.63846584101,0.0080,32786.6432
0.199,32819.619469960824,0.0079,32785.6048
0.200,32819.619469960824,0.0079,32785.6048
0.201,32818.60047408064,0.0077,32784.5665
0.202,32818.60047408064,0.0077,32784.5665
0.203,32820.63846584101,0.0080,32786.6432
0.204,32818.60047408064,0.0077,32784.5665
0.205,32819.619469960824,0.0079,32785.6048
0.206,32821.657461721195,0.0082,32787.6816
0.207,32819.619469960824,0.0079,32785.6048
0.208,32819.619469960824,0.0079,32785.6048
0.209,32820.63846584101,0.0080,32786.6432
0.210,32822.67645760138,0.0083,32788.7199
0.211,32821.657461721195,0.0082,32787.6816
0.212,32821.657461721195,0.0082,32787.6816
0.213,32819.619469960824,0.0079,32785.6048
0.214,32820.63846584101,0.0080,32786.6432
0.215,32820.63846584101,0.0080,32786.6432
0.216,32818.60047408064,0.0077,32784.5665
0.217,32818.60047408064,0.0077,32784.5665
0.218,32819.619469960824,0.0079,32785.6048
0.219,32820.63846584101,0.0080,32786.6432
0.220,32819.619469960824,0.0079,32785.6048
0.221,32819.619469960824,0.0079,32785.6048
0.222,32819.619469960824,0.0079,32785.6048
0.223,32819.619469960824,0.0079,32785.6048
0.224,32819.619469960824,0.0079,32785.6048
0.225,32819.619469960824,0.0079,32785.6048
0.226,32820.63846584101,0.0080,32786.6432
0.227,32822.67645760138,0.0083,32788.7199
0.228,32821.657461721195,0.0082,32787.6816
0.229,32818.60047408064,0.0077,32784.5665
0.230,32818.60047408064,0.0077,32784.5665
0.231,32819.619469960824,0.0079,32785.6048
0.232,32817.58147820045,0.0076,32783.5281
0.233,32818.60047408064,0.0077,32784.5665
0.234,32819.619469960824,0.0079,32785.6048
0.235,32821.657461721195,0.0082,32787.6816
0.236,32818.60047408064,0.0077,32784.5665
0.237,32819.619469960824,0.0079,32785.6048
0.238,32818.60047408064,0.0077,32784.5665
0.239,32818.60047408064,0.0077,32784.5665
0.240,32819.619469960824,0.0079,32785.6048
0.241,32820.63846584101,0.0080,32786.6432
0.242,32818.60047408064,0.0077,32784.5665
0.243,32817.58147820045,0.0076,32783.5281
0.244,32820.63846584101,0.0080,32786.6432
0.245,32821.657461721195,0.0082,32787.6816
0.246,32819.619469960824,0.0079,32785.6048
0.247,32819.619469960824,0.0079,32785.6048
0.248,32816.562482320274,0.0074,32782.4898
0.249,32820.63846584101,0.0080,32786.6432
0.250,32822.67645760138,0.0083,32788.7199
0.251,32819.619469960824,0.0079,32785.6048
0.252,32818.60047408064,0.0077,32784.5665
0.253,32821.657461721195,0.0082,32787.6816
0.254,32818.60047408064,0.0077,32784.5665
0.255,32819.619469960824,0.0079,32785.6048
0.256,32819.619469960824,0.0079,32785.6048
0.257,32821.657461721195,0.0082,32787.6816
0.258,32818.60047408064,0.0077,32784.5665
0.259,32821.657461721195,0.0082,32787.6816
0.260,32820.63846584101,0.0080,32786.6432
0.261,32818.60047408064,0.0077,32784.5665
0.262,32819.619469960824,0.0079,32785.6048
0.263,32820.63846584101,0.0080,32786.6432
0.264,32820.63846584101,0.0080,32786.6432
0.265,32818.60047408064,0.0077,32784.5665
0.266,32819.619469960824,0.0079,32785.6048
0.267,32821.657461721195,0.0082,32787.6816
0.268,32818.60047408064,0.0077,32784.5665
0.269,32819.619469960824,0.0079,32785.6048
0.270,32821.657461721195,0.0082,32787.6816
0.271,32817.58147820045,0.0076,32783.5281
0.272,32818.60047408064,0.0077,32784.5665
0.273,32819.619469960824,0.0079,32785.6048
0.274,32819.619469960824,0.0079,32785.6048
0.275,32819.619469960824,0.0079,32785.6048
0.276,32820.63846584101,0.0080,32786.6432
0.277,32818.60047408064,0.0077,32784.5665
0.278,32822.67645760138,0.0083,32788.7199
0.279,32820.63846584101,0.0080,32786.6432
0.280,32821.657461721195,0.0082,32787.6816
0.281,32820.63846584101,0.0080,32786.6432
0.282,32817.58147820045,0.0076,32783.5281
0.283,32820.63846584101,0.0080,32786.6432
0.284,32820.63846584101,0.0080,32786.6432
0.285,32819.619469960824,0.0079,32785.6048
0.286,32818.60047408064,0.0077,32784.5665
0.287,32818.60047408064,0.0077,32784.5665
0.288,32818.60047408064,0.0077,32784.5665
0.289,32818.60047408064,0.0077,32784.5665
0.290,32819.619469960824,0.0079,32785.6048
0.291,32818.60047408064,0.0077,32784.5665
0.292,32819.619469960824,0.0079,32785.6048
0.293,32819.619469960824,0.0079,32785.6048
0.294,32822.67645760138,0.0083,32788.7199
0.295,32821.657461721195,0.0082,32787.6816
0.296,32821.657461721195,0.0082,32787.6816
0.297,32817.58147820045,0.0076,32783.5281
0.298,32817.58147820045,0.0076,32783.5281
0.299,32820.63846584101,0.0080,32786.6432
0.300,32818.60047408064,0.0077,32784.5665
0.301,32818.60047408064,0.0077,32784.5665
0.302,32820.63846584101,0.0080,32786.6432
0.303,32819.619469960824,0.0079,32785.6048
0.304,32819.619469960824,0.0079,32785.6048
0.305,32818.60047408064,0.0077,32784.5665
0.306,32819.619469960824,0.0079,32785.6048
0.307,32822.67645760138,0.0083,32788.7199
0.308,32821.657461721195,0.0082,32787.6816
0.309,32821.657461721195,0.0082,32787.6816
0.310,32821.657461721195,0.0082,32787.6816
0.311,32818.60047408064,0.0077,32784.5665
0.312,32818.60047408064,0.0077,32784.5665
0.313,32819.619469960824,0.0079,32785.6048
0.314,32821.657461721195,0.0082,32787.6816
0.315,32819.619469960824,0.0079,32785.6048
0.316,32819.619469960824,0.0079,32785.6048
0.317,32817.58147820045,0.0076,32783.5281
0.318,32820.63846584101,0.0080,32786.6432
0.319,32817.58147820045,0.0076,32783.5281
0.320,32819.619469960824,0.0079,32785.6048
0.321,32820.63846584101,0.0080,32786.6432
0.322,32818.60047408064,0.0077,32784.5665
0.323,32818.60047408064,0.0077,32784.5665
0.324,32818.60047408064,0.0077,32784.5665
0.325,32819.619469960824,0.0079,32785.6048
0.326,32818.60047408064,0.0077,32784.5665
0.327,32821.657461721195,0.0082,32787.6816
0.328,32818.60047408064,0.0077,32784.5665
0.329,32819.619469960824,0.0079,32785.6048
0.330,32820.63846584101,0.0080,32786.6432
0.331,32817.58147820045,0.0076,32783.5281
0.332,32818.60047408064,0.0077,32784.5665
0.333,32817.58147820045,0.0076,32783.5281
0.334,32818.60047408064,0.0077,32784.5665
0.335,32820.63846584101,0.0080,32786.6432
0.336,32821.657461721195,0.0082,32787.6816
0.337,32819.619469960824,0.0079,32785.6048
0.338,32819.619469960824,0.0079,32785.6048
0.339,32819.619469960824,0.0079,32785.6048
0.340,32817.58147820045,0.0076,32783.5281
0.341,32818.60047408064,0.0077,32784.5665
0.342,32817.58147820045,0.0076,32783.5281
0.343,32819.619469960824,0.0079,32785.6048
0.344,32818.60047408064,0.0077,32784.5665
0.345,32819.619469960824,0.0079,32785.6048
0.346,32818.60047408064,0.0077,32784.5665
0.347,32818.60047408064,0.0077,32784.5665
0.348,32817.58147820045,0.0076,32783.5281
0.349,32821.657461721195,0.0082,32787.6816
0.350,32819.619469960824,0.0079,32785.6048
0.351,32817.58147820045,0.0076,32783.5281
0.352,32816.562482320274,0.0074,32782.4898
0.353,32819.619469960824,0.0079,32785.6048
0.354,32818.60047408064,0.0077,32784.5665
0.355,32820.63846584101,0.0080,32786.6432
0.356,32818.60047408064,0.0077,32784.5665
0.357,32818.60047408064,0.0077,32784.5665
0.358,32819.619469960824,0.0079,32785.6048
0.359,32816.562482320274,0.0074,32782.4898
0.360,32816.562482320274,0.0074,32782.4898
0.361,32818.60047408064,0.0077,32784.5665
0.362,32818.60047408064,0.0077,32784.5665
0.363,32818.60047408064,0.0077,32784.5665
0.364,32819.619469960824,0.0079,32785.6048
0.365,32820.63846584101,0.0080,32786.6432
0.366,32819.619469960824,0.0079,32785.6048
0.367,32817.58147820045,0.0076,32783.5281
0.368,32816.562482320274,0.0074,32782.4898
0.369,32819.619469960824,0.0079,32785.6048
0.370,32820.63846584101,0.0080,32786.6432
0.371,32821.657461721195,0.0082,32787.6816
0.372,32818.60047408064,0.0077,32784.5665
0.373,32818.60047408064,0.0077,32784.5665
0.374,32816.562482320274,0.0074,32782.4898
0.375,32818.60047408064,0.0077,32784.5665
0.376,32819.619469960824,0.0079,32785.6048
0.377,32818.60047408064,0.0077,32784.5665
0.378,32819.619469960824,0.0079,32785.6048
0.379,32815.54348644009,0.0073,32781.4514
0.380,32818.60047408064,0.0077,32784.5665
0.381,32819.619469960824,0.0079,32785.6048
0.382,32819.619469960824,0.0079,32785.6048
0.383,32820.63846584101,0.0080,32786.6432
0.384,32819.619469960824,0.0079,32785.6048
0.385,32819.619469960824,0.0079,32785.6048
0.386,32819.619469960824,0.0079,32785.6048
0.387,32817.58147820045,0.0076,32783.5281
0.388,32817.58147820045,0.0076,32783.5281
0.389,32821.657461721195,0.0082,32787.6816
0.390,32821.657461721195,0.0082,32787.6816
0.391,32818.60047408064,0.0077,32784.5665
0.392,32818.60047408064,0.0077,32784.5665
0.393,32818.60047408064,0.0077,32784.5665
0.394,32820.63846584101,0.0080,32786.6432
0.395,32819.619469960824,0.0079,32785.6048
0.396,32819.619469960824,0.0079,32785.6048
0.397,32817.58147820045,0.0076,32783.5281
0.398,32821.657461721195,0.0082,32787.6816
0.399,32822.67645760138,0.0083,32788.7199
0.400,32819.619469960824,0.0079,32785.6048
0.401,32820.63846584101,0.0080,32786.6432
0.402,32820.63846584101,0.0080,32786.6432
0.403,32819.619469960824,0.0079,32785.6048
0.404,32820.63846584101,0.0080,32786.6432
0.405,32820.63846584101,0.0080,32786.6432
0.406,32821.657461721195,0.0082,32787.6816
0.407,32819.619469960824,0.0079,32785.6048
0.408,32818.60047408064,0.0077,32784.5665
0.409,32820.63846584101,0.0080,32786.6432
0.410,32819.619469960824,0.0079,32785.6048
0.411,32821.657461721195,0.0082,32787.6816
0.412,32818.60047408064,0.0077,32784.5665
0.413,32819.619469960824,0.0079,32785.6048
0.414,32821.657461721195,0.0082,32787.6816
0.415,32820.63846584101,0.0080,32786.6432
0.416,32818.60047408064,0.0077,32784.5665
0.417,32818.60047408064,0.0077,32784.5665
0.418,32819.619469960824,0.0079,32785.6048
0.419,32816.562482320274,0.0074,32782.4898
0.420,32819.619469960824,0.0079,32785.6048
0.421,32818.60047408064,0.0077,32784.5665
0.422,32818.60047408064,0.0077,32784.5665
0.423,32819.619469960824,0.0079,32785.6048
0.424,32821.657461721195,0.0082,32787.6816
0.425,32818.60047408064,0.0077,32784.5665
0.426,32818.60047408064,0.0077,32784.5665
0.427,32818.60047408064,0.0077,32784.5665
0.428,32819.619469960824,0.0079,32785.6048
0.429,32817.58147820045,0.0076,32783.5281
0.430,32818.60047408064,0.0077,32784.5665
0.431,32818.60047408064,0.0077,32784.5665
0.432,32820.63846584101,0.0080,32786.6432
0.433,32821.657461721195,0.0082,32787.6816
0.434,32820.63846584101,0.0080,32786.6432
0.435,32819.619469960824,0.0079,32785.6048
0.436,32817.58147820045,0.0076,32783.5281
0.437,32819.619469960824,0.0079,32785.6048
0.438,32819.619469960824,0.0079,32785.6048
0.439,32820.63846584101,0.0080,32786.6432
0.440,32818.60047408064,0.0077,32784.5665
0.441,32820.63846584101,0.0080,32786.6432
0.442,32821.657461721195,0.0082,32787.6816
0.443,32819.619469960824,0.0079,32785.6048
0.444,32818.60047408064,0.0077,32784.5665
0.445,32819.619469960824,0.0079,32785.6048
0.446,32817.58147820045,0.0076,32783.5281
0.447,32818.60047408064,0.0077,32784.5665
0.448,32819.619469960824,0.0079,32785.6048
0.449,32818.60047408064,0.0077,32784.5665
0.450,32819.619469960824,0.0079,32785.6048
0.451,32817.58147820045,0.0076,32783.5281
0.452,32819.619469960824,0.0079,32785.6048
0.453,32819.619469960824,0.0079,32785.6048
0.454,32819.619469960824,0.0079,32785.6048
0.455,32821.657461721195,0.0082,32787.6816
0.456,32818.60047408064,0.0077,32784.5665
0.457,32818.60047408064,0.0077,32784.5665
0.458,32818.60047408064,0.0077,32784.5665
0.459,32819.619469960824,0.0079,32785.6048
0.460,32818.60047408064,0.0077,32784.5665
0.461,32822.67645760138,0.0083,32788.7199
0.462,32819.619469960824,0.0079,32785.6048
0.463,32819.619469960824,0.0079,32785.6048
0.464,32820.63846584101,0.0080,32786.6432
0.465,32820.63846584101,0.0080,32786.6432
0.466,32818.60047408064,0.0077,32784.5665
0.467,32821.657461721195,0.0082,32787.6816
0.468,32820.63846584101,0.0080,32786.6432
0.469,32820.63846584101,0.0080,32786.6432
0.470,32821.657461721195,0.0082,32787.6816
0.471,32817.58147820045,0.0076,32783.5281
0.472,32818.60047408064,0.0077,32784.5665
0.473,32818.60047408064,0.0077,32784.5665
0.474,32818.60047408064,0.0077,32784.5665
0.475,32819.619469960824,0.0079,32785.6048
0.476,32820.63846584101,0.0080,32786.6432
0.477,32821.657461721195,0.0082,32787.6816
0.478,32818.60047408064,0.0077,32784.5665
0.479,32822.67645760138,0.0083,32788.7199
0.480,32818.60047408064,0.0077,32784.5665
0.481,32818.60047408064,0.0077,32784.5665
0.482,32817.58147820045,0.0076,32783.5281
0.483,32819.619469960824,0.0079,32785.6048
0.484,32821.657461721195,0.0082,32787.6816
0.485,32821.657461721195,0.0082,32787.6816
0.486,32819.619469960824,0.0079,32785.6048
0.487,32819.619469960824,0.0079,32785.6048
0.488,32822.67645760138,0.0083,32788.7199
0.489,32821.657461721195,0.0082,32787.6816
0.490,32817.58147820045,0.0076,32783.5281
0.491,32819.619469960824,0.0079,32785.6048
0.492,32820.63846584101,0.0080,32786.6432
0.493,32819.619469960824,0.0079,32785.6048
0.494,32821.657461721195,0.0082,32787.6816
0.495,32818.60047408064,0.0077,32784.5665
0.496,32819.619469960824,0.0079,32785.6048
0.497,32819.619469960824,0.0079,32785.6048
0.498,32821.657461721195,0.0082,32787.6816
0.499,32819.619469960824,0.0079,32785.6048
0.500,32819.619469960824,0.0079,32785.6048
0.501,32817.58147820045,0.0076,32783.5281
0.502,32818.60047408064,0.0077,32784.5665
0.503,32816.562482320274,0.0074,32782.4898
0.504,32819.619469960824,0.0079,32785.6048
0.505,32821.657461721195,0.0082,32787.6816
0.506,32820.63846584101,0.0080,32786.6432
0.507,32818.60047408064,0.0077,32784.5665
0.508,32819.619469960824,0.0079,32785.6048
0.509,32819.619469960824,0.0079,32785.6048
0.510,32820.63846584101,0.0080,32786.6432
0.511,32818.60047408064,0.0077,32784.5665
0.512,32816.562482320274,0.0074,32782.4898
0.513,32818.60047408064,0.0077,32784.5665
0.514,32818.60047408064,0.0077,32784.5665
0.515,32822.67645760138,0.0083,32788.7199
0.516,32819.619469960824,0.0079,32785.6048
0.517,32819.619469960824,0.0079,32785.6048
0.518,32818.60047408064,0.0077,32784.5665
0.519,32820.63846584101,0.0080,32786.6432
0.520,32822.67645760138,0.0083,32788.7199
0.521,32818.60047408064,0.0077,32784.5665
0.522,32820.63846584101,0.0080,32786.6432
0.523,32821.657461721195,0.0082,32787.6816
0.524,32820.63846584101,0.0080,32786.6432
0.525,32819.619469960824,0.0079,32785.6048
0.526,32818.60047408064,0.0077,32784.5665
0.527,32819.619469960824,0.0079,32785.6048
0.528,32821.657461721195,0.0082,32787.6816
0.529,32822.67645760138,0.0083,32788.7199
0.530,32821.657461721195,0.0082,32787.6816
0.531,32819.619469960824,0.0079,32785.6048
0.532,32819.619469960824,0.0079,32785.6048
0.533,32816.562482320274,0.0074,32782.4898
0.534,32820.63846584101,0.0080,32786.6432
0.535,32820.63846584101,0.0080,32786.6432
0.536,32820.63846584101,0.0080,32786.6432
0.537,32817.58147820045,0.0076,32783.5281
0.538,32821.657461721195,0.0082,32787.6816
0.539,32821.657461721195,0.0082,32787.6816
0.540,32818.60047408064,0.0077,32784.5665
0.541,32820.63846584101,0.0080,32786.6432
0.542,32821.657461721195,0.0082,32787.6816
0.543,32818.60047408064,0.0077,32784.5665
0.544,32818.60047408064,0.0077,32784.5665
0.545,32817.58147820045,0.0076,32783.5281
0.546,32818.60047408064,0.0077,32784.5665
0.547,32820.63846584101,0.0080,32786.6432
0.548,32820.63846584101,0.0080,32786.6432
0.549,32819.619469960824,0.0079,32785.6048
0.550,32819.619469960824,0.0079,32785.6048
0.551,32818.60047408064,0.0077,32784.5665
0.552,32818.60047408064,0.0077,32784.5665
0.553,32820.63846584101,0.0080,32786.6432
0.554,32817.58147820045,0.0076,32783.5281
0.555,32817.58147820045,0.0076,32783.5281
0.556,32818.60047408064,0.0077,32784.5665
0.557,32818.60047408064,0.0077,32784.5665
0.558,32817.58147820045,0.0076,32783.5281
0.559,32818.60047408064,0.0077,32784.5665
0.560,32819.619469960824,0.0079,32785.6048
0.561,32820.63846584101,0.0080,32786.6432
0.562,32820.63846584101,0.0080,32786.6432
0.563,32818.60047408064,0.0077,32784.5665
0.564,32818.60047408064,0.0077,32784.5665
0.565,32820.63846584101,0.0080,32786.6432
0.566,32819.619469960824,0.0079,32785.6048
0.567,32821.657461721195,0.0082,32787.6816
0.568,32819.619469960824,0.0079,32785.6048
0.569,32820.63846584101,0.0080,32786.6432
0.570,32820.63846584101,0.0080,32786.6432
0.571,32818.60047408064,0.0077,32784.5665
0.572,32819.619469960824,0.0079,32785.6048
0.573,32819.619469960824,0.0079,32785.6048
0.574,32818.60047408064,0.0077,32784.5665
0.575,32818.60047408064,0.0077,32784.5665
0.576,32818.60047408064,0.0077,32784.5665
0.577,32818.60047408064,0.0077,32784.5665
0.578,32822.67645760138,0.0083,32788.7199
0.579,32820.63846584101,0.0080,32786.6432
0.580,32818.60047408064,0.0077,32784.5665
0.581,32820.63846584101,0.0080,32786.6432
0.582,32821.657461721195,0.0082,32787.6816
0.583,32820.63846584101,0.0080,32786.6432
0.584,32820.63846584101,0.0080,32786.6432
0.585,32820.63846584101,0.0080,32786.6432
0.586,32818.60047408064,0.0077,32784.5665
0.587,32820.63846584101,0.0080,32786.6432
0.588,32819.619469960824,0.0079,32785.6048
0.589,32818.60047408064,0.0077,32784.5665
0.590,32817.58147820045,0.0076,32783.5281
0.591,32820.63846584101,0.0080,32786.6432
0.592,32817.58147820045,0.0076,32783.5281
0.593,32819.619469960824,0.0079,32785.6048
0.594,32818.60047408064,0.0077,32784.5665
0.595,32821.657461721195,0.0082,32787.6816
0.596,32821.657461721195,0.0082,32787.6816
0.597,32821.657461721195,0.0082,32787.6816
0.598,32820.63846584101,0.0080,32786.6432
0.599,32821.657461721195,0.0082,32787.6816
0.600,32821.657461721195,0.0082,32787.6816
0.601,32821.657461721195,0.0082,32787.6816
0.602,32819.619469960824,0.0079,32785.6048
0.603,32818.60047408064,0.0077,32784.5665
0.604,32821.657461721195,0.0082,32787.6816
0.605,32820.63846584101,0.0080,32786.6432
