time,CH0_raw,CH1_raw,CH2_raw
0.185,32789.049593555275,32768.669675951576,32782.93561827417
0.186,32790.06858943546,32770.70766771195,32782.93561827417
0.187,32787.011601794904,32768.669675951576,32782.93561827417
0.188,32788.03059767509,32769.68867183176,32785.99260591472
0.189,32789.049593555275,32768.669675951576,32782.93561827417
0.19,32789.049593555275,32768.669675951576,32780.8976265138
0.191,32788.03059767509,32767.65068007139,32780.8976265138
0.192,32790.06858943546,32767.65068007139,32782.93561827417
0.193,32789.049593555275,32768.669675951576,32785.99260591472
0.194,32785.99260591472,32768.669675951576,32783.95461415435
0.195,32787.011601794904,32768.669675951576,32783.95461415435
0.196,32788.03059767509,32768.669675951576,32783.95461415435
0.197,32788.03059767509,32768.669675951576,32784.97361003453
0.198,32787.011601794904,32769.68867183176,32784.97361003453
0.199,32788.03059767509,32767.65068007139,32781.91662239398
0.2,32785.99260591472,32767.65068007139,32784.97361003453
0.201,32788.03059767509,32769.68867183176,32780.8976265138
0.202,32788.03059767509,32768.669675951576,32779.87863063361
0.203,32789.049593555275,32767.65068007139,32781.91662239398
0.204,32789.049593555275,32766.631684191205,32780.8976265138
0.205,32788.03059767509,32769.68867183176,32783.95461415435
0.206,32789.049593555275,32768.669675951576,32781.91662239398
0.207,32789.049593555275,32768.669675951576,32782.93561827417
0.208,32790.06858943546,32769.68867183176,32777.84063887324
0.209,32790.06858943546,32769.68867183176,32781.91662239398
0.21,32789.049593555275,32770.70766771195,32779.87863063361
0.211,32788.03059767509,32768.669675951576,32783.95461415435
0.212,32788.03059767509,32768.669675951576,32781.91662239398
0.213,32789.049593555275,32769.68867183176,32783.95461415435
0.214,32788.03059767509,32767.65068007139,32778.859634753426
0.215,32789.049593555275,32766.631684191205,32777.84063887324
0.216,32789.049593555275,32768.669675951576,32781.91662239398
0.217,32789.049593555275,32767.65068007139,32782.93561827417
0.218,32785.99260591472,32766.631684191205,32781.91662239398
0.219,32788.03059767509,32768.669675951576,32782.93561827417
0.22,32789.049593555275,32767.65068007139,32782.93561827417
0.221,32788.03059767509,32765.61268831102,32785.99260591472
0.222,32790.06858943546,32766.631684191205,32782.93561827417
0.223,32789.049593555275,32766.631684191205,32780.8976265138
0.224,32788.03059767509,32769.68867183176,32783.95461415435
0.225,32787.011601794904,32768.669675951576,32782.93561827417
0.226,32787.011601794904,32770.70766771195,32785.99260591472
0.227,32788.03059767509,32768.669675951576,32784.97361003453
0.228,32789.049593555275,32769.68867183176,32779.87863063361
0.229,32789.049593555275,32770.70766771195,32782.93561827417
0.23,32789.049593555275,32769.68867183176,32782.93561827417
0.231,32789.049593555275,32769.68867183176,32780.8976265138
0.232,32789.049593555275,32768.669675951576,32779.87863063361
0.233,32790.06858943546,32769.68867183176,32780.8976265138
0.234,32789.049593555275,32769.68867183176,32781.91662239398
0.235,32788.03059767509,32770.70766771195,32782.93561827417
0.236,32789.049593555275,32768.669675951576,32782.93561827417
0.237,32787.011601794904,32768.669675951576,32781.91662239398
0.238,32789.049593555275,32768.669675951576,32782.93561827417
0.239,32788.03059767509,32767.65068007139,32781.91662239398
0.24,32788.03059767509,32765.61268831102,32783.95461415435
0.241,32789.049593555275,32767.65068007139,32780.8976265138
0.242,32788.03059767509,32767.65068007139,32780.8976265138
0.243,32789.049593555275,32765.61268831102,32782.93561827417
0.244,32789.049593555275,32766.631684191205,32781.91662239398
0.245,32790.06858943546,32768.669675951576,32783.95461415435
0.246,32787.011601794904,32770.70766771195,32781.91662239398
0.247,32788.03059767509,32768.669675951576,32784.97361003453
0.248,32789.049593555275,32765.61268831102,32783.95461415435
0.249,32787.011601794904,32767.65068007139,32784.97361003453
0.25,32789.049593555275,32769.68867183176,32781.91662239398
0.251,32788.03059767509,32768.669675951576,32784.97361003453
0.252,32789.049593555275,32767.65068007139,32784.97361003453
0.253,32788.03059767509,32766.631684191205,32784.97361003453
0.254,32789.049593555275,32766.631684191205,32780.8976265138
0.255,32788.03059767509,32768.669675951576,32783.95461415435
0.256,32788.03059767509,32767.65068007139,32779.87863063361
