time,CH0_raw
1.117,32768.669675951576
1.118,32771.72666359213
1.119,32780.8976265138
1.12,32791.08758531565
1.121,32790.06858943546
1.122,32778.859634753426
1.123,32768.669675951576
1.124,32770.70766771195
1.125,32780.8976265138
1.126,32788.03059767509
1.127,32791.08758531565
1.128,32784.97361003453
1.129,32776.821642993054
1.13,32770.70766771195
1.131,32774.78365123268
1.132,32783.95461415435
1.133,32787.011601794904
1.134,32783.95461415435
1.135,32777.84063887324
1.136,32774.78365123268
1.137,32775.80264711287
1.138,32779.87863063361
1.139,32785.99260591472
1.14,32789.049593555275
1.141,32782.93561827417
1.142,32773.7646553525
1.143,32774.78365123268
1.144,32777.84063887324
1.145,32783.95461415435
1.146,32788.03059767509
1.147,32781.91662239398
1.148,32776.821642993054
1.149,32777.84063887324
1.15,32778.859634753426
1.151,32782.93561827417
1.152,32785.99260591472
1.153,32782.93561827417
1.154,32776.821642993054
1.155,32774.78365123268
1.156,32777.84063887324
1.157,32783.95461415435
1.158,32788.03059767509
1.159,32784.97361003453
1.16,32779.87863063361
1.161,32772.74565947231
1.162,32773.7646553525
