Time,L_Fx,L_Fy,L_Fz,L_Mx,L_My,L_Mz,R_Fx,R_Fy,R_Fz,R_Mx,R_My,R_Mz
0.0010,5.23,5.23,8.29,0.26,0.55,-0.50,1.17,1.79,3.89,0.16,-0.05,0.22
0.0020,4.77,5.23,6.42,0.22,0.33,-0.61,0.70,1.48,3.58,0.21,-0.02,0.18
0.0030,5.08,4.92,6.42,0.31,0.52,-0.52,1.01,1.32,2.65,0.21,0.02,0.25
0.0040,4.61,5.08,6.11,0.17,0.27,-0.75,0.70,1.48,3.58,0.21,-0.05,0.20
0.0050,4.77,4.92,7.05,0.26,0.42,-0.54,1.01,1.48,3.58,0.21,-0.05,0.18
0.0060,4.77,4.92,6.42,0.12,0.42,-0.71,1.17,1.48,2.65,0.21,0.02,0.13
0.0070,4.46,5.08,6.73,0.26,0.39,-0.57,0.86,1.32,2.96,0.16,0.02,0.20
0.0080,4.77,4.77,5.80,0.08,0.21,-0.87,0.55,1.32,2.65,0.21,0.02,0.18
0.0090,4.61,5.39,7.67,0.40,0.55,-0.47,0.70,2.10,3.27,0.21,-0.05,0.20
0.0100,5.39,5.08,6.73,0.26,0.42,-0.59,1.01,1.48,2.34,0.12,0.02,0.22
0.0110,5.08,4.77,6.73,0.03,0.11,-0.78,1.01,1.32,2.65,0.26,-0.05,0.15
0.0120,5.08,4.92,7.98,0.45,0.55,-0.47,0.70,1.79,2.96,0.26,-0.08,0.20
0.0130,4.61,4.61,6.11,0.26,0.39,-0.66,0.86,1.64,1.72,0.07,0.08,0.15
0.0140,4.92,4.14,6.11,0.22,0.24,-0.71,1.01,1.48,2.65,0.21,-0.02,0.20
0.0150,4.77,4.77,7.05,0.17,0.36,-0.64,1.01,1.48,2.65,0.21,-0.02,0.20
0.0160,4.92,5.08,6.11,0.12,0.11,-0.78,0.70,1.48,2.34,0.21,-0.08,0.22
0.0170,4.61,5.08,7.05,0.22,0.39,-0.68,0.86,1.32,2.96,0.21,-0.14,0.25
0.0180,4.77,5.08,7.36,0.22,0.39,-0.57,1.01,1.64,2.34,0.16,0.02,0.15
0.0190,4.92,4.92,7.05,0.31,0.27,-0.61,0.55,1.48,2.65,0.21,0.08,0.18
0.0200,5.23,4.92,6.73,0.31,0.58,-0.57,0.86,1.64,3.27,0.26,-0.08,0.15
0.0210,4.61,4.92,6.42,0.12,0.39,-0.61,0.86,1.64,3.27,0.21,-0.05,0.20
0.0220,4.92,4.92,6.11,0.03,0.30,-0.75,0.39,1.48,2.03,0.16,-0.05,0.20
0.0230,4.92,4.46,7.36,0.54,0.42,-0.57,1.17,1.64,2.96,0.21,-0.02,0.13
0.0240,4.92,4.92,7.05,0.26,0.36,-0.71,0.86,1.64,2.96,0.35,-0.08,0.27
0.0250,4.77,5.08,5.49,0.12,0.18,-0.82,0.86,1.48,2.65,0.21,0.02,0.18
0.0260,5.23,4.77,5.80,0.12,0.24,-0.68,0.55,1.48,2.65,0.21,-0.08,0.18
0.0270,4.92,5.23,7.36,0.45,0.55,-0.54,0.39,1.64,2.65,0.16,-0.08,0.18
0.0280,5.08,5.23,7.67,0.40,0.42,-0.47,0.70,1.32,2.34,0.26,0.02,0.18
0.0290,5.39,4.92,6.11,0.17,0.24,-0.80,0.70,1.48,2.34,0.21,0.02,0.15
0.0300,5.08,4.92,7.05,0.17,0.39,-0.73,0.70,1.48,2.96,0.16,-0.05,0.18
0.0310,4.61,5.23,6.11,0.03,0.30,-0.75,1.17,1.79,2.65,0.12,-0.02,0.13
0.0320,4.61,5.08,6.73,0.31,0.33,-0.61,0.70,1.48,2.03,0.21,0.02,0.18
0.0330,5.08,5.23,6.73,0.36,0.36,-0.64,0.86,1.48,2.96,0.30,-0.02,0.15
0.0340,4.77,5.39,7.98,0.31,0.55,-0.40,0.86,1.64,2.65,0.26,0.02,0.20
0.0350,4.61,5.23,7.67,0.36,0.49,-0.43,0.55,1.17,2.65,0.21,0.02,0.20
0.0360,5.08,4.61,7.05,0.17,0.39,-0.54,0.70,1.48,2.65,0.12,0.05,0.22
0.0370,5.08,5.23,8.60,0.54,0.61,-0.52,0.55,1.48,2.03,0.21,-0.05,0.20
0.0380,5.39,5.39,7.98,0.45,0.58,-0.45,0.70,1.79,2.03,0.16,0.02,0.13
0.0390,5.23,4.92,5.18,0.03,0.21,-0.73,1.01,1.48,2.96,0.26,-0.08,0.15
0.0400,5.23,4.92,6.42,0.08,0.14,-0.66,0.86,1.32,2.96,0.30,-0.08,0.25
0.0410,5.39,4.92,6.11,0.22,0.18,-0.87,0.86,1.48,2.65,0.16,0.02,0.25
0.0420,4.77,4.77,6.73,0.17,0.36,-0.61,0.86,1.32,2.34,0.12,0.02,0.15
0.0430,4.30,5.23,6.42,0.26,0.49,-0.50,0.55,1.48,2.65,0.21,0.05,0.11
0.0440,4.92,4.61,6.11,0.08,0.02,-0.73,1.01,1.17,3.27,0.30,-0.02,0.20
0.0450,5.23,4.92,6.73,0.22,0.36,-0.64,0.86,1.48,2.65,0.21,-0.08,0.22
0.0460,4.92,4.61,7.67,0.17,0.36,-0.68,0.86,1.32,2.65,0.16,0.02,0.20
0.0470,4.77,5.23,7.36,0.36,0.30,-0.57,0.86,1.32,2.65,0.12,0.02,0.18
0.0480,5.86,5.23,7.98,0.36,0.58,-0.45,1.01,1.64,2.65,0.07,0.02,0.20
0.0490,4.77,4.77,6.42,0.12,0.11,-0.78,1.01,1.32,3.27,0.16,-0.05,0.20
0.0500,4.77,5.08,6.42,0.22,0.30,-0.68,1.01,1.48,2.65,0.26,-0.02,0.20
0.0510,5.39,5.08,7.36,0.17,0.39,-0.61,0.70,1.32,2.03,0.21,0.02,0.15
0.0520,5.08,5.23,7.67,0.36,0.49,-0.50,0.70,1.32,2.34,0.26,-0.02,0.22
0.0530,4.92,4.92,5.49,0.08,0.11,-0.78,1.01,1.48,2.96,0.21,-0.05,0.20
0.0540,4.77,5.23,6.42,0.12,0.30,-0.61,0.70,1.17,3.27,0.21,-0.05,0.20
0.0550,4.77,4.77,7.05,0.26,0.33,-0.57,1.01,1.32,2.65,0.26,0.02,0.13
0.0560,4.77,5.39,7.98,0.40,0.58,-0.47,0.86,1.32,2.34,0.21,-0.02,0.15
0.0570,5.08,4.92,6.11,0.22,0.24,-0.75,1.17,1.17,2.65,0.30,-0.02,0.22
0.0580,4.77,4.77,6.11,-0.02,0.30,-0.71,0.86,1.32,2.65,0.26,-0.05,0.22
0.0590,5.23,4.92,6.11,0.22,0.30,-0.71,0.70,1.48,3.58,0.21,-0.08,0.22
0.0600,5.39,4.92,6.73,0.31,0.33,-0.66,0.70,1.48,2.65,0.16,-0.05,0.20
0.0610,4.92,4.61,7.36,0.26,0.42,-0.68,0.55,1.48,2.96,0.21,-0.11,0.15
0.0620,5.39,4.92,6.11,0.17,0.21,-0.71,0.86,1.48,2.96,0.16,-0.02,0.20
0.0630,4.92,5.39,7.67,0.36,0.24,-0.66,1.32,1.48,2.65,0.16,-0.02,0.29
0.0640,5.23,4.92,8.29,0.45,0.52,-0.52,1.01,1.48,2.03,0.16,-0.05,0.25
0.0650,4.77,4.77,6.11,0.03,0.24,-0.78,0.86,1.48,2.65,0.21,0.02,0.15
0.0660,4.77,5.23,6.73,0.22,0.27,-0.64,0.86,1.32,2.65,0.21,0.05,0.13
0.0670,4.77,4.77,6.73,0.12,0.14,-0.85,0.55,1.17,2.65,0.26,-0.11,0.13
0.0680,4.46,4.77,5.80,0.17,0.27,-0.75,0.70,1.48,2.03,0.16,-0.08,0.22
0.0690,4.92,5.08,6.11,0.26,0.39,-0.73,0.86,1.48,2.34,0.26,-0.05,0.18
0.0700,4.77,5.23,8.29,0.17,0.49,-0.43,0.70,1.48,2.34,0.16,0.02,0.18
0.0710,5.23,4.46,6.11,0.12,0.08,-0.78,0.70,1.48,3.27,0.16,0.02,0.20
0.0720,4.77,5.08,6.73,0.17,0.30,-0.75,0.70,1.48,2.96,0.26,0.08,0.15
0.0730,4.46,5.39,8.29,0.36,0.58,-0.47,0.70,1.64,2.03,0.21,-0.02,0.04
0.0740,4.77,4.61,7.67,0.45,0.42,-0.64,0.70,1.48,2.34,0.26,-0.08,0.20
0.0750,5.08,4.77,5.49,0.08,0.11,-0.78,0.86,1.48,2.65,0.21,-0.05,0.18
0.0760,5.08,4.77,5.80,0.12,0.05,-0.75,0.70,1.32,2.65,0.12,-0.08,0.20
0.0770,4.77,5.23,7.36,0.26,0.27,-0.64,0.70,1.48,2.34,0.21,0.02,0.20
0.0780,4.92,4.92,7.05,0.40,0.30,-0.66,0.70,1.48,2.34,0.21,-0.02,0.18
0.0790,4.61,5.08,7.36,0.22,0.36,-0.57,0.70,1.79,1.72,0.21,-0.05,0.18
0.0800,4.77,4.61,6.73,0.36,0.42,-0.61,0.86,1.79,2.96,0.21,-0.11,0.18
0.0810,4.92,4.77,6.11,0.08,0.11,-0.78,0.86,1.48,3.27,0.21,-0.05,0.22
0.0820,5.23,4.92,6.73,0.17,0.33,-0.66,0.86,1.32,3.27,0.12,0.02,0.18
0.0830,4.61,5.23,6.11,0.08,0.39,-0.54,0.70,1.48,2.65,0.16,-0.08,0.20
0.0840,5.54,5.39,7.67,0.31,0.55,-0.45,0.70,1.48,2.96,0.21,-0.08,0.18
0.0850,4.77,4.92,6.73,0.22,0.21,-0.68,0.55,1.32,2.65,0.16,-0.08,0.20
0.0860,4.77,4.92,7.05,0.31,0.33,-0.68,0.70,1.79,2.65,0.26,-0.08,0.20
0.0870,4.77,5.23,7.67,0.22,0.42,-0.52,1.17,1.79,2.65,0.30,-0.08,0.13
0.0880,4.92,4.92,8.29,0.36,0.61,-0.57,1.01,1.64,2.65,0.21,-0.08,0.20
0.0890,4.92,5.08,6.73,0.26,0.21,-0.75,1.01,1.79,2.34,0.21,0.02,0.20
0.0900,4.77,4.92,7.05,0.17,0.39,-0.61,1.01,1.64,2.65,0.21,-0.05,0.13
0.0910,5.23,5.23,8.29,0.40,0.46,-0.52,1.01,1.79,3.58,0.21,-0.05,0.08
0.0920,5.08,5.23,8.60,0.26,0.58,-0.45,0.70,1.32,2.34,0.26,0.02,0.13
0.0930,4.77,5.08,7.05,0.17,0.39,-0.68,0.39,1.48,2.03,0.30,-0.02,0.20
0.0940,5.08,4.77,6.73,0.22,0.39,-0.61,0.24,1.64,2.96,0.07,-0.02,0.22
0.0950,4.92,5.23,7.36,0.26,0.30,-0.71,0.55,1.32,2.96,0.12,-0.02,0.25
0.0960,4.77,5.23,7.36,0.22,0.36,-0.66,0.86,1.48,2.65,0.21,-0.05,0.15
0.0970,5.08,4.77,6.42,0.26,0.21,-0.68,0.70,1.17,2.96,0.21,-0.05,0.20
0.0980,4.77,4.92,7.05,0.26,0.42,-0.66,0.39,1.48,2.65,0.30,-0.11,0.18
0.0990,4.77,4.92,6.42,0.17,0.42,-0.71,0.70,1.48,3.27,0.35,-0.11,0.20
