Messart,Versuchsnummer,Dauer,Sampling-Frequenz,Trigger-Art,Auto-Zero vor Messung,Movement Time Links(s),Movement Time Rechts(s)
Athlet_1,2,4.0,1000,Akustischer Reiz,Ja,1.301,1.281
Time,L_Fx,L_Fy,L_Fz,L_Mx,L_My,L_Mz,R_Fx,R_Fy,R_Fz,R_Mx,R_My,R_Mz
0.0520,0.05,-0.27,0.02,-0.01,-0.10,0.07,0.01,-0.40,-0.16,0.01,0.02,-0.00
0.0530,0.09,-0.24,0.14,0.03,-0.11,0.05,-0.02,-0.44,-0.17,0.03,0.01,0.00
0.0540,0.12,-0.19,0.26,0.07,-0.11,0.02,-0.03,-0.45,-0.15,0.04,0.01,0.01
0.0550,0.13,-0.14,0.36,0.09,-0.11,-0.02,-0.04,-0.43,-0.13,0.04,-0.00,0.01
0.0560,0.13,-0.09,0.42,0.10,-0.10,-0.06,-0.03,-0.38,-0.11,0.04,-0.01,0.01
0.0570,0.11,-0.03,0.41,0.09,-0.09,-0.09,-0.00,-0.31,-0.12,0.04,-0.02,0.02
0.0580,0.09,0.00,0.34,0.07,-0.07,-0.09,0.04,-0.24,-0.17,0.03,-0.02,0.02
0.0590,0.07,0.02,0.22,0.03,-0.04,-0.08,0.08,-0.17,-0.23,0.03,-0.01,0.03
0.0600,0.05,0.02,0.07,-0.01,-0.01,-0.05,0.12,-0.11,-0.30,0.02,-0.01,0.03
0.0610,0.04,-0.02,-0.07,-0.06,0.01,-0.02,0.17,-0.08,-0.36,0.02,0.00,0.04
0.0620,0.03,-0.06,-0.19,-0.10,0.03,0.02,0.20,-0.06,-0.37,0.02,0.01,0.04
0.0630,0.03,-0.11,-0.27,-0.14,0.03,0.05,0.22,-0.06,-0.36,0.03,0.01,0.04
0.0640,0.03,-0.14,-0.30,-0.16,0.03,0.07,0.21,-0.07,-0.30,0.03,0.01,0.02
0.0650,0.03,-0.14,-0.29,-0.17,0.02,0.08,0.19,-0.10,-0.23,0.03,0.00,0.00
0.0660,0.04,-0.12,-0.26,-0.15,0.01,0.08,0.14,-0.12,-0.15,0.03,-0.01,-0.02
0.0670,0.06,-0.07,-0.23,-0.12,-0.00,0.08,0.08,-0.14,-0.08,0.04,-0.02,-0.05
0.0680,0.07,-0.01,-0.21,-0.08,-0.02,0.07,0.03,-0.14,-0.02,0.04,-0.03,-0.08
0.0690,0.08,0.04,-0.20,-0.04,-0.03,0.06,-0.00,-0.15,0.01,0.05,-0.04,-0.10
0.0700,0.09,0.07,-0.19,-0.00,-0.06,0.05,-0.01,-0.15,0.02,0.06,-0.04,-0.12
0.0710,0.09,0.07,-0.17,0.02,-0.10,0.03,0.01,-0.15,0.02,0.07,-0.03,-0.13
0.0720,0.09,0.03,-0.14,0.03,-0.14,0.02,0.04,-0.17,0.01,0.08,-0.03,-0.13
0.0730,0.07,-0.02,-0.11,0.03,-0.18,0.00,0.09,-0.18,-0.01,0.09,-0.03,-0.11
0.0740,0.04,-0.09,-0.07,0.03,-0.22,-0.01,0.12,-0.20,-0.03,0.09,-0.03,-0.09
0.0750,0.01,-0.15,-0.04,0.03,-0.23,-0.01,0.14,-0.21,-0.03,0.09,-0.03,-0.07
0.0760,-0.04,-0.19,-0.01,0.04,-0.23,-0.01,0.13,-0.21,-0.01,0.08,-0.03,-0.05
0.0770,-0.07,-0.20,0.01,0.06,-0.22,-0.00,0.11,-0.19,0.04,0.07,-0.03,-0.03
0.0780,-0.10,-0.20,0.03,0.08,-0.19,0.00,0.08,-0.17,0.10,0.06,-0.02,-0.02
0.0790,-0.12,-0.17,0.04,0.08,-0.16,0.01,0.05,-0.13,0.18,0.05,-0.01,-0.02
0.0800,-0.11,-0.13,0.06,0.07,-0.13,0.00,0.02,-0.10,0.24,0.05,0.00,-0.03
0.0810,-0.09,-0.09,0.09,0.05,-0.12,-0.01,0.00,-0.08,0.27,0.05,0.01,-0.04
0.0820,-0.05,-0.05,0.12,0.02,-0.12,-0.02,-0.00,-0.07,0.25,0.05,0.03,-0.05
0.0830,-0.01,-0.03,0.14,-0.01,-0.14,-0.03,0.01,-0.07,0.19,0.06,0.03,-0.05
0.0840,0.04,-0.03,0.15,-0.03,-0.16,-0.05,0.03,-0.08,0.09,0.07,0.03,-0.04
0.0850,0.08,-0.05,0.11,-0.04,-0.19,-0.06,0.05,-0.11,-0.02,0.09,0.03,-0.03
0.0860,0.11,-0.10,0.03,-0.04,-0.23,-0.08,0.08,-0.13,-0.13,0.10,0.02,-0.01
0.0870,0.12,-0.17,-0.09,-0.04,-0.27,-0.08,0.10,-0.16,-0.20,0.11,0.01,0.01
0.0880,0.12,-0.24,-0.25,-0.03,-0.30,-0.09,0.11,-0.18,-0.25,0.12,0.00,0.02
0.0890,0.10,-0.30,-0.38,-0.03,-0.31,-0.09,0.12,-0.20,-0.27,0.13,-0.01,0.02
0.0900,0.06,-0.33,-0.47,-0.03,-0.30,-0.07,0.12,-0.22,-0.27,0.13,-0.01,0.02
0.0910,0.02,-0.34,-0.46,-0.02,-0.25,-0.06,0.12,-0.24,-0.29,0.13,-0.02,0.01
0.0920,-0.01,-0.31,-0.32,0.01,-0.17,-0.03,0.14,-0.26,-0.31,0.12,-0.02,-0.00
0.0930,-0.02,-0.27,-0.07,0.05,-0.08,-0.01,0.17,-0.28,-0.35,0.11,-0.02,-0.02
0.0940,-0.02,-0.21,0.26,0.12,0.02,-0.00,0.20,-0.31,-0.37,0.10,-0.02,-0.03
0.0950,0.02,-0.15,0.62,0.21,0.11,-0.01,0.22,-0.32,-0.38,0.09,-0.01,-0.04
0.0960,0.06,-0.10,0.94,0.30,0.17,-0.02,0.22,-0.33,-0.33,0.08,0.00,-0.04
0.0970,0.11,-0.07,1.15,0.37,0.21,-0.05,0.20,-0.33,-0.24,0.07,0.02,-0.03
0.0980,0.15,-0.05,1.22,0.42,0.21,-0.07,0.16,-0.32,-0.11,0.06,0.04,-0.02
0.0990,0.17,-0.03,1.15,0.43,0.20,-0.08,0.09,-0.31,0.05,0.05,0.06,0.00
0.1000,0.17,-0.03,0.97,0.41,0.18,-0.07,0.02,-0.29,0.20,0.04,0.07,0.02
0.1010,0.14,-0.04,0.72,0.36,0.15,-0.04,-0.05,-0.27,0.32,0.04,0.08,0.03
0.1020,0.11,-0.04,0.47,0.28,0.13,0.00,-0.08,-0.24,0.38,0.03,0.08,0.04
0.1030,0.08,-0.06,0.25,0.19,0.11,0.05,-0.09,-0.22,0.38,0.04,0.07,0.03
0.1040,0.07,-0.08,0.08,0.10,0.09,0.09,-0.08,-0.20,0.31,0.04,0.06,0.01
0.1050,0.07,-0.10,-0.04,0.03,0.08,0.12,-0.07,-0.19,0.21,0.06,0.05,-0.01
0.1060,0.08,-0.12,-0.10,-0.02,0.06,0.11,-0.06,-0.19,0.08,0.07,0.05,-0.02
0.1070,0.09,-0.14,-0.11,-0.04,0.04,0.08,-0.07,-0.20,-0.04,0.08,0.04,-0.04
0.1080,0.08,-0.15,-0.08,-0.03,0.04,0.04,-0.12,-0.23,-0.13,0.09,0.04,-0.04
0.1090,0.06,-0.16,-0.02,0.01,0.03,-0.00,-0.19,-0.26,-0.18,0.10,0.03,-0.03
0.1100,0.02,-0.16,0.04,0.06,0.04,-0.04,-0.28,-0.30,-0.19,0.09,0.03,-0.01
0.1110,-0.03,-0.16,0.11,0.12,0.04,-0.05,-0.36,-0.35,-0.16,0.08,0.02,0.00
0.1120,-0.08,-0.17,0.14,0.18,0.05,-0.05,-0.41,-0.37,-0.10,0.07,0.01,0.02
0.1130,-0.11,-0.17,0.15,0.22,0.06,-0.04,-0.42,-0.39,-0.04,0.06,-0.00,0.03
0.1140,-0.11,-0.17,0.11,0.25,0.06,-0.03,-0.38,-0.37,0.03,0.06,-0.01,0.03
0.1150,-0.07,-0.17,0.05,0.25,0.06,-0.02,-0.30,-0.34,0.08,0.06,-0.01,0.02
0.1160,-0.01,-0.16,-0.03,0.23,0.06,-0.02,-0.18,-0.29,0.11,0.07,-0.01,0.01
0.1170,0.07,-0.16,-0.11,0.20,0.05,-0.03,-0.06,-0.24,0.12,0.08,0.00,-0.00
0.1180,0.16,-0.15,-0.16,0.17,0.05,-0.04,0.05,-0.20,0.11,0.09,0.02,-0.01
