Time,L_Fx,L_Fy,L_Fz,L_Mx,L_My,L_Mz,R_Fx,R_Fy,R_Fz,R_Mx,R_My,R_Mz
0.0010,2.43,1.66,3.63,0.08,0.05,0.09,0.24,0.39,3.89,0.40,0.05,0.22
0.0020,2.43,1.50,3.94,0.26,0.18,0.20,0.24,0.39,2.34,0.30,-0.02,0.32
0.0030,2.43,1.66,5.49,0.31,0.52,0.37,0.08,0.24,2.65,0.40,0.02,0.22
0.0040,2.59,1.81,7.36,0.45,0.55,0.37,-0.08,0.70,2.65,0.35,-0.02,0.27
0.0050,2.59,1.97,6.73,0.45,0.42,0.34,0.55,0.55,2.34,0.30,-0.02,0.27
0.0060,1.97,1.50,5.49,0.22,0.27,0.11,0.08,0.55,2.65,0.35,-0.02,0.29
0.0070,2.12,1.35,5.80,0.26,0.24,0.13,-0.23,0.55,2.65,0.21,0.02,0.22
0.0080,2.43,1.66,5.18,0.17,0.30,0.25,-0.54,0.55,2.96,0.26,0.02,0.27
0.0090,2.28,1.66,5.49,0.22,0.33,0.25,0.24,0.24,2.65,0.30,0.02,0.18
0.0100,1.97,1.50,5.49,0.08,0.14,0.02,-0.39,0.70,2.96,0.30,0.05,0.22
0.0110,1.66,1.81,4.87,0.26,0.39,0.25,-0.39,0.55,2.96,0.35,0.05,0.22
0.0120,2.59,2.12,7.05,0.45,0.55,0.39,-0.08,0.55,2.65,0.30,-0.02,0.25
0.0130,2.12,1.66,4.87,0.26,0.36,0.11,-0.23,0.24,2.96,0.35,-0.02,0.34
0.0140,2.43,1.66,5.18,0.31,0.36,0.11,-0.08,0.39,2.96,0.35,0.02,0.18
0.0150,2.28,1.81,6.42,0.36,0.52,0.37,-0.39,0.86,2.34,0.35,0.05,0.27
0.0160,2.28,1.50,4.87,0.12,0.08,0.13,-0.70,0.86,2.34,0.30,0.05,0.22
0.0170,1.81,1.19,5.80,0.26,0.24,-0.01,0.08,1.01,2.65,0.35,0.02,0.25
0.0180,2.12,1.50,5.80,0.08,0.18,0.16,-0.08,0.70,2.96,0.35,0.02,0.20
0.0190,1.97,1.66,5.49,0.17,0.18,0.13,0.24,0.39,2.96,0.44,0.05,0.25
0.0200,2.28,1.66,6.11,0.40,0.55,0.30,0.08,0.24,2.65,0.44,0.08,0.20
0.0210,1.97,1.66,5.18,0.22,0.30,0.11,0.08,0.39,2.65,0.30,0.05,0.20
0.0220,2.12,1.50,5.18,0.22,0.33,0.06,-0.08,0.70,2.34,0.35,-0.05,0.25
0.0230,1.81,1.50,5.18,0.31,0.30,0.20,0.08,0.39,2.65,0.44,0.05,0.20
0.0240,2.28,1.81,6.42,0.45,0.52,0.37,0.24,0.39,2.34,0.40,-0.02,0.20
0.0250,2.59,1.35,4.25,0.17,0.05,0.11,-0.39,0.55,2.34,0.26,-0.05,0.25
0.0260,2.43,1.50,7.05,0.40,0.49,0.37,0.39,0.39,2.65,0.30,0.11,0.22
0.0270,2.28,1.81,7.05,0.36,0.52,0.27,0.08,0.55,3.27,0.30,0.02,0.22
0.0280,1.97,1.66,4.87,0.17,0.11,0.09,-0.08,0.55,2.65,0.26,-0.02,0.22
0.0290,1.81,1.97,4.87,0.26,0.30,0.20,-0.23,0.55,2.03,0.35,0.02,0.27
0.0300,2.28,1.35,4.87,0.31,0.21,0.02,-0.23,0.39,2.96,0.26,-0.02,0.29
0.0310,2.28,1.81,5.49,0.12,0.27,0.13,-0.39,0.24,2.96,0.49,-0.02,0.27
0.0320,1.97,1.81,5.80,0.31,0.42,0.23,0.39,0.39,2.65,0.44,0.05,0.22
0.0330,2.28,1.81,5.49,0.17,0.33,0.20,0.24,0.55,2.65,0.30,0.05,0.22
0.0340,2.28,1.66,6.73,0.54,0.42,0.30,-0.23,0.70,2.65,0.40,-0.02,0.25
0.0350,1.97,1.50,5.49,0.22,0.18,0.02,0.08,0.24,2.96,0.44,0.05,0.29
0.0360,2.12,1.50,5.49,0.17,0.18,0.11,0.39,0.39,2.65,0.49,0.05,0.11
0.0370,2.12,1.97,6.73,0.45,0.52,0.34,0.08,0.55,2.96,0.30,0.02,0.29
0.0380,2.12,1.35,5.49,0.17,0.18,0.04,0.08,0.70,2.65,0.30,0.02,0.22
0.0390,1.97,1.81,5.18,0.22,0.30,0.11,0.24,0.39,2.65,0.35,-0.02,0.22
0.0400,1.97,1.97,5.49,0.22,0.33,0.23,0.08,0.55,2.96,0.54,-0.02,0.20
0.0410,1.97,2.28,5.80,0.31,0.39,0.32,0.08,0.39,3.27,0.35,-0.02,0.18
0.0420,2.28,1.66,4.87,0.12,0.14,0.06,0.08,0.39,2.96,0.30,0.05,0.22
0.0430,2.12,1.35,4.56,0.17,0.11,0.11,0.08,0.55,2.65,0.30,0.08,0.25
0.0440,1.81,1.81,4.87,0.31,0.36,0.18,-0.23,0.55,2.96,0.35,0.05,0.27
0.0450,1.97,1.50,5.49,0.17,0.21,0.04,0.08,0.70,2.03,0.35,-0.08,0.25
0.0460,1.97,1.81,5.80,0.26,0.33,0.16,-0.08,0.39,1.72,0.35,-0.02,0.29
0.0470,2.43,1.35,5.80,0.12,0.08,0.04,0.08,0.39,1.72,0.30,-0.02,0.25
0.0480,2.28,1.66,5.80,0.26,0.27,0.23,0.08,0.24,2.34,0.30,-0.02,0.25
0.0490,2.43,1.81,6.42,0.40,0.61,0.34,-0.23,0.24,2.65,0.30,-0.02,0.29
0.0500,2.12,1.50,5.49,0.08,0.18,0.11,-0.08,0.55,3.27,0.40,-0.05,0.18
0.0510,2.28,1.81,4.87,0.31,0.36,0.23,0.24,0.55,2.96,0.40,0.02,0.18
