Time,L_Fx,L_Fy,L_Fz,L_Mx,L_My,L_Mz,R_Fx,R_Fy,R_Fz,R_Mx,R_My,R_Mz
0.0010,-17.10,-60.47,-166.49,-34.98,9.04,7.46,53.75,40.57,121.56,8.19,19.02,1.16
0.0020,-32.03,-34.81,-87.51,-17.77,1.08,4.03,24.96,31.85,86.08,10.62,5.42,4.39
0.0030,-14.15,-15.69,-37.44,-7.37,-1.28,0.58,30.56,29.05,59.32,9.26,1.72,2.54
0.0040,-7.46,-3.72,-1.06,0.19,-1.07,-0.42,11.11,15.36,32.86,6.65,0.88,2.22
0.0050,22.70,20.07,36.26,5.93,-2.68,-3.13,-1.81,0.42,-3.24,1.93,-1.46,0.46
0.0060,-13.06,4.06,30.66,7.61,-0.13,-0.40,-6.16,-5.96,-23.47,-1.71,-2.67,-0.28
0.0070,-13.84,-0.45,28.17,8.21,0.58,0.67,-25.61,-21.83,-52.10,-5.77,-3.67,-0.66
0.0080,18.35,19.45,45.28,9.75,-1.50,-1.77,-31.68,-30.70,-72.95,-8.90,-5.10,-1.89
0.0090,57.06,49.30,85.08,14.42,-3.27,-5.46,-22.19,-27.90,-74.82,-10.30,-7.28,-4.18
0.0100,-0.47,22.25,67.05,14.00,-0.76,-1.56,-32.93,-30.86,-73.26,-9.97,-6.87,-3.76
0.0110,-6.22,9.81,47.45,12.13,-0.44,-0.47,-26.39,-28.06,-71.39,-10.11,-7.56,-4.53
0.0120,18.66,23.18,58.65,12.88,-1.72,-1.94,-31.37,-26.97,-57.08,-7.82,-5.81,-2.80
0.0130,29.23,34.38,76.06,14.37,-2.50,-3.15,-30.90,-24.94,-45.87,-5.63,-3.29,-0.75
0.0140,-10.26,12.14,56.16,13.21,0.36,0.25,-14.57,-12.65,-19.42,-2.04,-1.55,0.37
0.0150,24.57,28.00,69.84,13.91,-1.60,-1.84,-11.61,-6.43,-2.30,0.67,0.26,1.70
0.0160,22.86,32.36,81.97,15.49,-1.41,-1.89,21.23,18.63,37.84,6.32,2.50,2.71
0.0170,13.84,28.31,86.02,16.47,0.27,-0.33,9.71,19.72,57.45,9.50,5.79,6.00
0.0180,-2.33,17.12,74.82,16.28,2.70,2.40,9.55,17.69,52.47,10.15,7.85,7.91
0.0190,18.35,26.91,84.46,16.89,2.88,2.33,45.19,41.81,90.13,14.21,9.41,8.70
0.0200,8.24,22.72,80.42,16.47,3.88,3.38,56.55,54.57,108.18,16.73,11.05,9.68
0.0210,36.69,40.75,104.36,19.27,3.60,2.49,40.83,48.35,102.27,16.64,12.74,11.69
0.0220,46.65,52.57,126.44,21.97,3.78,2.07,58.88,54.42,104.76,16.54,11.24,10.08
0.0230,30.63,44.48,118.98,21.83,4.38,2.75,47.99,48.35,89.20,14.58,10.43,9.47
0.0240,24.57,38.89,111.51,21.23,5.15,3.68,35.70,37.46,67.10,11.69,9.50,9.15
0.0250,18.81,34.07,103.74,20.67,6.33,5.04,45.81,38.86,55.89,9.26,5.98,5.72
0.0260,29.23,38.58,103.12,20.06,5.62,4.41,20.14,22.36,30.06,6.09,5.58,6.04
0.0270,31.87,42.15,104.67,19.74,5.62,4.27,8.31,8.98,4.23,2.31,3.46,4.62
0.0280,71.52,67.81,135.15,22.35,3.13,0.98,0.06,-0.05,-13.82,-0.54,1.81,3.38
0.0290,28.45,47.13,116.49,21.42,4.41,2.61,9.87,3.84,-16.31,-1.62,-0.49,1.02
0.0300,69.97,68.12,138.26,23.47,1.86,-0.68,-3.52,-1.91,-18.18,-1.62,-0.40,1.30
0.0310,28.61,48.06,120.22,22.39,3.57,1.75,-12.08,-8.61,-23.47,-2.46,-0.24,1.72
0.0320,46.33,53.50,123.33,22.49,2.39,0.72,2.71,-0.67,-10.39,-0.91,-1.61,-0.19
0.0330,20.21,38.73,107.16,21.14,4.10,2.80,8.78,11.00,19.17,3.38,1.66,2.59
0.0340,36.69,44.95,108.72,20.62,2.98,1.77,29.63,27.65,50.29,7.63,2.68,2.96
0.0350,23.94,39.20,106.54,20.58,4.59,3.45,31.34,34.81,73.01,11.55,5.11,4.81
0.0360,44.00,49.62,117.73,21.56,3.44,1.89,50.48,51.62,110.36,16.73,8.00,6.79
0.0370,24.26,40.29,110.89,21.09,5.00,3.66,55.77,60.49,132.14,20.19,10.65,9.05
0.0380,58.93,60.66,137.95,23.93,3.69,1.84,43.94,55.04,130.28,21.26,13.79,12.46
0.0390,27.83,46.51,132.35,24.40,6.27,4.48,79.73,74.80,155.49,23.92,13.45,11.06
0.0400,50.07,57.08,140.44,24.87,5.56,3.71,68.69,73.71,155.49,24.43,15.63,13.37
0.0410,39.03,52.88,140.44,25.47,6.99,4.97,71.33,74.02,155.80,24.90,16.69,14.26
0.0420,25.97,43.71,130.80,25.01,9.04,7.25,92.49,84.92,159.84,24.62,14.63,12.16
0.0430,72.92,70.30,154.12,26.45,6.37,3.99,76.31,76.82,145.53,22.75,13.95,11.74
0.0440,86.76,87.55,184.90,30.09,5.53,2.24,69.31,68.73,129.03,20.14,12.61,10.76
0.0450,39.80,62.52,163.76,29.16,8.51,5.74,60.91,59.71,104.76,17.01,10.68,9.43
0.0460,46.65,59.26,150.39,27.25,8.29,5.99,53.90,50.68,83.90,13.46,8.07,7.30
0.0470,73.23,74.65,160.96,27.76,6.12,3.57,38.96,39.01,59.63,10.29,6.29,6.04
0.0480,35.30,54.90,141.37,26.13,7.95,5.78,22.16,24.85,36.29,6.74,4.83,5.30
0.0490,39.03,51.33,127.69,24.07,7.33,5.53,31.03,25.94,30.69,5.25,2.62,3.06
0.0500,26.43,42.15,113.38,22.30,7.67,6.13,26.05,25.16,32.86,5.43,1.94,2.57
0.0510,37.94,46.20,110.58,21.46,6.80,5.22,16.71,18.94,30.06,5.25,2.18,2.71
0.0520,42.45,50.70,114.31,21.28,5.53,3.82,46.28,38.23,58.38,8.61,1.25,1.23
0.0530,66.24,67.65,138.26,23.42,4.00,1.82,40.21,43.06,82.35,12.11,3.40,2.92
0.0540,32.65,51.48,128.93,23.33,5.99,4.06,24.18,35.59,84.22,13.93,6.70,6.25
0.0550,36.23,48.99,122.40,23.00,6.05,4.29,47.99,48.97,104.76,16.78,8.16,7.28
0.0560,29.08,43.40,116.80,22.21,6.58,5.06,41.45,49.44,115.34,18.97,10.37,9.03
0.0570,25.19,39.51,112.45,21.79,7.49,6.08,69.62,70.13,148.64,22.85,13.30,11.41
0.0580,68.73,66.10,144.48,24.68,5.25,3.10,86.89,85.85,175.71,26.72,14.60,11.93
0.0590,28.30,49.30,139.81,25.61,9.01,6.97,68.37,79.31,177.89,27.98,17.84,15.22
0.0600,43.23,52.73,138.26,25.01,8.11,6.25,113.50,103.28,200.30,30.50,16.28,12.86
0.0610,48.98,58.79,147.59,26.22,8.85,6.57,119.26,114.79,219.29,32.56,16.41,12.56
0.0620,40.58,53.97,141.68,25.75,9.41,7.37,93.74,99.39,203.10,31.48,17.28,13.82
0.0630,32.81,48.06,135.15,25.19,10.69,8.72,92.96,93.47,181.01,28.50,16.07,13.09
0.0640,48.67,55.68,139.19,25.47,9.82,7.74,56.55,67.33,138.99,23.22,15.60,14.07
0.0650,71.06,73.09,159.40,27.25,8.39,5.69,64.48,61.89,114.09,18.79,13.42,12.00
0.0660,61.42,71.69,161.89,27.90,8.73,5.90,56.08,53.17,88.26,14.86,10.65,9.73
0.0670,55.35,67.50,158.47,27.76,8.98,6.34,32.43,36.05,58.07,10.52,9.34,9.22
0.0680,51.00,62.68,147.28,26.03,8.39,6.11,27.14,26.10,39.71,7.39,7.04,7.47
0.0690,78.99,80.09,168.11,27.99,6.61,3.66,22.94,21.12,25.40,5.25,5.58,6.18
0.0700,58.00,70.92,158.78,27.53,6.86,4.13,21.69,20.96,25.40,4.69,4.49,5.16
0.0710,54.11,65.94,152.56,27.01,6.65,4.29,13.76,15.98,23.22,4.50,4.77,5.44
