Time,L_Fx,L_Fy,L_Fz,L_Mx,L_My,L_Mz,R_Fx,R_Fy,R_Fz,R_Mx,R_My,R_Mz
0.0010,-181.04,-233.44,-694.20,-76.66,-27.25,-15.91,0.55,-0.23,2.65,0.26,0.02,0.04
0.0020,-181.19,-204.67,-376.38,-90.84,-46.66,-23.49,0.55,-0.54,2.03,0.21,-0.05,-0.03
0.0030,-195.34,-197.83,-265.99,-88.18,-50.14,-26.36,0.70,-0.23,2.96,0.16,-0.02,0.01
0.0040,-156.47,-167.98,-191.98,-91.77,-53.96,-30.49,0.39,-0.70,1.40,0.07,-0.08,0.01
0.0050,-116.98,-131.28,-120.14,-95.69,-57.76,-35.18,0.55,0.55,2.96,0.16,-0.05,0.04
0.0060,-161.60,-146.83,-107.39,-89.95,-55.15,-32.66,0.55,0.39,3.27,0.02,-0.02,-0.01
0.0070,-165.02,-152.90,-113.92,-87.57,-53.34,-31.19,0.86,0.39,3.58,0.21,0.08,-0.01
0.0080,-148.39,-143.72,-103.66,-87.71,-53.22,-31.05,0.70,0.24,3.27,0.16,-0.02,-0.03
0.0090,-126.46,-127.40,-79.09,-89.16,-54.37,-32.17,0.24,-0.08,3.58,0.30,0.02,0.08
0.0100,-141.23,-131.13,-72.25,-85.94,-52.60,-30.82,0.39,-0.70,2.34,0.12,-0.08,0.01
0.0110,-141.23,-132.06,-72.87,-84.68,-51.54,-30.09,0.70,-1.17,1.72,0.02,-0.08,-0.06
0.0120,-160.05,-144.34,-86.87,-80.85,-48.93,-27.74,0.86,-0.23,2.96,0.16,-0.02,0.01
0.0130,-121.49,-124.29,-72.25,-85.00,-51.23,-29.72,0.39,0.08,2.65,0.21,-0.02,-0.01
0.0140,-100.65,-104.38,-34.62,-86.17,-52.66,-31.35,0.39,0.08,2.65,0.07,-0.05,0.01
0.0150,-151.81,-130.04,-53.59,-79.41,-48.46,-27.67,0.24,0.70,3.89,0.21,0.02,0.08
0.0160,-126.46,-121.80,-53.90,-80.85,-48.80,-27.81,0.24,0.24,2.65,0.07,-0.11,0.06
0.0170,-100.50,-102.83,-28.41,-83.28,-50.61,-29.53,0.70,0.39,2.96,0.07,-0.02,0.01
0.0180,-134.08,-117.60,-32.45,-77.87,-47.37,-26.78,1.01,-0.85,1.09,-0.02,-0.05,-0.08
0.0190,-132.37,-121.49,-44.58,-76.52,-45.97,-25.57,0.70,-0.08,3.89,0.21,-0.02,0.06
0.0200,-97.08,-100.19,-22.81,-79.64,-47.96,-27.44,0.70,0.24,2.34,0.02,-0.05,0.01
