time,CH0_hat1,CH1_hat1,CH2_hat1,CH0_hat2,CH1_hat2,CH2_hat2
0.5960,31751,31628,31649,33898,33767,33813
0.5970,31738,31621,31637,33868,33733,33753
0.5980,31720,31601,31604,33803,33677,33696
0.5990,31698,31586,31593,33743,33615,33630
0.6000,31703,31586,31593,33663,33530,33527
0.6010,31682,31570,31577,33581,33455,33449
0.6020,31661,31546,31564,33512,33393,33396
0.6030,31651,31533,31547,33456,33332,33334
0.6040,31645,31537,31561,33412,33298,33311
0.6050,31658,31539,31569,33399,33284,33302
0.6060,31662,31545,31578,33391,33287,33328
0.6070,31677,31557,31602,33434,33333,33392
0.6080,31705,31581,31619,33493,33386,33449
0.6090,31716,31593,31645,33555,33451,33527
0.6100,31735,31609,31646,33639,33536,33620
0.6110,31748,31628,31665,33717,33612,33694
0.6120,31753,31639,31675,33778,33667,33747
0.6130,31764,31646,31686,33841,33726,33809
0.6140,31769,31643,31675,33879,33758,33825
0.6150,31770,31647,31669,33906,33783,33835
0.6160,31764,31645,31662,33897,33772,33821
0.6170,31736,31620,31642,33865,33732,33753
0.6180,31723,31609,31614,33807,33681,33701
0.6190,31701,31587,31590,33749,33619,33628
0.6200,31681,31573,31582,33659,33530,33522
0.6210,31672,31557,31571,33587,33458,33455
0.6220,31658,31546,31555,33517,33394,33392
0.6230,31653,31541,31558,33459,33337,33337
0.6240,31665,31548,31568,33416,33300,33314
0.6250,31657,31545,31570,33404,33289,33314
0.6260,31672,31556,31593,33394,33290,33330
0.6270,31690,31571,31598,33433,33332,33393
0.6280,31708,31589,31631,33484,33380,33444
0.6290,31723,31604,31643,33551,33444,33518
0.6300,31740,31620,31662,33633,33530,33615
0.6310,31750,31630,31670,33712,33608,33694
0.6320,31761,31643,31687,33778,33667,33746
0.6330,31770,31646,31677,33844,33731,33805
0.6340,31770,31647,31681,33878,33759,33829
0.6350,31766,31644,31673,33898,33776,33831
0.6360,31758,31635,31660,33893,33768,33813
0.6370,31744,31624,31639,33856,33727,33749
0.6380,31727,31610,31619,33803,33677,33697
0.6390,31711,31593,31599,33747,33613,33620
0.6400,31692,31572,31587,33660,33528,33529
0.6410,31681,31564,31565,33575,33448,33445
0.6420,31655,31547,31567,33515,33392,33396
0.6430,31672,31553,31570,33452,33328,33334
0.6440,31652,31538,31557,33421,33301,33311
0.6450,31656,31540,31571,33395,33279,33304
0.6460,31671,31555,31586,33392,33285,33323
0.6470,31683,31563,31595,33432,33331,33388
0.6480,31695,31581,31623,33490,33380,33443
0.6490,31721,31602,31647,33550,33441,33513
0.6500,31733,31610,31652,33634,33530,33613
0.6510,31758,31635,31672,33710,33601,33688
0.6520,31756,31639,31679,33784,33669,33745
0.6530,31769,31645,31685,33827,33719,33796
0.6540,31776,31652,31683,33873,33755,33822
0.6550,31761,31642,31672,33891,33769,33827
0.6560,31752,31631,31647,33897,33770,33808
0.6570,31740,31622,31641,33854,33724,33745
0.6580,31723,31605,31611,33803,33674,33697
0.6590,31718,31600,31609,33744,33611,33623
0.6600,31684,31569,31579,33669,33533,33531
0.6610,31669,31557,31570,33581,33455,33451
0.6620,31664,31550,31565,33515,33393,33393
0.6630,31657,31543,31557,33442,33322,33324
0.6640,31653,31540,31560,33407,33293,33313
0.6650,31663,31543,31572,33396,33282,33301
0.6660,31672,31555,31583,33393,33286,33330
0.6670,31689,31566,31599,33439,33333,33384
0.6680,31697,31582,31620,33489,33385,33453
0.6690,31716,31597,31643,33552,33447,33518
0.6700,31736,31613,31650,33638,33532,33610
0.6710,31742,31629,31666,33708,33600,33685
0.6720,31754,31635,31673,33775,33663,33741
0.6730,31763,31648,31679,33834,33723,33808
0.6740,31764,31644,31675,33883,33762,33822
0.6750,31762,31641,31667,33898,33776,33836
0.6760,31753,31632,31644,33894,33769,33808
0.6770,31738,31623,31635,33853,33719,33745
0.6780,31733,31613,31622,33806,33675,33688
0.6790,31703,31588,31595,33747,33615,33622
0.6800,31692,31575,31584,33657,33527,33526
0.6810,31673,31559,31567,33579,33450,33449
0.6820,31660,31542,31554,33507,33387,33390
0.6830,31657,31542,31563,33450,33330,33329
0.6840,31652,31534,31548,33399,33287,33310
0.6850,31652,31538,31568,33396,33281,33299
0.6860,31682,31565,31595,33395,33286,33328
0.6870,31681,31568,31602,33443,33339,33391
0.6880,31701,31583,31615,33480,33378,33442
0.6890,31710,31593,31634,33548,33446,33519
0.6900,31728,31609,31649,33631,33531,33618
0.6910,31746,31625,31673,33710,33603,33693
0.6920,31766,31640,31674,33777,33662,33741
0.6930,31772,31650,31683,33837,33724,33802
0.6940,31783,31660,31686,33878,33756,33824
0.6950,31757,31642,31663,33904,33782,33836
0.6960,31745,31628,31643,33893,33766,33810
0.6970,31738,31619,31638,33851,33723,33748
0.6980,31718,31602,31615,33794,33669,33693
0.6990,31703,31588,31593,33741,33611,33623
0.7000,31684,31567,31574,33664,33529,33524
0.7010,31666,31551,31562,33579,33453,33449
0.7020,31660,31547,31568,33510,33390,33391
0.7030,31651,31534,31553,33458,33335,33338
0.7040,31648,31530,31558,33409,33297,33313
0.7050,31660,31543,31577,33387,33278,33303
0.7060,31665,31547,31576,33368,33261,33304
0.7070,31679,31563,31599,33439,33331,33387
0.7080,31702,31582,31625,33486,33381,33450
0.7090,31714,31592,31636,33551,33446,33520
0.7100,31728,31608,31643,33634,33532,33611
0.7110,31742,31626,31668,33702,33597,33690
0.7120,31756,31635,31679,33780,33666,33746
0.7130,31777,31649,31684,33839,33728,33804
0.7140,31766,31642,31670,33883,33762,33828
0.7150,31754,31635,31657,33899,33780,33833
0.7160,31745,31626,31643,33893,33768,33813
0.7170,31733,31617,31632,33856,33725,33753
0.7180,31721,31605,31613,33811,33683,33693
0.7190,31694,31584,31598,33735,33608,33619
0.7200,31684,31568,31575,33670,33533,33528
0.7210,31679,31560,31572,33583,33456,33452
0.7220,31657,31545,31549,33527,33401,33396
0.7230,31645,31537,31556,33448,33330,33339
0.7240,31653,31540,31559,33416,33300,33311
0.7250,31653,31539,31568,33391,33280,33302
0.7260,31665,31547,31583,33400,33291,33330
0.7270,31679,31559,31599,33433,33328,33387
0.7280,31692,31573,31615,33488,33383,33445
0.7290,31730,31605,31651,33552,33447,33521
0.7300,31730,31608,31658,33641,33535,33615
0.7310,31747,31627,31662,33711,33606,33689
0.7320,31758,31637,31672,33775,33662,33747
0.7330,31760,31641,31678,33830,33717,33796
0.7340,31763,31642,31676,33875,33755,33826
0.7350,31759,31638,31666,33896,33774,33834
0.7360,31753,31631,31651,33896,33767,33811
0.7370,31741,31625,31638,33854,33721,33746
0.7380,31717,31603,31613,33814,33685,33696
0.7390,31702,31585,31594,33735,33609,33621
0.7400,31691,31576,31586,33655,33524,33525
0.7410,31671,31554,31560,33575,33449,33449
0.7420,31655,31543,31558,33513,33389,33394
0.7430,31648,31535,31551,33450,33328,33330
0.7440,31655,31537,31565,33406,33294,33309
0.7450,31662,31542,31572,33393,33281,33303
0.7460,31668,31550,31590,33399,33292,33336
0.7470,31682,31564,31595,33436,33332,33391
0.7480,31702,31580,31625,33491,33384,33451
0.7490,31719,31597,31646,33560,33451,33518
0.7500,31738,31615,31655,33627,33528,33619
0.7510,31746,31621,31662,33712,33603,33690
0.7520,31753,31629,31669,33775,33663,33747
0.7530,31756,31638,31676,33844,33731,33807
0.7540,31763,31642,31675,33866,33751,33825
0.7550,31758,31636,31657,33901,33778,33833
0.7560,31760,31635,31657,33901,33773,33813
0.7570,31735,31616,31636,33868,33731,33749
0.7580,31722,31602,31607,33800,33676,33694
0.7590,31696,31582,31586,33741,33611,33620
0.7600,31681,31570,31580,33652,33524,33524
0.7610,31669,31555,31568,33580,33452,33446
0.7620,31657,31544,31561,33509,33387,33395
0.7630,31653,31535,31551,33457,33332,33332
0.7640,31662,31543,31564,33410,33295,33311
0.7650,31654,31541,31575,33402,33288,33316
0.7660,31670,31550,31588,33399,33292,33333
0.7670,31682,31563,31597,33437,33336,33390
0.7680,31693,31574,31615,33487,33384,33444
0.7690,31715,31597,31646,33552,33448,33518
0.7700,31735,31612,31656,33627,33528,33615
0.7710,31758,31632,31669,33712,33605,33693
0.7720,31759,31640,31675,33781,33665,33743
0.7730,31763,31640,31679,33847,33734,33810
0.7740,31775,31649,31677,33877,33759,33825
0.7750,31763,31639,31664,33895,33775,33830
0.7760,31752,31633,31655,33884,33760,33809
0.7770,31740,31619,31629,33860,33728,33743
0.7780,31718,31601,31616,33807,33680,33691
0.7790,31700,31586,31597,33746,33615,33624
0.7800,31688,31572,31576,33660,33527,33525
0.7810,31677,31560,31564,33574,33446,33446
0.7820,31660,31546,31563,33516,33393,33390
0.7830,31658,31540,31558,33445,33325,33328
0.7840,31651,31535,31553,33410,33294,33312
0.7850,31651,31541,31576,33396,33281,33302
0.7860,31672,31554,31581,33390,33283,33324
0.7870,31678,31562,31591,33426,33327,33387
0.7880,31696,31581,31625,33484,33380,33442
0.7890,31718,31598,31642,33543,33440,33511
0.7900,31737,31613,31655,33630,33526,33615
0.7910,31759,31630,31673,33715,33606,33691
0.7920,31760,31639,31675,33788,33672,33748
0.7930,31766,31644,31676,33832,33723,33806
0.7940,31764,31646,31672,33878,33758,33826
0.7950,31759,31641,31663,33891,33770,33827
0.7960,31752,31630,31649,33895,33767,33805
0.7970,31740,31622,31637,33857,33726,33745
0.7980,31733,31613,31620,33799,33674,33692
0.7990,31702,31588,31599,33743,33611,33615
0.8000,31681,31571,31585,33669,33533,33527
0.8010,31672,31554,31568,33575,33449,33450
0.8020,31661,31546,31557,33506,33388,33394
0.8030,31655,31539,31557,33444,33322,33323
0.8040,31649,31533,31558,33410,33293,33317
0.8050,31655,31538,31570,33398,33285,33306
0.8060,31666,31548,31580,33394,33286,33328
0.8070,31685,31567,31611,33438,33334,33388
0.8080,31702,31581,31620,33491,33390,33451
0.8090,31733,31609,31656,33546,33444,33522
0.8100,31745,31620,31657,33633,33527,33611
0.8110,31744,31622,31669,33708,33599,33692
0.8120,31755,31633,31670,33785,33667,33743
0.8130,31760,31641,31675,33838,33724,33803
0.8140,31763,31642,31680,33876,33755,33828
0.8150,31760,31637,31657,33897,33773,33833
0.8160,31748,31632,31653,33893,33767,33810
0.8170,31739,31618,31638,33854,33723,33754
0.8180,31727,31607,31614,33805,33676,33696
0.8190,31700,31586,31595,33753,33618,33618
0.8200,31686,31573,31584,33657,33528,33527
0.8210,31674,31556,31561,33582,33454,33451
0.8220,31669,31557,31567,33511,33391,33392
0.8230,31660,31545,31558,33453,33333,33329
0.8240,31648,31539,31562,33400,33285,33310
0.8250,31661,31541,31571,33398,33281,33303
0.8260,31682,31560,31596,33395,33284,33324
0.8270,31676,31560,31598,33444,33339,33394
0.8280,31698,31579,31626,33489,33384,33444
0.8290,31724,31597,31639,33543,33442,33521
0.8300,31736,31615,31651,33629,33528,33618
0.8310,31742,31623,31666,33719,33610,33691
0.8320,31762,31638,31681,33772,33661,33741
0.8330,31766,31641,31677,33839,33725,33806
0.8340,31775,31649,31678,33877,33759,33830
0.8350,31758,31641,31662,33909,33784,33839
0.8360,31745,31629,31649,33894,33769,33814
0.8370,31739,31621,31641,33859,33725,33751
0.8380,31724,31602,31613,33800,33670,33689
0.8390,31704,31589,31594,33746,33613,33616
0.8400,31688,31572,31581,33658,33525,33528
0.8410,31673,31557,31567,33581,33452,33447
0.8420,31658,31548,31562,33511,33390,33392
0.8430,31648,31536,31554,33454,33333,33339
0.8440,31648,31538,31560,33408,33295,33310
0.8450,31658,31541,31571,33389,33276,33304
0.8460,31667,31549,31586,33391,33283,33321
0.8470,31681,31562,31600,33433,33331,33393
0.8480,31702,31583,31629,33488,33383,33446
0.8490,31719,31595,31634,33554,33448,33513
0.8500,31729,31609,31654,33630,33531,33614
0.8510,31747,31623,31665,33705,33601,33688
0.8520,31756,31633,31673,33785,33672,33744
0.8530,31769,31646,31675,33830,33719,33805
0.8540,31759,31645,31675,33885,33761,33825
0.8550,31756,31640,31668,33901,33777,33828
0.8560,31754,31633,31649,33898,33769,33816
0.8570,31741,31624,31635,33846,33715,33745
0.8580,31723,31602,31618,33805,33676,33687
0.8590,31705,31588,31595,33730,33599,33615
0.8600,31684,31568,31578,33666,33530,33522
0.8610,31683,31564,31572,33580,33453,33454
0.8620,31660,31543,31558,33517,33395,33396
0.8630,31654,31538,31559,33450,33330,33333
0.8640,31654,31539,31555,33416,33296,33306
0.8650,31651,31539,31570,33385,33273,33303
0.8660,31664,31546,31580,33395,33285,33325
0.8670,31679,31561,31600,33432,33329,33384
0.8680,31699,31580,31619,33488,33383,33444
0.8690,31734,31610,31656,33549,33446,33522
0.8700,31738,31614,31654,33640,33535,33615
0.8710,31744,31626,31672,33707,33603,33692
0.8720,31760,31634,31679,33776,33664,33743
0.8730,31763,31640,31673,33830,33715,33796
0.8740,31768,31643,31674,33877,33755,33829
0.8750,31757,31638,31664,33901,33778,33829
0.8760,31751,31629,31649,33891,33767,33809
0.8770,31740,31622,31639,33856,33723,33747
0.8780,31724,31602,31612,33806,33679,33701
0.8790,31705,31590,31596,33744,33614,33623
0.8800,31696,31580,31591,33659,33526,33524
0.8810,31669,31555,31559,33578,33452,33448
0.8820,31653,31545,31562,33506,33388,33392
0.8830,31655,31541,31557,33456,33331,33327
0.8840,31652,31538,31556,33409,33297,33310
0.8850,31656,31542,31569,33386,33276,33304
0.8860,31670,31554,31582,33394,33288,33325
0.8870,31683,31565,31604,33429,33327,33389
0.8880,31704,31585,31624,33486,33383,33448
0.8890,31718,31598,31645,33558,33450,33516
0.8900,31734,31612,31651,33628,33529,33619
0.8910,31747,31625,31668,33718,33609,33690
0.8920,31760,31638,31677,33772,33661,33743
0.8930,31766,31639,31677,33836,33724,33806
0.8940,31764,31646,31678,33870,33751,33819
0.8950,31761,31641,31663,33904,33779,33832
0.8960,31764,31637,31652,33894,33768,33811
0.8970,31731,31620,31640,33861,33731,33752
0.8980,31718,31601,31613,33803,33675,33692
0.8990,31702,31586,31598,33739,33609,33626
0.9000,31683,31575,31586,33652,33523,33522
0.9010,31673,31557,31563,33581,33454,33445
0.9020,31670,31557,31562,33511,33390,33392
0.9030,31644,31536,31561,33452,33331,33333
0.9040,31661,31543,31562,33408,33295,33317
0.9050,31651,31537,31570,33393,33282,33311
0.9060,31669,31548,31588,33399,33290,33326
0.9070,31685,31563,31594,33435,33332,33388
0.9080,31695,31576,31619,33490,33386,33452
0.9090,31718,31596,31641,33551,33447,33519
0.9100,31731,31610,31643,33634,33531,33615
0.9110,31744,31625,31669,33711,33607,33688
0.9120,31759,31639,31681,33774,33661,33743
0.9130,31777,31652,31680,33842,33729,33810
0.9140,31762,31641,31675,33876,33758,33828
0.9150,31763,31642,31668,33897,33775,33834
0.9160,31753,31630,31650,33893,33765,33809
0.9170,31734,31618,31631,33857,33724,33749
0.9180,31720,31601,31612,33806,33677,33691
0.9190,31699,31584,31594,33739,33610,33624
0.9200,31686,31570,31577,33660,33527,33521
0.9210,31670,31553,31566,33566,33445,33448
0.9220,31654,31542,31548,33515,33392,33391
0.9230,31667,31551,31564,33452,33328,33328
0.9240,31644,31533,31556,33410,33295,33314
0.9250,31653,31540,31572,33394,33280,33303
0.9260,31670,31546,31580,33390,33286,33326
0.9270,31678,31563,31599,33428,33328,33393
0.9280,31700,31579,31623,33489,33383,33448
0.9290,31714,31591,31635,33544,33438,33510
0.9300,31728,31607,31644,33638,33533,33614
0.9310,31750,31627,31675,33716,33607,33690
0.9320,31754,31631,31669,33792,33674,33743
0.9330,31760,31640,31675,33834,33722,33809
0.9340,31766,31642,31676,33884,33762,33827
0.9350,31761,31638,31663,33889,33769,33827
0.9360,31747,31631,31644,33893,33766,33809
0.9370,31731,31615,31629,33853,33719,33751
0.9380,31716,31600,31615,33803,33676,33691
0.9390,31718,31596,31602,33743,33614,33621
0.9400,31676,31567,31573,33664,33533,33534
0.9410,31661,31549,31566,33577,33452,33449
0.9420,31656,31542,31563,33512,33393,33393
0.9430,31652,31533,31548,33443,33320,33323
0.9440,31645,31532,31554,33416,33300,33314
0.9450,31652,31538,31566,33392,33278,33307
0.9460,31666,31547,31582,33397,33291,33329
0.9470,31684,31565,31596,33436,33335,33389
0.9480,31692,31578,31621,33482,33378,33441
0.9490,31712,31593,31635,33555,33449,33525
0.9500,31735,31610,31652,33633,33530,33618
0.9510,31739,31622,31662,33708,33600,33684
0.9520,31756,31633,31673,33781,33665,33742
0.9530,31756,31639,31672,33835,33723,33804
0.9540,31759,31638,31674,33875,33754,33821
0.9550,31756,31636,31654,33894,33774,33831
0.9560,31746,31629,31650,33887,33764,33816
0.9570,31740,31619,31635,33856,33724,33748
0.9580,31722,31605,31614,33807,33676,33693
0.9590,31701,31582,31590,33746,33613,33624
0.9600,31683,31569,31579,33657,33526,33520
0.9610,31668,31550,31558,33574,33450,33450
0.9620,31655,31541,31554,33507,33389,33390
0.9630,31642,31534,31549,33450,33330,33332
0.9640,31643,31528,31553,33406,33291,33302
0.9650,31654,31538,31575,33393,33281,33306
0.9660,31688,31566,31595,33396,33288,33325
0.9670,31675,31563,31593,33440,33337,33397
0.9680,31691,31577,31615,33487,33384,33446
0.9690,31729,31612,31655,33553,33451,33518
0.9700,31728,31608,31654,33621,33522,33608
0.9710,31747,31624,31669,33711,33602,33689
0.9720,31755,31631,31670,33776,33664,33746
0.9730,31761,31637,31673,33839,33724,33804
0.9740,31778,31654,31687,33880,33758,33822
0.9750,31756,31638,31656,33902,33778,33839
0.9760,31747,31627,31644,33892,33765,33810
0.9770,31733,31613,31631,33854,33723,33748
0.9780,31709,31594,31608,33797,33673,33691
0.9790,31695,31581,31597,33741,33608,33625
0.9800,31682,31568,31578,33658,33526,33523
0.9810,31666,31548,31563,33579,33453,33447
0.9820,31655,31541,31563,33509,33388,33393
0.9830,31649,31535,31547,33458,33336,33341
0.9840,31646,31531,31560,33413,33298,33314
0.9850,31658,31540,31566,33396,33281,33301
0.9860,31666,31549,31578,33385,33279,33323
0.9870,31678,31560,31598,33419,33318,33375
0.9880,31692,31571,31616,33460,33356,33426
0.9890,31709,31586,31632,33552,33442,33516
0.9900,31730,31607,31653,33610,33507,33592
0.9910,31743,31621,31661,33713,33600,33685
0.9920,31754,31631,31676,33782,33667,33742
0.9930,31775,31646,31676,33836,33724,33803
0.9940,31761,31645,31673,33881,33759,33828
0.9950,31759,31638,31661,33902,33779,33835
0.9960,31750,31630,31649,33882,33759,33811
0.9970,31734,31614,31629,33856,33724,33746
0.9980,31716,31596,31609,33802,33672,33691
0.9990,31693,31579,31582,33737,33607,33623
1.0000,31676,31563,31575,33665,33532,33522
1.0010,31671,31555,31565,33578,33454,33449
1.0020,31669,31549,31563,33516,33393,33391
1.0030,31657,31539,31551,33450,33328,33328
1.0040,31657,31541,31560,33404,33291,33312
1.0050,31664,31548,31583,33395,33279,33301
1.0060,31676,31557,31591,33395,33290,33328
1.0070,31695,31573,31603,33436,33332,33391
1.0080,31698,31583,31626,33489,33385,33445
1.0090,31698,31586,31627,33550,33448,33519
1.0100,31731,31605,31650,33637,33535,33613
1.0110,31740,31620,31667,33715,33604,33688
1.0120,31757,31632,31668,33774,33662,33746
1.0130,31758,31635,31671,33836,33724,33799
1.0140,31752,31637,31667,33872,33753,33828
1.0150,31751,31631,31656,33899,33774,33834
1.0160,31741,31622,31642,33894,33767,33808
1.0170,31739,31619,31631,33853,33722,33746
1.0180,31712,31600,31612,33803,33675,33694
1.0190,31707,31589,31593,33746,33613,33619
1.0200,31683,31567,31577,33660,33526,33522
1.0210,31657,31546,31560,33578,33451,33449
1.0220,31651,31536,31548,33511,33389,33394
1.0230,31649,31533,31556,33453,33330,33333
1.0240,31649,31533,31551,33412,33295,33306
1.0250,31653,31533,31573,33391,33278,33298
1.0260,31666,31546,31577,33393,33285,33323
1.0270,31677,31561,31596,33440,33338,33396
1.0280,31696,31577,31618,33487,33383,33451
1.0290,31711,31590,31633,33548,33443,33512
1.0300,31727,31603,31644,33633,33531,33615
1.0310,31737,31619,31661,33716,33607,33689
1.0320,31752,31633,31677,33776,33665,33744
1.0330,31760,31639,31670,33831,33724,33806
1.0340,31760,31641,31667,33870,33753,33827
1.0350,31756,31639,31664,33896,33772,33827
1.0360,31752,31630,31651,33896,33767,33813
1.0370,31737,31617,31627,33859,33725,33748
1.0380,31717,31597,31604,33806,33676,33696
1.0390,31699,31584,31596,33736,33606,33619
1.0400,31685,31569,31575,33672,33537,33521
1.0410,31663,31551,31559,33580,33458,33450
1.0420,31655,31541,31555,33516,33392,33394
1.0430,31651,31536,31560,33452,33328,33332
1.0440,31655,31538,31559,33419,33301,33317
1.0450,31652,31536,31564,33396,33283,33310
1.0460,31662,31543,31580,33395,33287,33327
1.0470,31691,31570,31611,33422,33324,33384
1.0480,31697,31574,31616,33482,33375,33438
1.0490,31706,31586,31633,33540,33439,33512
1.0500,31733,31609,31657,33630,33527,33610
1.0510,31745,31621,31666,33704,33598,33689
1.0520,31755,31637,31669,33773,33659,33744
1.0530,31761,31645,31681,33854,33736,33806
1.0540,31761,31639,31671,33873,33756,33826
1.0550,31753,31633,31655,33891,33769,33834
1.0560,31751,31631,31651,33888,33760,33802
1.0570,31741,31621,31638,33854,33724,33753
1.0580,31718,31602,31612,33805,33674,33687
1.0590,31699,31584,31589,33740,33609,33623
1.0600,31680,31565,31578,33663,33527,33519
1.0610,31666,31550,31562,33574,33449,33449
1.0620,31660,31540,31551,33507,33385,33393
1.0630,31656,31539,31554,33453,33330,33335
1.0640,31644,31530,31555,33417,33300,33310
1.0650,31640,31523,31558,33396,33283,33306
1.0660,31658,31539,31570,33387,33284,33326
1.0670,31670,31551,31589,33428,33327,33386
1.0680,31687,31568,31607,33495,33386,33441
1.0690,31705,31586,31635,33543,33441,33521
1.0700,31727,31604,31637,33636,33530,33610
1.0710,31742,31624,31661,33714,33606,33696
1.0720,31748,31627,31668,33790,33674,33745
1.0730,31752,31632,31669,33837,33725,33801
1.0740,31757,31636,31666,33876,33757,33826
1.0750,31752,31635,31662,33893,33774,33830
1.0760,31744,31624,31639,33891,33764,33811
1.0770,31730,31613,31626,33855,33719,33743
1.0780,31711,31596,31603,33803,33674,33695
1.0790,31711,31595,31605,33741,33610,33620
1.0800,31677,31562,31571,33671,33534,33530
1.0810,31663,31546,31562,33580,33451,33447
1.0820,31661,31543,31556,33512,33392,33391
1.0830,31650,31538,31549,33444,33323,33331
1.0840,31644,31531,31557,33417,33297,33306
1.0850,31650,31535,31563,33391,33281,33301
1.0860,31660,31543,31579,33398,33289,33334
1.0870,31684,31563,31605,33437,33335,33391
1.0880,31692,31575,31613,33501,33394,33449
1.0890,31708,31590,31634,33550,33447,33521
1.0900,31727,31603,31649,33631,33530,33623
1.0910,31742,31620,31668,33718,33607,33689
1.0920,31759,31632,31671,33779,33667,33746
1.0930,31760,31637,31672,33844,33729,33805
1.0940,31761,31639,31665,33886,33763,33829
1.0950,31753,31636,31660,33889,33773,33835
1.0960,31745,31624,31645,33896,33766,33806
1.0970,31735,31615,31629,33848,33718,33747
1.0980,31718,31602,31611,33802,33673,33694
1.0990,31700,31586,31590,33746,33611,33613
1.1000,31683,31569,31582,33653,33522,33522
1.1010,31671,31554,31564,33574,33447,33446
1.1020,31656,31539,31550,33507,33387,33393
1.1030,31645,31534,31547,33448,33326,33329
1.1040,31645,31532,31557,33401,33290,33302
1.1050,31653,31537,31574,33397,33280,33309
1.1060,31677,31555,31582,33394,33286,33326
1.1070,31677,31561,31602,33442,33335,33393
1.1080,31698,31577,31623,33488,33383,33447
1.1090,31726,31601,31642,33549,33444,33518
1.1100,31741,31619,31655,33625,33527,33614
1.1110,31741,31622,31662,33716,33608,33689
1.1120,31760,31638,31681,33773,33663,33741
1.1130,31757,31635,31677,33845,33728,33799
1.1140,31775,31650,31675,33879,33759,33826
1.1150,31749,31630,31655,33903,33781,33832
1.1160,31743,31622,31646,33890,33763,33809
1.1170,31737,31616,31635,33853,33722,33748
1.1180,31719,31597,31609,33798,33669,33686
1.1190,31699,31583,31587,33737,33607,33620
1.1200,31682,31569,31575,33660,33526,33520
1.1210,31666,31553,31567,33577,33450,33449
1.1220,31666,31550,31562,33508,33387,33389
1.1230,31649,31536,31554,33457,33335,33339
1.1240,31648,31536,31561,33412,33297,33310
1.1250,31656,31540,31562,33389,33276,33306
1.1260,31663,31550,31584,33390,33282,33321
1.1270,31679,31561,31601,33438,33332,33388
1.1280,31704,31583,31631,33479,33378,33444
1.1290,31726,31599,31642,33547,33444,33518
1.1300,31741,31620,31662,33634,33534,33616
1.1310,31749,31627,31663,33707,33603,33695
1.1320,31762,31636,31678,33784,33666,33740
1.1330,31771,31649,31681,33838,33725,33802
1.1340,31762,31643,31671,33873,33756,33825
1.1350,31761,31641,31662,33901,33777,33832
1.1360,31746,31629,31645,33895,33767,33811
1.1370,31735,31621,31639,33849,33721,33745
1.1380,31722,31602,31604,33804,33675,33693
1.1390,31696,31583,31597,33740,33613,33618
1.1400,31685,31569,31572,33657,33525,33522
1.1410,31671,31557,31569,33581,33453,33453
1.1420,31655,31544,31562,33518,33394,33393
1.1430,31656,31541,31556,33443,33327,33332
1.1440,31649,31534,31554,33416,33300,33315
1.1450,31654,31539,31569,33387,33279,33303
1.1460,31668,31550,31580,33394,33285,33329
1.1470,31674,31561,31596,33430,33328,33383
1.1480,31698,31580,31626,33489,33385,33447
1.1490,31739,31609,31646,33554,33450,33518
1.1500,31726,31610,31657,33643,33537,33621
1.1510,31746,31624,31671,33710,33600,33690
1.1520,31760,31637,31674,33782,33667,33743
1.1530,31769,31645,31677,33826,33717,33791
1.1540,31766,31646,31675,33879,33757,33825
1.1550,31759,31639,31660,33900,33776,33832
1.1560,31747,31630,31645,33901,33770,33805
1.1570,31744,31628,31646,33852,33723,33746
1.1580,31712,31597,31605,33810,33681,33703
1.1590,31700,31585,31598,33740,33610,33620
1.1600,31685,31568,31578,33659,33527,33523
1.1610,31663,31549,31560,33574,33449,33443
1.1620,31658,31548,31561,33509,33389,33391
1.1630,31667,31549,31565,33449,33327,33334
1.1640,31643,31533,31548,33410,33294,33310
1.1650,31649,31539,31568,33390,33280,33305
1.1660,31657,31543,31582,33402,33293,33334
1.1670,31691,31569,31603,33439,33335,33394
1.1680,31697,31581,31625,33491,33385,33447
1.1690,31721,31600,31639,33549,33446,33519
1.1700,31727,31608,31652,33633,33533,33618
1.1710,31748,31624,31669,33718,33608,33691
1.1720,31761,31633,31672,33784,33669,33742
1.1730,31761,31640,31671,33837,33727,33807
1.1740,31763,31640,31673,33868,33752,33827
1.1750,31756,31637,31663,33903,33780,33834
1.1760,31759,31635,31646,33895,33767,33812
1.1770,31735,31617,31631,33861,33727,33752
1.1780,31721,31601,31609,33804,33675,33692
1.1790,31699,31585,31588,33746,33613,33622
1.1800,31680,31569,31582,33654,33524,33524
1.1810,31667,31553,31561,33584,33453,33445
1.1820,31656,31543,31556,33499,33381,33388
1.1830,31647,31534,31549,33453,33327,33329
1.1840,31655,31542,31562,33410,33294,33310
1.1850,31653,31538,31569,33398,33286,33312
1.1860,31666,31550,31581,33399,33291,33326
1.1870,31689,31567,31609,33432,33329,33389
1.1880,31696,31576,31616,33484,33380,33450
1.1890,31716,31594,31642,33558,33453,33520
1.1900,31731,31607,31646,33635,33534,33613
1.1910,31745,31622,31669,33714,33607,33697
1.1920,31769,31644,31678,33781,33666,33746
1.1930,31759,31640,31680,33845,33731,33809
1.1940,31766,31643,31679,33880,33759,33831
1.1950,31762,31639,31657,33899,33777,33831
1.1960,31748,31626,31646,33885,33760,33808
1.1970,31738,31621,31634,33860,33725,33750
1.1980,31716,31599,31615,33799,33673,33692
1.1990,31698,31578,31585,33747,33615,33618
1.2000,31678,31570,31577,33655,33522,33523
1.2010,31663,31550,31566,33577,33451,33454
