Time,L_Fx,L_Fy,L_Fz,L_Mx,L_My,L_Mz,R_Fx,R_Fy,R_Fz,R_Mx,R_My,R_Mz
0.0580,1.97,2.28,6.11,0.45,0.55,0.13,-0.39,1.17,1.09,0.26,0.05,0.13
0.0590,2.12,2.28,6.11,0.40,0.49,0.18,-0.23,1.17,1.72,0.44,0.08,0.13
0.0600,1.97,2.43,4.87,0.31,0.30,0.09,0.08,0.86,1.40,0.44,0.08,0.20
0.0610,1.66,2.28,4.87,0.22,0.27,-0.05,-0.54,1.17,1.72,0.35,-0.05,0.25
0.0620,1.35,2.12,5.18,0.31,0.30,0.09,-0.23,1.32,1.72,0.40,0.02,0.29
0.0630,2.12,2.28,4.56,0.22,0.18,0.02,-0.23,1.01,2.03,0.30,0.05,0.25
0.0640,2.43,2.43,6.11,0.36,0.49,0.20,-0.08,0.86,1.72,0.44,0.05,0.18
0.0650,1.66,1.66,5.18,0.12,0.14,-0.05,-0.08,0.86,1.40,0.44,0.08,0.22
0.0660,1.81,1.97,6.42,0.50,0.36,0.04,-0.08,1.17,1.40,0.40,-0.02,0.18
0.0670,2.28,2.28,5.49,0.26,0.33,0.11,-0.23,1.01,1.09,0.44,0.02,0.22
0.0680,1.81,2.43,4.56,0.17,0.30,-0.03,-0.54,0.86,0.78,0.35,0.02,0.15
0.0690,1.81,1.97,5.80,0.31,0.33,-0.01,0.39,1.01,0.47,0.30,0.08,0.15
0.0700,1.97,2.12,4.87,0.22,0.18,-0.01,-0.08,0.70,1.40,0.35,0.02,0.18
0.0710,1.66,2.75,5.18,0.36,0.36,0.09,-0.39,0.86,1.72,0.40,-0.02,0.18
0.0720,2.43,2.12,4.87,0.08,0.21,-0.10,-0.23,1.32,1.09,0.40,-0.02,0.20
0.0730,2.59,2.12,6.73,0.31,0.55,0.25,0.08,0.86,0.78,0.44,0.08,0.20
0.0740,2.12,2.12,5.80,0.22,0.49,0.04,-0.08,0.86,1.72,0.35,-0.02,0.18
0.0750,1.66,2.12,5.80,0.12,0.30,-0.03,-0.23,0.86,1.09,0.40,0.05,0.27
0.0760,2.12,2.28,5.80,0.12,0.14,-0.24,-0.70,1.17,0.47,0.35,0.08,0.25
0.0770,1.81,2.12,6.42,0.31,0.33,0.06,-0.23,1.17,1.09,0.40,0.02,0.13
0.0780,1.81,2.28,4.56,0.17,0.14,-0.15,-0.54,1.01,0.16,0.30,0.02,0.20
