Time,L_Fx,L_Fy,L_Fz,L_Mx,L_My,L_Mz,R_Fx,R_Fy,R_Fz,R_Mx,R_My,R_Mz
0.0010,-137.66,0.26,2.38,0.31,-0.04,0.18,0.39,0.39,1.72,0.12,0.08,-0.01
0.0020,-65.67,0.10,2.38,0.31,0.05,0.09,0.55,0.70,2.03,0.12,0.11,0.01
0.0030,-58.83,0.26,1.76,0.12,-0.26,0.02,0.55,0.08,2.34,0.21,0.14,0.01
0.0040,-4.25,0.57,2.07,0.26,0.02,0.16,0.08,0.39,2.03,0.12,0.05,-0.06
0.0050,-24.31,0.26,2.38,0.36,0.02,0.11,0.39,0.08,2.34,0.16,0.17,0.04
0.0060,-0.52,0.57,3.00,0.36,0.11,0.18,0.55,0.55,2.65,0.21,0.20,0.01
0.0070,-36.28,0.10,2.07,0.31,-0.17,0.09,0.24,-0.08,2.03,0.21,0.20,0.08
0.0080,-21.20,0.41,1.76,0.36,-0.01,0.13,0.55,-0.08,1.72,0.12,0.14,0.01
0.0090,-7.98,-0.36,2.38,0.31,0.11,0.27,1.01,0.24,2.34,0.12,0.11,-0.03
0.0100,-25.55,0.10,2.38,0.36,0.05,0.25,1.01,0.08,2.34,0.16,0.11,-0.01
0.0110,-21.51,0.41,2.07,0.26,0.05,0.23,0.70,0.39,2.65,0.07,0.11,0.13
0.0120,-12.18,0.41,1.14,0.08,-0.29,-0.03,0.86,0.08,2.65,0.21,0.17,0.01
0.0130,-21.98,0.57,1.45,0.36,-0.04,0.11,0.55,0.55,2.34,0.07,0.14,0.01
0.0140,-38.61,0.10,3.31,0.54,0.18,0.34,0.08,-0.08,2.65,0.26,0.11,0.04
0.0150,-29.60,0.72,2.38,0.45,0.24,0.34,0.70,-0.08,2.03,0.16,0.20,-0.01
0.0160,-29.75,0.57,3.00,0.31,0.18,0.30,0.55,-0.08,2.65,0.12,0.14,0.04
0.0170,-25.24,0.57,2.38,0.45,-0.01,0.20,0.55,0.55,1.72,0.07,0.11,0.01
0.0180,13.63,0.57,2.38,0.36,0.08,0.11,0.55,0.39,2.03,0.26,0.20,0.01
0.0190,-34.10,0.41,2.07,0.31,0.02,0.20,0.24,0.24,1.40,0.02,0.08,-0.01
0.0200,-45.46,0.41,1.76,0.36,0.05,0.18,0.55,0.39,2.34,0.21,0.11,0.01
0.0210,-47.48,0.57,1.45,0.26,0.02,0.18,0.70,0.39,2.03,0.30,0.17,0.04
0.0220,-38.77,0.26,2.07,0.22,-0.04,0.04,0.70,0.55,1.72,0.21,0.23,-0.01
0.0230,-25.09,0.10,0.83,0.26,-0.10,0.06,0.39,0.08,1.72,0.07,0.20,0.01
0.0240,4.61,0.57,0.83,0.26,-0.14,0.09,0.39,0.24,2.03,0.07,0.17,0.01
0.0250,20.32,0.26,1.76,0.26,-0.04,0.09,0.39,0.24,2.03,0.16,0.11,0.06
0.0260,2.43,0.10,2.38,0.40,-0.01,0.18,0.39,0.24,2.65,0.07,0.08,0.01
0.0270,-22.13,0.57,2.38,0.36,0.02,0.18,0.55,0.08,2.03,0.12,0.17,-0.01
0.0280,-54.78,0.57,2.07,0.22,0.02,0.09,0.39,0.55,1.72,0.16,0.14,0.04
0.0290,-34.26,0.57,2.07,0.36,0.02,0.11,0.86,0.55,2.34,0.07,0.14,0.08
0.0300,-6.74,0.41,1.76,0.36,0.14,0.09,0.39,0.55,2.34,0.21,0.20,-0.03
0.0310,-14.82,0.26,0.83,0.26,-0.01,0.16,0.55,0.55,1.72,0.21,0.17,0.06
0.0320,-39.39,0.41,1.76,0.17,-0.04,0.11,0.39,0.39,1.72,0.16,0.14,0.04
