Time,L_Fx,L_Fy,L_Fz,L_Mx,L_My,L_Mz,R_Fx,R_Fy,R_Fz,R_Mx,R_My,R_Mz
0.0010,-185.08,-237.79,-803.04,-83.61,-30.67,-17.90,-0.54,-1.32,198.09,-2.03,1.70,-0.10
0.0020,-223.80,-236.39,-451.02,-94.75,-48.90,-24.33,-0.23,-1.63,197.16,-2.12,1.70,-0.10
0.0030,-204.36,-214.94,-322.27,-96.15,-54.99,-29.91,-0.54,-1.17,198.41,-1.98,1.73,-0.15
0.0040,-182.59,-190.68,-243.60,-98.02,-58.16,-33.43,0.24,-0.70,198.41,-2.12,1.79,-0.15
0.0050,-157.41,-165.02,-180.78,-99.42,-60.37,-36.18,0.08,-0.85,198.41,-2.12,1.79,-0.15
0.0060,-154.76,-154.30,-145.33,-98.91,-60.96,-37.25,-0.23,0.08,199.65,-1.94,1.73,-0.06
0.0070,-172.64,-161.60,-141.29,-96.11,-59.31,-35.97,-0.39,-1.48,197.47,-2.22,1.76,-0.20
0.0080,-143.57,-144.97,-119.83,-98.30,-60.62,-37.32,0.08,-1.01,199.03,-2.08,1.79,-0.13
0.0090,-135.79,-134.24,-95.58,-98.11,-61.05,-37.86,0.08,-0.70,198.09,-2.03,1.82,-0.13
0.0100,-130.51,-126.77,-75.36,-97.60,-60.96,-38.07,-0.23,-1.17,198.41,-1.94,1.76,-0.10
0.0110,-144.81,-133.15,-77.23,-94.71,-59.06,-36.46,-0.23,-0.70,198.41,-2.03,1.82,-0.03
0.0120,-163.94,-146.99,-94.95,-90.51,-56.17,-33.83,0.08,-1.01,198.41,-1.98,1.79,-0.15
0.0130,-168.29,-154.61,-110.50,-88.22,-54.12,-31.84,0.24,-1.01,199.34,-1.98,1.70,-0.06
0.0140,-145.90,-142.17,-100.24,-89.20,-54.37,-32.10,0.08,-0.70,199.03,-2.08,1.82,-0.03
0.0150,-134.24,-131.13,-86.25,-89.81,-54.90,-32.78,-0.23,-1.01,199.03,-2.08,1.79,-0.03
0.0160,-151.65,-138.75,-85.62,-86.78,-53.09,-31.21,-0.08,-0.85,198.72,-1.98,1.88,-0.01
0.0170,-106.41,-112.47,-56.70,-91.07,-55.77,-33.85,-0.54,-1.48,196.85,-2.17,1.73,-0.13
0.0180,-132.22,-119.93,-50.48,-87.48,-54.15,-32.33,0.24,-0.54,199.03,-1.94,1.82,-0.03
0.0190,-116.82,-112.78,-41.47,-87.85,-54.24,-32.61,0.39,-0.54,199.34,-1.94,1.85,0.04
0.0200,-120.56,-112.47,-36.49,-86.54,-53.40,-31.89,0.55,-0.39,199.03,-1.94,1.73,-0.01
0.0210,-132.99,-120.09,-44.58,-83.79,-51.57,-30.30,0.24,-0.70,198.72,-2.12,1.82,-0.10
0.0220,-123.51,-116.82,-43.64,-83.56,-51.04,-29.86,0.24,-1.17,196.85,-2.26,1.79,-0.15
0.0230,-125.06,-116.51,-43.64,-82.44,-50.33,-29.23,-0.23,-1.48,197.47,-2.17,1.82,-0.15
0.0240,-131.91,-120.87,-47.69,-80.43,-48.90,-28.09,-0.08,-0.85,198.72,-2.17,1.76,-0.08
0.0250,-128.80,-120.24,-52.35,-80.25,-48.58,-27.79,0.39,-0.70,197.16,-2.08,1.76,-0.15
0.0260,-141.86,-128.49,-59.50,-77.63,-46.78,-26.15,-0.54,-1.48,197.16,-2.03,1.76,-0.15
0.0270,-112.16,-112.31,-44.89,-80.01,-48.02,-27.23,0.24,-0.85,196.54,-2.17,1.73,-0.15
0.0280,-82.31,-88.06,-9.44,-82.86,-50.42,-29.72,-0.08,-1.01,198.41,-2.08,1.82,-0.15
0.0290,-65.36,-68.93,27.88,-84.86,-52.13,-31.82,0.08,-0.85,198.72,-2.03,1.79,-0.13
0.0300,-106.72,-88.21,21.66,-78.94,-48.93,-28.86,0.08,-0.70,198.72,-1.98,1.73,-0.10
0.0310,-92.88,-86.50,15.75,-79.64,-48.74,-28.74,0.08,-1.48,198.41,-1.98,1.73,-0.13
0.0320,-103.14,-91.95,9.53,-77.68,-47.50,-27.41,0.39,-0.85,197.47,-2.22,1.70,-0.03
0.0330,-104.07,-93.97,7.05,-75.91,-46.25,-26.29,-0.23,-1.01,198.41,-2.12,1.82,-0.10
0.0340,-62.40,-68.47,30.68,-80.34,-48.80,-29.09,0.24,-1.01,198.09,-2.03,1.79,-0.17
0.0350,-93.50,-79.66,34.72,-76.14,-46.81,-27.13,-0.39,-1.01,198.41,-2.08,1.73,-0.08
0.0360,-111.23,-94.90,11.71,-72.97,-44.23,-24.75,0.24,-1.01,199.34,-2.03,1.76,-0.15
0.0370,-109.20,-98.48,0.20,-72.32,-43.36,-23.80,-0.39,-1.63,197.47,-2.22,1.76,-0.13
0.0380,-101.12,-94.28,1.14,-72.60,-43.36,-23.70,0.39,-1.48,196.54,-2.12,1.70,-0.10
0.0390,-70.33,-74.22,23.84,-76.05,-45.66,-25.94,0.08,-0.85,198.09,-2.08,1.82,-0.10
0.0400,-98.17,-84.02,26.02,-71.90,-43.45,-24.15,0.24,-1.01,196.54,-2.17,1.73,-0.15
0.0410,-67.22,-68.78,39.39,-75.30,-45.38,-25.94,-0.08,-0.70,199.65,-1.98,1.73,-0.15
0.0420,-99.72,-83.24,31.61,-70.87,-42.80,-23.66,-0.85,-1.63,198.09,-2.12,1.70,-0.13
0.0430,-111.54,-95.99,10.16,-68.54,-40.97,-21.72,0.24,-0.70,196.85,-2.17,1.76,-0.13
0.0440,-72.67,-75.78,26.64,-72.60,-43.27,-23.96,0.39,-1.01,198.72,-2.08,1.76,-0.08
0.0450,-65.67,-64.42,49.65,-72.92,-43.89,-24.73,0.08,-1.01,198.41,-2.12,1.79,-0.13
0.0460,-83.08,-71.89,47.47,-70.45,-42.61,-23.61,-0.08,-0.85,198.09,-2.08,1.82,-0.15
0.0470,-111.85,-93.03,20.42,-66.35,-39.63,-20.79,0.39,-1.48,196.85,-2.22,1.76,-0.15
0.0480,-64.42,-68.93,40.01,-70.50,-41.87,-22.91,-0.08,-1.79,196.85,-2.17,1.73,-0.17
0.0490,-61.16,-59.45,60.22,-71.10,-42.77,-23.63,0.24,-1.01,197.16,-2.31,1.73,-0.15
0.0500,-48.57,-47.17,80.75,-72.46,-43.92,-25.08,0.08,-1.32,199.96,-2.08,1.67,-0.13
0.0510,-58.83,-49.96,88.21,-70.59,-43.02,-24.40,0.39,-0.70,198.41,-2.08,1.82,-0.06
0.0520,-65.05,-54.63,82.61,-69.33,-41.96,-23.49,0.24,-0.85,199.03,-2.03,1.82,-0.10
0.0530,-65.51,-56.18,80.75,-68.45,-41.25,-22.77,-0.70,-1.79,197.47,-2.22,1.76,-0.13
0.0540,-65.51,-57.43,76.39,-68.03,-40.97,-22.49,-0.08,-0.70,198.72,-2.08,1.79,-0.17
0.0550,-52.45,-48.57,85.41,-68.31,-41.12,-22.75,-0.54,-1.32,197.78,-2.08,1.76,-0.13
0.0560,-63.80,-52.61,85.41,-66.49,-40.03,-21.86,-0.23,-0.85,199.03,-1.94,1.85,-0.10
0.0570,-47.63,-44.21,96.61,-67.42,-40.47,-22.35,-0.85,-1.48,198.41,-2.08,1.73,-0.10
0.0580,-51.36,-44.37,97.54,-67.70,-40.72,-22.61,-0.23,-0.70,199.65,-1.89,1.85,-0.03
0.0590,-66.45,-53.70,88.83,-65.41,-39.35,-21.23,-0.39,-0.70,199.65,-2.03,1.88,-0.08
0.0600,-51.99,-47.17,94.12,-66.21,-39.75,-21.51,-0.08,-1.01,198.09,-2.12,1.79,-0.13
0.0610,-64.58,-53.39,86.97,-64.29,-38.48,-20.56,0.08,-0.70,199.65,-1.98,1.76,-0.10
0.0620,-60.54,-53.23,85.72,-64.29,-38.32,-20.18,0.24,-0.85,199.34,-2.03,1.73,-0.15
0.0630,-77.64,-64.11,70.17,-62.01,-36.74,-18.88,0.08,-0.70,199.96,-1.84,1.79,-0.08
