Time,L_Fx,L_Fy,L_Fz,L_Mx,L_My,L_Mz,R_Fx,R_Fy,R_Fz,R_Mx,R_My,R_Mz
0.0010,-183.53,-235.46,-786.56,-81.83,-29.77,-17.24,-2.25,-1.79,846.36,5.25,4.37,-0.31
0.0020,-211.51,-227.22,-438.89,-94.66,-48.83,-24.50,-2.10,-1.32,846.36,5.11,4.31,-0.29
0.0030,-154.76,-179.64,-273.45,-99.61,-57.32,-32.82,-2.10,-2.25,845.43,5.02,4.25,-0.38
0.0040,-174.51,-173.58,-200.37,-96.95,-58.41,-34.36,-2.25,-1.79,847.30,5.39,4.28,-0.29
0.0050,-196.12,-184.30,-190.42,-93.63,-56.73,-33.13,-2.10,-1.63,846.68,5.25,4.22,-0.24
0.0060,-170.62,-170.31,-170.21,-95.36,-57.85,-34.36,-2.10,-2.10,844.81,5.11,4.19,-0.43
0.0070,-173.58,-165.96,-151.86,-92.28,-56.14,-33.17,-2.41,-2.41,845.12,5.02,4.16,-0.36
0.0080,-188.66,-174.82,-159.64,-89.16,-54.06,-31.38,-2.41,-2.41,845.74,5.02,4.16,-0.29
0.0090,-159.12,-159.12,-143.15,-91.21,-55.27,-32.52,-2.72,-2.10,845.43,5.07,4.19,-0.36
0.0100,-130.66,-135.95,-108.33,-94.29,-57.54,-34.78,-2.25,-2.72,844.19,4.97,4.16,-0.31
0.0110,-102.67,-109.83,-59.81,-96.20,-59.41,-37.32,-2.41,-1.63,846.99,5.30,4.19,-0.34
0.0120,-113.09,-108.27,-41.16,-95.27,-59.66,-37.28,-2.10,-1.32,847.92,5.39,4.28,-0.27
0.0130,-134.86,-120.09,-44.58,-90.93,-56.92,-34.85,-2.10,-1.01,846.36,5.21,4.12,-0.41
0.0140,-141.39,-128.02,-61.37,-88.88,-55.12,-33.29,-1.94,-1.32,846.05,5.11,4.09,-0.34
0.0150,-124.13,-119.47,-53.90,-89.25,-55.12,-33.36,-2.25,-1.32,846.05,5.30,4.12,-0.41
0.0160,-92.26,-96.77,-26.23,-92.00,-56.89,-35.37,-2.10,-1.32,846.36,5.25,4.12,-0.27
0.0170,-135.17,-117.45,-34.94,-86.96,-54.24,-32.71,-2.10,-1.63,845.74,5.30,4.19,-0.31
0.0180,-112.47,-108.58,-32.14,-87.85,-54.28,-32.82,-1.94,-1.48,844.50,5.11,4.06,-0.31
0.0190,-146.37,-127.09,-50.17,-82.07,-50.64,-29.74,-2.10,-1.32,846.36,5.21,4.19,-0.27
0.0200,-116.05,-114.34,-44.26,-84.49,-51.54,-30.26,-2.41,-2.10,845.74,5.21,4.12,-0.31
