time,CH0_hat1,CH0_hat2
0.1270,32778,32776
0.1280,32779,32772
0.1290,32778,32775
0.1300,32779,32774
0.1310,32778,32775
0.1320,32779,32774
0.1330,32779,32775
0.1340,32778,32775
0.1350,32780,32774
0.1360,32778,32775
0.1370,32779,32777
0.1380,32777,32773
0.1390,32778,32777
0.1400,32779,32775
0.1410,32777,32777
0.1420,32777,32779
0.1430,32778,32775
0.1440,32779,32775
0.1450,32780,32773
0.1460,32778,32775
0.1470,32778,32774
0.1480,32777,32777
0.1490,32780,32777
0.1500,32778,32773
0.1510,32777,32774
0.1520,32778,32774
0.1530,32778,32776
0.1540,32779,32774
0.1550,32779,32776
0.1560,32780,32776
0.1570,32779,32777
0.1580,32780,32774
0.1590,32778,32773
0.1600,32778,32773
0.1610,32777,32775
0.1620,32779,32777
0.1630,32778,32777
0.1640,32778,32774
0.1650,32777,32772
0.1660,32779,32776
0.1670,32779,32774
0.1680,32778,32775
0.1690,32779,32773
0.1700,32779,32774
0.1710,32778,32774
0.1720,32779,32777
0.1730,32777,32777
0.1740,32778,32774
0.1750,32777,32774
0.1760,32778,32774
0.1770,32779,32775
0.1780,32778,32774
0.1790,32779,32775
0.1800,32779,32775
0.1810,32780,32775
0.1820,32780,32775
0.1830,32777,32772
0.1840,32779,32773
0.1850,32779,32774
0.1860,32778,32775
0.1870,32778,32773
0.1880,32781,32777
0.1890,32778,32776
0.1900,32778,32773
0.1910,32780,32774
0.1920,32779,32773
0.1930,32779,32773
0.1940,32779,32774
0.1950,32778,32776
0.1960,32779,32776
0.1970,32777,32775
0.1980,32779,32776
0.1990,32779,32774
0.2000,32780,32779
0.2010,32778,32775
0.2020,32780,32776
0.2030,32779,32775
0.2040,32780,32778
0.2050,32779,32773
0.2060,32779,32777
0.2070,32779,32775
0.2080,32779,32776
0.2090,32779,32775
0.2100,32777,32771
0.2110,32778,32777
0.2120,32780,32777
0.2130,32778,32775
0.2140,32780,32775
0.2150,32778,32774
0.2160,32778,32775
0.2170,32779,32775
0.2180,32779,32775
0.2190,32779,32775
0.2200,32779,32775
0.2210,32779,32776
0.2220,32779,32779
0.2230,32778,32777
0.2240,32780,32775
0.2250,32778,32776
0.2260,32778,32777
0.2270,32778,32772
0.2280,32780,32774
0.2290,32779,32774
0.2300,32779,32774
0.2310,32779,32774
0.2320,32780,32775
0.2330,32779,32775
0.2340,32778,32774
0.2350,32779,32773
0.2360,32778,32774
0.2370,32777,32776
0.2380,32778,32776
0.2390,32779,32777
0.2400,32781,32776
0.2410,32780,32776
0.2420,32781,32774
0.2430,32779,32775
0.2440,32779,32774
0.2450,32779,32775
0.2460,32778,32776
0.2470,32779,32774
0.2480,32778,32774
0.2490,32779,32774
0.2500,32780,32774
0.2510,32778,32776
0.2520,32781,32774
0.2530,32780,32776
0.2540,32777,32774
0.2550,32777,32773
0.2560,32780,32774
0.2570,32779,32777
0.2580,32779,32774
0.2590,32778,32776
0.2600,32778,32773
0.2610,32780,32776
0.2620,32778,32776
0.2630,32781,32774
0.2640,32779,32777
0.2650,32777,32777
0.2660,32776,32775
0.2670,32778,32775
0.2680,32778,32778
0.2690,32780,32780
0.2700,32779,32775
0.2710,32778,32775
0.2720,32777,32775
0.2730,32778,32778
0.2740,32778,32776
0.2750,32778,32777
0.2760,32780,32775
0.2770,32778,32777
0.2780,32782,32775
0.2790,32779,32774
0.2800,32779,32780
0.2810,32779,32776
0.2820,32778,32774
0.2830,32778,32775
0.2840,32779,32775
0.2850,32780,32776
0.2860,32779,32775
0.2870,32778,32774
0.2880,32778,32773
0.2890,32779,32774
0.2900,32780,32777
0.2910,32778,32774
0.2920,32778,32775
0.2930,32779,32771
0.2940,32778,32773
0.2950,32779,32775
0.2960,32778,32776
0.2970,32778,32775
0.2980,32778,32775
0.2990,32780,32775
0.3000,32778,32775
0.3010,32779,32774
0.3020,32778,32777
0.3030,32778,32775
0.3040,32779,32774
0.3050,32778,32776
0.3060,32779,32776
0.3070,32779,32774
0.3080,32780,32774
0.3090,32779,32773
0.3100,32777,32775
0.3110,32781,32776
0.3120,32780,32777
0.3130,32778,32774
0.3140,32777,32775
0.3150,32779,32774
0.3160,32779,32774
0.3170,32779,32776
0.3180,32780,32776
0.3190,32778,32775
0.3200,32779,32777
0.3210,32780,32775
0.3220,32778,32775
0.3230,32777,32777
0.3240,32779,32773
0.3250,32779,32774
0.3260,32778,32771
0.3270,32780,32774
0.3280,32779,32773
0.3290,32777,32775
0.3300,32775,32774
0.3310,32778,32773
0.3320,32777,32775
0.3330,32780,32773
0.3340,32779,32774
0.3350,32778,32774
0.3360,32777,32773
0.3370,32775,32774
0.3380,32777,32774
0.3390,32777,32775
0.3400,32780,32774
0.3410,32778,32774
0.3420,32781,32774
0.3430,32778,32773
0.3440,32780,32774
0.3450,32777,32773
0.3460,32777,32775
0.3470,32779,32774
0.3480,32777,32775
0.3490,32778,32774
0.3500,32778,32775
0.3510,32779,32776
0.3520,32781,32775
0.3530,32778,32777
0.3540,32778,32776
0.3550,32778,32777
0.3560,32780,32778
0.3570,32779,32775
0.3580,32779,32776
0.3590,32782,32774
0.3600,32778,32773
0.3610,32781,32773
0.3620,32779,32776
0.3630,32781,32775
0.3640,32777,32775
0.3650,32778,32775
0.3660,32777,32776
0.3670,32780,32775
0.3680,32779,32773
0.3690,32778,32773
0.3700,32777,32772
0.3710,32778,32774
0.3720,32778,32774
0.3730,32781,32778
0.3740,32779,32774
0.3750,32777,32777
0.3760,32777,32777
0.3770,32778,32777
0.3780,32779,32774
0.3790,32780,32776
0.3800,32778,32776
0.3810,32779,32778
0.3820,32777,32776
0.3830,32779,32777
0.3840,32778,32775
0.3850,32779,32774
0.3860,32779,32775
0.3870,32778,32773
0.3880,32778,32776
0.3890,32777,32777
0.3900,32779,32775
0.3910,32778,32774
0.3920,32780,32774
0.3930,32779,32774
0.3940,32779,32775
0.3950,32779,32774
0.3960,32779,32772
0.3970,32778,32774
0.3980,32781,32774
0.3990,32780,32775
0.4000,32780,32773
0.4010,32781,32773
0.4020,32778,32774
0.4030,32780,32778
0.4040,32779,32774
0.4050,32780,32778
0.4060,32781,32775
0.4070,32779,32776
0.4080,32781,32774
0.4090,32779,32773
0.4100,32779,32774
0.4110,32779,32776
0.4120,32779,32778
0.4130,32778,32775
0.4140,32778,32775
0.4150,32782,32773
0.4160,32780,32777
0.4170,32781,32775
0.4180,32778,32778
0.4190,32778,32776
0.4200,32780,32774
0.4210,32778,32773
0.4220,32781,32775
0.4230,32778,32775
0.4240,32780,32774
0.4250,32780,32774
0.4260,32779,32772
0.4270,32777,32774
0.4280,32779,32774
0.4290,32779,32773
0.4300,32779,32777
0.4310,32780,32779
0.4320,32779,32776
0.4330,32781,32775
0.4340,32781,32773
0.4350,32780,32775
0.4360,32781,32776
0.4370,32780,32775
0.4380,32780,32774
0.4390,32779,32775
0.4400,32782,32777
0.4410,32779,32774
0.4420,32777,32774
0.4430,32777,32774
0.4440,32778,32775
0.4450,32779,32772
0.4460,32781,32774
0.4470,32779,32777
0.4480,32778,32773
0.4490,32777,32774
0.4500,32782,32774
0.4510,32778,32776
0.4520,32778,32775
0.4530,32781,32773
0.4540,32777,32774
0.4550,32778,32774
0.4560,32781,32777
0.4570,32778,32774
0.4580,32777,32773
0.4590,32779,32774
0.4600,32780,32775
0.4610,32779,32774
0.4620,32778,32775
0.4630,32778,32776
0.4640,32780,32774
0.4650,32779,32776
0.4660,32778,32775
0.4670,32781,32773
0.4680,32781,32775
0.4690,32781,32775
0.4700,32777,32774
0.4710,32779,32775
0.4720,32779,32776
0.4730,32779,32775
0.4740,32779,32771
0.4750,32778,32777
0.4760,32779,32774
0.4770,32779,32772
0.4780,32779,32775
0.4790,32780,32775
0.4800,32779,32776
0.4810,32779,32774
0.4820,32780,32777
0.4830,32778,32774
0.4840,32778,32777
0.4850,32779,32776
0.4860,32778,32773
0.4870,32778,32776
0.4880,32782,32772
0.4890,32780,32774
0.4900,32778,32772
0.4910,32779,32775
0.4920,32777,32775
0.4930,32779,32776
0.4940,32779,32776
0.4950,32782,32774
0.4960,32780,32774
0.4970,32777,32777
0.4980,32779,32777
0.4990,32779,32773
0.5000,32779,32774
0.5010,32780,32774
0.5020,32780,32771
0.5030,32777,32772
0.5040,32781,32775
0.5050,32779,32775
0.5060,32779,32770
0.5070,32780,32773
0.5080,32779,32774
0.5090,32781,32776
0.5100,32779,32774
0.5110,32779,32773
0.5120,32779,32775
0.5130,32778,32775
0.5140,32780,32774
0.5150,32779,32776
0.5160,32780,32777
0.5170,32780,32775
0.5180,32780,32775
0.5190,32778,32774
0.5200,32779,32775
0.5210,32779,32774
0.5220,32778,32774
0.5230,32778,32776
0.5240,32781,32773
0.5250,32777,32775
0.5260,32778,32779
0.5270,32781,32778
0.5280,32779,32777
0.5290,32779,32776
0.5300,32779,32775
0.5310,32777,32775
0.5320,32778,32777
0.5330,32781,32774
0.5340,32782,32777
0.5350,32779,32775
0.5360,32778,32773
0.5370,32778,32775
0.5380,32779,32775
0.5390,32779,32773
0.5400,32779,32773
0.5410,32778,32770
0.5420,32779,32775
0.5430,32778,32774
0.5440,32780,32774
0.5450,32778,32775
0.5460,32781,32776
0.5470,32779,32777
0.5480,32780,32776
0.5490,32779,32775
0.5500,32780,32774
0.5510,32780,32775
0.5520,32778,32772
0.5530,32779,32771
0.5540,32779,32772
0.5550,32779,32772
0.5560,32781,32775
0.5570,32779,32775
0.5580,32779,32775
0.5590,32778,32774
0.5600,32779,32777
0.5610,32782,32773
0.5620,32781,32777
0.5630,32779,32775
0.5640,32778,32776
0.5650,32777,32775
0.5660,32778,32775
0.5670,32779,32774
0.5680,32779,32778
0.5690,32779,32776
0.5700,32779,32775
0.5710,32778,32774
0.5720,32779,32774
0.5730,32779,32776
0.5740,32778,32775
0.5750,32778,32773
0.5760,32780,32772
0.5770,32780,32776
0.5780,32778,32774
0.5790,32780,32775
0.5800,32777,32774
0.5810,32780,32775
0.5820,32779,32776
0.5830,32778,32773
0.5840,32777,32772
0.5850,32778,32776
0.5860,32779,32778
0.5870,32778,32774
0.5880,32780,32771
0.5890,32780,32774
0.5900,32777,32774
0.5910,32781,32777
0.5920,32779,32776
0.5930,32780,32775
0.5940,32779,32775
0.5950,32778,32774
0.5960,32781,32776
0.5970,32779,32777
0.5980,32779,32775
0.5990,32781,32774
0.6000,32782,32775
0.6010,32777,32772
0.6020,32779,32778
0.6030,32779,32772
0.6040,32780,32773
0.6050,32780,32773
0.6060,32778,32776
0.6070,32780,32777
0.6080,32778,32777
0.6090,32778,32774
0.6100,32778,32773
0.6110,32779,32775
0.6120,32779,32773
0.6130,32779,32776
0.6140,32779,32773
0.6150,32777,32775
0.6160,32778,32777
0.6170,32782,32776
0.6180,32779,32776
0.6190,32778,32774
0.6200,32781,32775
0.6210,32779,32775
0.6220,32780,32776
0.6230,32778,32775
0.6240,32779,32774
0.6250,32781,32775
0.6260,32779,32775
0.6270,32781,32774
0.6280,32778,32776
0.6290,32778,32779
0.6300,32778,32776
0.6310,32779,32770
0.6320,32779,32774
0.6330,32777,32774
0.6340,32782,32777
0.6350,32782,32775
0.6360,32778,32774
0.6370,32779,32775
0.6380,32778,32777
0.6390,32779,32773
0.6400,32780,32771
0.6410,32781,32775
0.6420,32778,32777
0.6430,32779,32774
0.6440,32779,32774
0.6450,32780,32775
0.6460,32778,32773
0.6470,32779,32774
0.6480,32778,32776
0.6490,32781,32775
0.6500,32778,32773
0.6510,32779,32773
0.6520,32780,32772
0.6530,32778,32777
0.6540,32780,32773
0.6550,32782,32773
0.6560,32780,32776
0.6570,32780,32773
0.6580,32779,32775
0.6590,32778,32774
0.6600,32778,32774
0.6610,32778,32776
0.6620,32782,32775
0.6630,32778,32772
0.6640,32778,32774
0.6650,32775,32774
0.6660,32780,32776
0.6670,32781,32774
0.6680,32780,32774
0.6690,32777,32776
0.6700,32781,32777
0.6710,32780,32778
0.6720,32777,32773
0.6730,32779,32775
0.6740,32781,32776
0.6750,32779,32776
0.6760,32780,32775
0.6770,32781,32777
0.6780,32780,32774
0.6790,32777,32775
0.6800,32779,32776
0.6810,32779,32776
0.6820,32777,32774
0.6830,32778,32774
0.6840,32781,32776
0.6850,32780,32775
0.6860,32780,32774
0.6870,32780,32775
0.6880,32782,32772
0.6890,32779,32773
0.6900,32776,32772
0.6910,32781,32774
0.6920,32781,32774
0.6930,32780,32775
0.6940,32781,32773
0.6950,32780,32773
0.6960,32780,32775
0.6970,32778,32775
0.6980,32781,32774
0.6990,32779,32773
0.7000,32779,32774
0.7010,32782,32772
0.7020,32778,32771
0.7030,32781,32771
0.7040,32778,32773
0.7050,32781,32773
0.7060,32781,32771
0.7070,32779,32774
0.7080,32780,32775
0.7090,32779,32775
0.7100,32779,32776
0.7110,32779,32777
0.7120,32780,32774
0.7130,32780,32773
0.7140,32778,32777
0.7150,32781,32772
0.7160,32776,32774
0.7170,32781,32774
0.7180,32779,32778
0.7190,32779,32776
0.7200,32781,32773
0.7210,32781,32775
0.7220,32780,32775
0.7230,32778,32775
0.7240,32779,32776
0.7250,32778,32775
0.7260,32781,32774
0.7270,32778,32778
0.7280,32782,32773
0.7290,32780,32775
0.7300,32778,32774
0.7310,32778,32773
0.7320,32779,32774
0.7330,32779,32776
0.7340,32780,32776
0.7350,32780,32774
0.7360,32779,32773
0.7370,32779,32772
0.7380,32778,32773
0.7390,32779,32772
0.7400,32779,32774
0.7410,32781,32776
0.7420,32778,32774
0.7430,32779,32775
0.7440,32781,32780
0.7450,32779,32775
0.7460,32778,32778
0.7470,32781,32776
0.7480,32779,32774
0.7490,32778,32777
0.7500,32779,32774
0.7510,32779,32775
0.7520,32779,32773
0.7530,32779,32776
0.7540,32780,32774
0.7550,32778,32774
0.7560,32779,32775
0.7570,32778,32773
0.7580,32780,32775
0.7590,32780,32773
0.7600,32779,32773
0.7610,32778,32775
0.7620,32778,32775
0.7630,32779,32774
0.7640,32779,32778
0.7650,32779,32775
0.7660,32780,32773
0.7670,32778,32775
0.7680,32779,32774
0.7690,32778,32778
0.7700,32780,32775
0.7710,32781,32775
0.7720,32780,32776
0.7730,32781,32777
0.7740,32779,32774
0.7750,32778,32774
0.7760,32779,32776
0.7770,32781,32778
0.7780,32781,32773
0.7790,32781,32774
0.7800,32783,32775
0.7810,32781,32775
0.7820,32779,32775
0.7830,32781,32776
0.7840,32781,32777
0.7850,32778,32777
0.7860,32779,32777
0.7870,32779,32777
0.7880,32780,32776
0.7890,32781,32776
0.7900,32777,32776
0.7910,32776,32776
0.7920,32782,32773
0.7930,32782,32774
0.7940,32781,32775
0.7950,32779,32772
0.7960,32781,32772
0.7970,32781,32771
0.7980,32778,32774
0.7990,32779,32773
0.8000,32779,32772
0.8010,32779,32772
0.8020,32777,32775
0.8030,32777,32777
0.8040,32780,32773
0.8050,32777,32777
0.8060,32779,32777
0.8070,32779,32776
0.8080,32778,32776
0.8090,32780,32775
0.8100,32783,32775
0.8110,32782,32772
0.8120,32780,32771
0.8130,32778,32773
0.8140,32779,32775
0.8150,32779,32774
0.8160,32779,32774
0.8170,32779,32770
0.8180,32779,32773
0.8190,32778,32775
0.8200,32780,32776
0.8210,32778,32773
0.8220,32778,32774
0.8230,32779,32774
0.8240,32779,32773
0.8250,32779,32775
0.8260,32779,32773
0.8270,32778,32773
0.8280,32778,32776
0.8290,32778,32776
0.8300,32779,32776
0.8310,32779,32774
0.8320,32779,32776
0.8330,32778,32775
0.8340,32780,32777
0.8350,32779,32778
0.8360,32780,32776
0.8370,32779,32774
0.8380,32777,32774
0.8390,32777,32777
0.8400,32779,32775
0.8410,32780,32776
0.8420,32779,32774
0.8430,32780,32774
0.8440,32779,32775
0.8450,32778,32776
0.8460,32777,32778
0.8470,32778,32775
0.8480,32779,32777
0.8490,32777,32777
0.8500,32778,32774
0.8510,32779,32775
0.8520,32780,32776
0.8530,32778,32774
0.8540,32781,32773
0.8550,32781,32773
0.8560,32779,32772
0.8570,32779,32771
0.8580,32779,32774
0.8590,32779,32774
0.8600,32780,32775
0.8610,32778,32777
0.8620,32778,32779
0.8630,32779,32777
0.8640,32781,32773
0.8650,32780,32772
0.8660,32782,32774
0.8670,32778,32775
0.8680,32779,32774
0.8690,32778,32775
0.8700,32777,32775
0.8710,32777,32773
0.8720,32779,32771
0.8730,32779,32776
0.8740,32777,32772
0.8750,32777,32776
0.8760,32779,32771
0.8770,32779,32773
0.8780,32779,32770
0.8790,32780,32775
0.8800,32780,32772
0.8810,32779,32778
0.8820,32780,32775
0.8830,32780,32775
0.8840,32781,32777
0.8850,32779,32776
0.8860,32777,32777
0.8870,32781,32777
0.8880,32779,32774
0.8890,32779,32776
0.8900,32779,32777
0.8910,32779,32771
0.8920,32779,32775
0.8930,32780,32775
0.8940,32777,32774
0.8950,32778,32774
0.8960,32779,32775
0.8970,32778,32774
0.8980,32779,32777
0.8990,32779,32774
0.9000,32779,32774
0.9010,32779,32776
0.9020,32779,32775
0.9030,32777,32773
0.9040,32778,32774
0.9050,32779,32773
0.9060,32777,32778
0.9070,32777,32774
0.9080,32778,32773
0.9090,32778,32779
0.9100,32780,32778
0.9110,32780,32777
0.9120,32778,32773
0.9130,32780,32773
0.9140,32778,32777
0.9150,32778,32775
0.9160,32780,32774
0.9170,32780,32774
0.9180,32778,32776
0.9190,32778,32777
0.9200,32779,32775
0.9210,32780,32774
0.9220,32780,32775
0.9230,32778,32774
0.9240,32778,32776
0.9250,32778,32773
0.9260,32778,32775
0.9270,32779,32774
0.9280,32779,32772
0.9290,32779,32772
0.9300,32778,32774
0.9310,32780,32773
0.9320,32780,32777
0.9330,32779,32775
0.9340,32782,32773
0.9350,32782,32779
0.9360,32779,32777
0.9370,32780,32774
0.9380,32777,32774
0.9390,32778,32778
0.9400,32778,32776
0.9410,32779,32776
0.9420,32780,32777
0.9430,32778,32773
0.9440,32779,32775
0.9450,32778,32773
0.9460,32779,32774
0.9470,32779,32775
0.9480,32779,32775
0.9490,32776,32773
0.9500,32779,32774
0.9510,32778,32772
0.9520,32778,32773
0.9530,32779,32774
0.9540,32780,32777
0.9550,32779,32776
0.9560,32780,32772
0.9570,32780,32774
0.9580,32776,32773
0.9590,32778,32777
0.9600,32781,32777
0.9610,32779,32778
0.9620,32779,32776
0.9630,32779,32771
0.9640,32782,32772
0.9650,32780,32776
0.9660,32780,32775
0.9670,32778,32774
0.9680,32780,32775
0.9690,32781,32777
0.9700,32779,32772
0.9710,32780,32773
0.9720,32779,32775
0.9730,32781,32774
0.9740,32779,32774
0.9750,32779,32777
0.9760,32777,32773
0.9770,32778,32775
0.9780,32779,32772
0.9790,32778,32774
0.9800,32778,32776
0.9810,32781,32776
0.9820,32780,32775
0.9830,32777,32776
0.9840,32778,32777
0.9850,32778,32771
0.9860,32778,32770
0.9870,32779,32773
0.9880,32776,32778
0.9890,32779,32778
0.9900,32777,32775
0.9910,32779,32773
0.9920,32779,32773
0.9930,32777,32772
0.9940,32777,32772
0.9950,32779,32776
0.9960,32777,32772
0.9970,32780,32774
0.9980,32779,32775
0.9990,32779,32777
1.0000,32779,32773
1.0010,32777,32775
1.0020,32778,32774
1.0030,32778,32776
1.0040,32781,32774
1.0050,32782,32776
1.0060,32780,32773
1.0070,32776,32772
1.0080,32776,32774
1.0090,32776,32772
1.0100,32781,32774
1.0110,32780,32777
1.0120,32779,32776
1.0130,32776,32772
1.0140,32779,32772
1.0150,32778,32772
1.0160,32782,32776
1.0170,32779,32772
1.0180,32779,32776
1.0190,32779,32773
1.0200,32779,32771
1.0210,32778,32774
1.0220,32778,32773
1.0230,32779,32774
1.0240,32779,32773
1.0250,32778,32774
1.0260,32779,32773
1.0270,32777,32777
1.0280,32779,32773
1.0290,32776,32774
1.0300,32782,32774
1.0310,32781,32774
1.0320,32779,32772
1.0330,32778,32775
1.0340,32780,32771
1.0350,32779,32776
1.0360,32781,32773
1.0370,32779,32777
1.0380,32778,32774
1.0390,32778,32774
1.0400,32778,32775
1.0410,32781,32775
1.0420,32781,32775
1.0430,32778,32775
1.0440,32781,32777
1.0450,32781,32774
1.0460,32780,32773
1.0470,32778,32775
1.0480,32781,32775
1.0490,32778,32776
1.0500,32776,32775
1.0510,32779,32773
1.0520,32778,32776
1.0530,32780,32777
1.0540,32781,32773
1.0550,32778,32775
1.0560,32777,32776
1.0570,32778,32775
1.0580,32778,32774
1.0590,32781,32773
1.0600,32781,32777
1.0610,32780,32775
1.0620,32776,32777
1.0630,32779,32776
1.0640,32779,32774
1.0650,32778,32774
1.0660,32779,32774
1.0670,32780,32774
1.0680,32779,32774
1.0690,32781,32777
1.0700,32779,32774
1.0710,32780,32776
1.0720,32779,32777
1.0730,32777,32775
1.0740,32778,32776
1.0750,32779,32778
1.0760,32781,32776
1.0770,32780,32777
1.0780,32779,32775
1.0790,32779,32773
1.0800,32778,32771
1.0810,32777,32772
1.0820,32779,32773
1.0830,32779,32771
1.0840,32777,32775
1.0850,32777,32774
1.0860,32778,32773
1.0870,32780,32774
1.0880,32778,32773
1.0890,32778,32775
1.0900,32782,32775
1.0910,32780,32777
1.0920,32781,32777
1.0930,32779,32777
1.0940,32779,32775
1.0950,32782,32774
1.0960,32779,32776
1.0970,32779,32775
1.0980,32779,32775
1.0990,32781,32772
1.1000,32780,32774
1.1010,32779,32777
1.1020,32779,32776
1.1030,32779,32772
1.1040,32778,32772
1.1050,32778,32772
1.1060,32779,32778
1.1070,32779,32774
1.1080,32780,32772
1.1090,32779,32776
1.1100,32779,32774
1.1110,32778,32774
1.1120,32779,32774
1.1130,32780,32773
1.1140,32778,32775
1.1150,32779,32775
1.1160,32777,32771
1.1170,32776,32771
1.1180,32778,32777
1.1190,32780,32772
1.1200,32780,32773
1.1210,32781,32772
1.1220,32781,32772
1.1230,32779,32775
1.1240,32778,32776
1.1250,32777,32773
1.1260,32779,32771
1.1270,32777,32775
1.1280,32779,32775
1.1290,32778,32775
1.1300,32779,32775
1.1310,32780,32775
1.1320,32781,32774
1.1330,32780,32773
1.1340,32782,32772
1.1350,32782,32775
1.1360,32778,32776
1.1370,32779,32775
1.1380,32780,32777
1.1390,32779,32775
1.1400,32778,32778
1.1410,32777,32775
1.1420,32779,32777
1.1430,32779,32775
1.1440,32779,32776
1.1450,32777,32775
1.1460,32778,32777
1.1470,32779,32774
1.1480,32779,32775
1.1490,32778,32777
1.1500,32777,32778
1.1510,32778,32775
1.1520,32779,32774
1.1530,32780,32776
1.1540,32779,32777
1.1550,32780,32775
1.1560,32779,32774
1.1570,32779,32770
1.1580,32779,32775
1.1590,32778,32775
1.1600,32779,32775
1.1610,32778,32773
1.1620,32778,32777
1.1630,32777,32775
1.1640,32779,32777
1.1650,32780,32775
1.1660,32779,32777
1.1670,32778,32772
1.1680,32780,32777
1.1690,32778,32774
1.1700,32776,32774
1.1710,32780,32773
1.1720,32777,32774
1.1730,32779,32775
1.1740,32778,32778
1.1750,32778,32776
1.1760,32779,32775
1.1770,32779,32775
1.1780,32777,32775
1.1790,32780,32769
1.1800,32778,32773
1.1810,32780,32774
1.1820,32778,32772
1.1830,32780,32776
1.1840,32778,32774
1.1850,32778,32771
1.1860,32777,32775
1.1870,32778,32774
1.1880,32781,32777
1.1890,32780,32772
1.1900,32779,32773
1.1910,32779,32777
1.1920,32778,32776
1.1930,32777,32776
1.1940,32778,32774
1.1950,32777,32777
1.1960,32779,32774
1.1970,32778,32774
1.1980,32779,32775
1.1990,32779,32772
1.2000,32780,32774
1.2010,32778,32778
1.2020,32779,32775
1.2030,32779,32774
1.2040,32778,32776
1.2050,32779,32775
1.2060,32778,32775
1.2070,32778,32774
1.2080,32778,32773
1.2090,32779,32772
1.2100,32780,32773
1.2110,32781,32773
1.2120,32776,32774
1.2130,32778,32776
1.2140,32779,32777
1.2150,32780,32773
1.2160,32779,32772
1.2170,32779,32772
1.2180,32779,32775
1.2190,32779,32776
1.2200,32779,32775
1.2210,32779,32774
1.2220,32779,32772
1.2230,32779,32774
1.2240,32779,32775
1.2250,32778,32773
1.2260,32778,32775
1.2270,32778,32771
1.2280,32777,32775
1.2290,32779,32771
1.2300,32779,32774
1.2310,32780,32774
1.2320,32780,32772
1.2330,32777,32771
1.2340,32779,32775
1.2350,32778,32774
1.2360,32780,32774
1.2370,32779,32777
1.2380,32781,32772
1.2390,32780,32772
1.2400,32779,32774
1.2410,32782,32777
1.2420,32780,32774
1.2430,32779,32771
1.2440,32778,32778
1.2450,32778,32774
1.2460,32778,32774
1.2470,32780,32774
1.2480,32780,32775
1.2490,32779,32772
1.2500,32777,32774
1.2510,32777,32774
1.2520,32781,32776
1.2530,32779,32777
1.2540,32781,32774
1.2550,32779,32773
1.2560,32782,32774
1.2570,32781,32778
1.2580,32777,32777
1.2590,32777,32773
1.2600,32775,32774
1.2610,32778,32772
1.2620,32781,32772
1.2630,32783,32778
1.2640,32783,32778
1.2650,32779,32777
1.2660,32775,32769
1.2670,32775,32766
1.2680,32779,32766
1.2690,32781,32777
