time,CH0_hat1,CH1_hat1,CH2_hat1,CH3_hat1,CH4_hat1,CH5_hat1,CH0_hat2,CH1_hat2,CH2_hat2,CH3_hat2,CH4_hat2,CH5_hat2
0.3280,32012,32156,32253,33253,31817,32279,32753,32939,33239,34280,32927,33399
0.3290,32329,32366,32441,33422,31884,32306,33302,33443,33802,34833,33404,33849
0.3300,32353,32456,32563,33542,32027,32457,33593,33689,33933,34980,33588,34040
0.3310,32269,32401,32512,33517,32110,32579,33616,33709,33841,34899,33590,34064
0.3320,32331,32407,32468,33468,32086,32567,33543,33651,33740,34793,33534,34034
0.3330,32461,32486,32492,33471,32040,32495,33460,33533,33557,34613,33387,33889
0.3340,32328,32415,32427,33408,32027,32494,33304,33374,33334,34375,33181,33691
0.3350,32230,32324,32338,33330,32005,32494,33128,33198,33133,34172,32971,33469
0.3360,32346,32353,32313,33279,31879,32339,32969,33042,32974,33997,32777,33271
0.3370,32174,32265,32257,33235,31873,32348,32768,32848,32778,33805,32586,33076
0.3380,32163,32223,32207,33182,31821,32296,32426,32459,32259,33303,32127,32617
0.3390,31964,32045,31999,32991,31704,32204,31805,31907,31667,32721,31670,32213
0.3400,32120,32082,31951,32899,31503,31955,31614,31703,31549,32576,31459,31984
0.3410,31961,32032,31965,32915,31495,31947,31654,31741,31690,32698,31453,31932
0.3420,31895,31988,31983,32951,31526,31979,31632,31765,31792,32816,31555,32024
0.3430,32042,32068,32041,32998,31494,31919,31675,31831,31931,32970,31722,32203
0.3440,32135,32164,32141,33092,31510,31904,31847,31991,32136,33179,31925,32406
0.3450,31941,32084,32148,33130,31632,32067,31905,32084,32267,33327,32139,32653
0.3460,31921,32051,32132,33133,31703,32167,32167,32282,32443,33492,32298,32800
0.3470,31961,32063,32141,33144,31753,32233,32310,32450,32627,33687,32506,33016
0.3480,31927,32050,32148,33156,31842,32342,32787,32913,33186,34214,32914,33390
0.3490,32043,32152,32278,33283,31968,32467,33269,33414,33754,34778,33410,33863
0.3500,32238,32311,32414,33407,32064,32545,33449,33585,33850,34905,33626,34107
0.3510,32164,32285,32393,33398,32143,32647,33559,33638,33775,34830,33596,34094
0.3520,32362,32382,32412,33398,32084,32566,33491,33587,33671,34722,33550,34066
0.3530,32356,32408,32420,33392,32068,32545,33442,33504,33517,34555,33390,33908
0.3540,32405,32433,32406,33371,31998,32456,33323,33372,33317,34348,33170,33677
0.3550,32374,32415,32383,33350,31950,32400,33109,33185,33124,34150,32975,33482
0.3560,32308,32366,32336,33302,31897,32354,32962,33028,32959,33985,32778,33271
0.3570,32246,32318,32294,33257,31854,32312,32758,32840,32773,33802,32598,33087
0.3580,32338,32347,32294,33245,31765,32198,32339,32400,32212,33258,32144,32661
0.3590,32029,32131,32079,33053,31688,32160,31935,31962,31685,32721,31633,32147
0.3600,31947,32007,31931,32904,31550,32033,31648,31748,31582,32592,31447,31953
0.3610,31737,31866,31862,32852,31564,32075,31545,31691,31677,32693,31494,31991
0.3620,31974,31984,31948,32913,31509,31971,31552,31696,31741,32774,31580,32077
0.3630,31968,32024,32005,32962,31518,31962,31644,31795,31901,32933,31735,32238
0.3640,31797,31939,31990,32976,31612,32086,31837,31968,32105,33138,31922,32414
0.3650,31971,32031,32072,33056,31643,32099,32047,32165,32310,33352,32111,32593
0.3660,31909,32020,32082,33075,31715,32192,32275,32382,32513,33546,32275,32745
0.3670,32059,32113,32153,33139,31731,32188,32382,32538,32713,33748,32495,32977
0.3680,32078,32162,32214,33198,31802,32260,32712,32893,33200,34240,32941,33430
0.3690,32095,32225,32342,33340,31962,32433,33237,33384,33747,34779,33431,33898
0.3700,32239,32334,32453,33454,32076,32545,33723,33748,33947,34968,33557,33980
0.3710,32295,32376,32457,33462,32111,32584,33532,33674,33830,34887,33604,34086
0.3720,32216,32326,32397,33405,32143,32648,33666,33708,33764,34807,33497,33965
0.3730,32322,32366,32387,33373,32088,32583,33526,33602,33607,34638,33363,33844
0.3740,32276,32337,32339,33315,32036,32530,33275,33374,33350,34398,33179,33682
0.3750,32517,32471,32395,33335,31907,32339,33109,33185,33133,34170,32962,33467
0.3760,32313,32388,32352,33299,31889,32336,32984,33049,32982,34008,32775,33270
0.3770,32325,32369,32336,33285,31836,32274,32853,32909,32819,33840,32567,33038
0.3780,32190,32274,32255,33216,31798,32255,32407,32463,32262,33306,32115,32603
0.3790,32041,32112,32059,33042,31684,32161,31922,31981,31717,32763,31632,32140
0.3800,31944,32003,31934,32908,31575,32064,31728,31805,31633,32644,31423,31911
0.3810,31987,32016,31949,32907,31496,31955,31656,31782,31747,32752,31453,31921
0.3820,31755,31896,31921,32911,31569,32052,31687,31816,31846,32867,31552,32008
0.3830,31897,31950,31951,32929,31549,32022,31665,31844,31960,33001,31726,32209
0.3840,31776,31904,31955,32951,31631,32120,32049,32120,32227,33247,31861,32302
0.3850,31884,31958,32005,32997,31653,32137,32371,32427,32516,33516,32013,32408
0.3860,32030,32075,32095,33063,31675,32132,32258,32452,32633,33687,32276,32717
0.3870,32002,32095,32139,33122,31749,32213,32336,32530,32746,33810,32512,33005
0.3880,32021,32116,32180,33167,31803,32275,32698,32893,33227,34283,32966,33466
0.3890,32137,32236,32340,33318,31937,32403,33267,33409,33775,34814,33444,33917
0.3900,32258,32349,32468,33459,32060,32522,33533,33633,33883,34936,33613,34085
0.3910,32282,32373,32462,33459,32113,32587,33669,33722,33833,34884,33577,34044
0.3920,32355,32411,32446,33431,32087,32559,33535,33648,33726,34776,33548,34048
0.3930,32330,32400,32430,33412,32077,32553,33548,33591,33585,34618,33367,33852
0.3940,32458,32462,32435,33396,31986,32437,33281,33371,33337,34372,33176,33680
0.3950,32393,32437,32411,33371,31936,32381,33096,33179,33133,34167,32974,33484
0.3960,32226,32327,32330,33306,31929,32396,32943,33017,32957,33986,32784,33290
0.3970,32333,32353,32312,33268,31828,32275,32750,32834,32767,33789,32604,33106
0.3980,32406,32404,32325,33258,31734,32147,32287,32360,32178,33241,32158,32685
0.3990,32211,32261,32166,33115,31616,32042,31911,31942,31671,32708,31635,32158
0.4000,32024,32098,32018,32977,31513,31960,31620,31719,31556,32576,31457,31967
0.4010,31760,31913,31930,32916,31557,32052,31558,31694,31673,32682,31492,31990
0.4020,31925,31970,31966,32935,31517,31990,31714,31799,31802,32818,31542,31999
0.4030,31924,31993,31992,32966,31525,31982,31693,31857,31952,32983,31729,32205
0.4040,31909,32001,32040,33021,31591,32047,31821,31984,32139,33179,31935,32421
0.4050,31900,32002,32053,33045,31646,32111,31985,32133,32307,33357,32135,32632
0.4060,31926,32026,32088,33090,31715,32187,32255,32352,32495,33539,32289,32770
0.4070,31969,32058,32113,33111,31757,32238,32479,32584,32733,33760,32469,32937
0.4080,32050,32126,32184,33174,31814,32291,32861,33006,33278,34295,32912,33361
0.4090,32190,32277,32368,33338,31942,32399,33197,33398,33782,34824,33460,33928
0.4100,32222,32337,32462,33448,32077,32543,33393,33544,33838,34911,33665,34175
0.4110,32324,32389,32463,33457,32093,32562,33443,33548,33710,34795,33649,34185
0.4120,32365,32428,32462,33435,32086,32562,33530,33584,33649,34704,33545,34067
0.4130,32321,32398,32428,33407,32072,32553,33525,33557,33539,34565,33368,33865
0.4140,32390,32424,32416,33382,32005,32468,33248,33336,33296,34341,33187,33699
0.4150,32299,32367,32355,33321,31963,32435,33120,33178,33103,34138,32960,33460
0.4160,32315,32360,32336,33299,31902,32364,32847,32958,32910,33949,32815,33335
0.4170,32123,32225,32229,33210,31885,32370,32667,32761,32706,33737,32632,33160
0.4180,32194,32233,32201,33174,31802,32274,32297,32342,32150,33189,32147,32681
0.4190,32123,32153,32058,33024,31657,32128,31811,31870,31617,32658,31662,32208
0.4200,32074,32092,31979,32930,31520,31974,31507,31627,31484,32520,31493,32041
0.4210,31748,31900,31899,32882,31568,32063,31595,31683,31635,32647,31491,31988
0.4220,31949,31974,31952,32919,31515,31976,31511,31669,31712,32738,31604,32110
0.4230,31950,32014,32001,32966,31534,31987,31674,31796,31883,32915,31734,32227
0.4240,31841,31964,32008,32997,31621,32091,32025,32091,32178,33185,31871,32317
0.4250,32034,32074,32093,33067,31627,32074,32119,32257,32393,33414,32091,32543
0.4260,32033,32115,32147,33120,31688,32134,32136,32320,32507,33559,32321,32816
0.4270,32285,32280,32272,33226,31672,32066,32400,32519,32695,33742,32497,32984
0.4280,32238,32318,32343,33303,31744,32150,32719,32902,33215,34255,32965,33452
0.4290,32267,32386,32490,33463,31904,32321,33259,33403,33760,34796,33454,33921
0.4300,32416,32494,32607,33589,32004,32415,33511,33615,33858,34923,33630,34103
0.4310,32498,32560,32626,33604,32037,32448,33544,33639,33773,34830,33609,34111
0.4320,32545,32598,32626,33596,32029,32443,33546,33624,33694,34744,33546,34050
0.4330,32639,32653,32644,33598,31975,32363,33416,33499,33515,34558,33404,33927
0.4340,32421,32533,32556,33538,31994,32423,33302,33352,33300,34329,33164,33673
0.4350,32327,32424,32451,33446,31964,32420,33079,33161,33104,34130,32977,33492
0.4360,32267,32347,32360,33344,31916,32388,32970,33029,32956,33976,32775,33276
0.4370,32240,32305,32299,33285,31867,32337,32684,32794,32735,33769,32607,33118
0.4380,32193,32260,32241,33220,31816,32288,32371,32399,32193,33237,32125,32633
0.4390,32164,32182,32090,33057,31640,32101,31810,31891,31640,32685,31654,32197
0.4400,32026,32078,31985,32932,31523,31991,31635,31716,31551,32564,31451,31965
0.4410,31807,31933,31925,32905,31547,32036,31479,31639,31632,32657,31518,32033
0.4420,31932,31980,31967,32932,31518,31980,31666,31753,31771,32782,31561,32042
0.4430,31904,31986,31994,32970,31544,32002,31699,31847,31938,32970,31743,32224
0.4440,31877,31977,32014,32997,31604,32068,31916,32036,32156,33185,31911,32375
0.4450,31986,32051,32087,33068,31642,32097,32130,32243,32374,33412,32097,32550
0.4460,31863,32001,32076,33076,31746,32231,32266,32403,32553,33584,32288,32759
0.4470,31918,32018,32092,33093,31791,32285,32428,32565,32738,33782,32494,32970
0.4480,32220,32212,32214,33182,31754,32198,32858,33006,33295,34313,32933,33392
0.4490,32152,32278,32383,33362,31947,32397,33385,33516,33861,34879,33415,33842
0.4500,32207,32328,32473,33471,32085,32551,33578,33696,33946,35000,33609,34054
0.4510,32439,32460,32506,33490,32061,32506,33730,33780,33888,34943,33563,34008
0.4520,32207,32348,32427,33429,32132,32632,33521,33654,33748,34810,33536,34033
0.4530,32250,32330,32383,33381,32116,32626,33425,33516,33550,34609,33393,33910
0.4540,32430,32420,32392,33360,31999,32462,33398,33426,33368,34399,33146,33638
0.4550,32274,32349,32333,33300,31963,32438,33198,33260,33185,34213,32944,33425
0.4560,32431,32418,32358,33303,31853,32286,32900,33014,32965,34011,32794,33292
0.4570,32214,32310,32293,33264,31851,32302,32666,32777,32737,33780,32611,33130
0.4580,32197,32260,32234,33208,31790,32251,32370,32391,32190,33245,32117,32628
0.4590,32024,32100,32043,33012,31672,32159,31930,31962,31678,32718,31611,32124
0.4600,31946,31999,31913,32886,31557,32046,31665,31762,31596,32611,31437,31939
0.4610,31872,31953,31914,32879,31535,32018,31651,31770,31733,32738,31479,31953
0.4620,31947,31993,31967,32928,31510,31966,31552,31728,31795,32821,31601,32098
0.4630,31907,31992,31989,32955,31540,31994,31625,31785,31901,32962,31761,32262
0.4640,31849,31961,32010,32993,31615,32086,31879,31998,32128,33168,31936,32424
0.4650,31846,31954,32026,33025,31678,32162,31962,32126,32297,33353,32159,32671
0.4660,31873,31974,32045,33045,31741,32238,32162,32295,32463,33510,32324,32836
0.4670,31899,31998,32064,33064,31795,32297,32533,32597,32721,33742,32467,32933
0.4680,32066,32114,32147,33128,31801,32280,32801,32984,33275,34290,32962,33432
0.4690,32217,32285,32368,33339,31932,32380,33260,33426,33795,34824,33450,33911
0.4700,32114,32275,32420,33422,32115,32602,33493,33610,33869,34931,33642,34120
0.4710,32188,32283,32386,33395,32147,32654,33558,33650,33790,34848,33626,34129
0.4720,32355,32380,32409,33388,32099,32586,33503,33596,33673,34731,33553,34066
0.4730,32388,32427,32425,33389,32059,32535,33349,33447,33476,34532,33417,33953
0.4740,32217,32319,32345,33334,32061,32556,33190,33267,33238,34288,33209,33753
0.4750,32378,32378,32336,33296,31934,32399,33038,33105,33043,34077,32998,33533
0.4760,32288,32346,32311,33260,31889,32351,32991,33021,32924,33932,32762,33255
0.4770,32199,32275,32261,33227,31861,32333,32872,32908,32796,33798,32551,33015
0.4780,32188,32241,32215,33176,31803,32269,32355,32425,32221,33262,32121,32616
0.4790,32076,32121,32044,33019,31665,32136,31904,31953,31686,32731,31619,32126
0.4800,32068,32081,31969,32927,31519,31974,31635,31744,31592,32611,31450,31959
0.4810,31955,32030,31970,32925,31496,31947,31590,31725,31703,32711,31501,31991
0.4820,31884,31982,31978,32946,31527,31985,31667,31783,31813,32829,31566,32040
0.4830,31965,32024,32025,32994,31534,31976,31822,31929,32000,33018,31686,32135
0.4840,31770,31927,31995,32983,31639,32128,31859,32034,32186,33223,31931,32406
0.4850,31754,31886,31980,32994,31710,32221,32042,32190,32357,33399,32141,32623
0.4860,31777,31895,31985,32992,31779,32310,32164,32317,32492,33548,32331,32832
0.4870,31974,32017,32054,33045,31777,32276,32325,32473,32659,33714,32527,33043
0.4880,32019,32090,32125,33101,31818,32306,32691,32872,33192,34230,33002,33512
0.4890,32101,32203,32301,33281,31961,32436,33128,33310,33698,34745,33511,34025
0.4900,32535,32504,32540,33487,31993,32381,33370,33491,33755,34821,33673,34201
0.4910,32554,32593,32612,33558,32021,32409,33573,33609,33714,34773,33614,34120
0.4920,32486,32566,32594,33558,32043,32455,33568,33629,33678,34710,33537,34044
0.4930,32621,32630,32614,33565,31976,32368,33408,33493,33500,34540,33394,33908
0.4940,32401,32510,32531,33509,32002,32432,33248,33316,33274,34316,33184,33702
0.4950,32382,32447,32447,33427,31937,32381,33130,33176,33098,34122,32964,33467
0.4960,32520,32511,32460,33415,31834,32239,33010,33059,32972,33980,32752,33230
0.4970,32289,32392,32382,33357,31842,32279,32679,32801,32747,33781,32613,33116
0.4980,32193,32286,32290,33275,31811,32267,32320,32371,32173,33220,32133,32656
0.4990,32235,32235,32148,33114,31625,32070,31953,31967,31677,32705,31605,32115
0.5000,31913,32020,31966,32951,31560,32041,31612,31728,31577,32597,31452,31956
0.5010,31775,31897,31899,32894,31562,32066,31836,31875,31792,32767,31417,31849
0.5020,32096,32068,32012,32962,31473,31903,31658,31829,31874,32889,31561,32009
0.5030,32067,32120,32088,33035,31495,31909,31746,31896,32001,33038,31714,32178
0.5040,32181,32210,32182,33124,31506,31890,31940,32075,32210,33252,31916,32373
0.5050,31978,32125,32186,33162,31628,32050,32115,32254,32410,33449,32116,32583
0.5060,31925,32064,32160,33166,31717,32178,32367,32463,32601,33639,32260,32704
0.5070,32029,32113,32178,33179,31751,32217,32457,32608,32782,33830,32478,32942
0.5080,32084,32168,32231,33229,31796,32258,32753,32958,33282,34331,32974,33452
0.5090,32233,32315,32416,33398,31923,32369,33182,33372,33767,34830,33484,33971
0.5100,32399,32462,32552,33524,32019,32443,33393,33530,33806,34889,33663,34181
0.5110,32564,32585,32619,33583,32017,32418,33518,33591,33729,34797,33627,34152
0.5120,32431,32533,32580,33557,32061,32492,33646,33671,33699,34730,33513,34006
0.5130,32362,32460,32513,33510,32068,32530,33520,33581,33566,34592,33369,33857
0.5140,32481,32504,32490,33468,31984,32423,33286,33368,33326,34354,33164,33665
0.5150,32434,32481,32457,33424,31927,32366,32982,33108,33084,34130,32998,33536
0.5160,32329,32404,32388,33354,31887,32336,32897,32964,32907,33946,32800,33321
0.5170,32220,32314,32315,33291,31861,32327,32668,32761,32700,33749,32618,33137
0.5180,32276,32312,32278,33243,31772,32223,32375,32389,32165,33207,32102,32616
0.5190,32393,32343,32206,33135,31580,31974,31856,31916,31643,32685,31636,32160
0.5200,31988,32106,32039,32993,31533,31977,31590,31701,31555,32571,31474,31996
0.5210,31877,31986,31975,32952,31517,31986,31618,31724,31686,32693,31485,31971
0.5220,31866,31961,31982,32966,31542,32011,31700,31803,31821,32831,31552,32011
0.5230,31809,31920,31965,32965,31589,32073,31661,31840,31956,32988,31754,32239
0.5240,31762,31885,31956,32965,31653,32156,31777,31948,32119,33169,31966,32472
0.5250,32267,32187,32143,33097,31615,31982,32200,32258,32377,33401,32100,32564
0.5260,32054,32166,32186,33155,31683,32107,32211,32367,32531,33572,32317,32799
0.5270,32273,32292,32286,33240,31671,32064,32374,32522,32708,33757,32527,33025
0.5280,32055,32210,32292,33276,31804,32246,32848,32983,33275,34305,32960,33427
0.5290,32183,32299,32432,33425,31953,32404,33293,33454,33811,34836,33459,33921
0.5300,32276,32384,32515,33517,32072,32529,33561,33658,33899,34950,33629,34090
0.5310,32367,32433,32515,33515,32092,32551,33569,33664,33804,34867,33609,34100
0.5320,32472,32505,32527,33509,32058,32505,33609,33670,33728,34774,33526,34016
0.5330,32296,32412,32461,33460,32088,32564,33486,33558,33563,34606,33381,33872
0.5340,32209,32314,32354,33358,32068,32578,33223,33323,33298,34351,33182,33700
0.5350,32266,32309,32310,33298,31993,32491,33056,33136,33084,34134,32983,33507
0.5360,32179,32252,32241,33225,31935,32436,32833,32939,32899,33938,32816,33353
0.5370,32279,32295,32252,33200,31842,32317,32679,32755,32691,33737,32614,33137
0.5380,32219,32266,32226,33181,31793,32256,32330,32355,32138,33181,32127,32653
0.5390,31926,32036,31995,32982,31715,32215,31959,31966,31669,32685,31595,32101
0.5400,31899,31945,31869,32851,31576,32077,31727,31805,31625,32631,31425,31903
0.5410,31905,31950,31888,32848,31511,31992,31533,31706,31707,32721,31509,32000
0.5420,31852,31936,31930,32894,31543,32018,31562,31708,31770,32810,31601,32099
0.5430,31789,31895,31927,32909,31592,32073,31766,31874,31957,32987,31732,32207
0.5440,31951,31994,32007,32981,31594,32056,31919,32051,32177,33210,31934,32400
0.5450,31773,31922,31996,32996,31711,32208,32140,32258,32399,33423,32113,32577
0.5460,31956,32013,32058,33048,31726,32211,32268,32406,32561,33598,32310,32778
0.5470,32032,32094,32126,33111,31758,32229,32320,32502,32701,33758,32536,33042
0.5480,32045,32131,32181,33155,31811,32285,32744,32918,33236,34279,33008,33506
0.5490,32140,32245,32361,33342,31966,32434,33319,33440,33791,34822,33454,33919
0.5500,32194,32310,32447,33442,32107,32584,33683,33732,33939,34975,33583,34020
0.5510,32448,32457,32497,33474,32064,32510,33632,33731,33854,34905,33597,34071
0.5520,32566,32573,32556,33503,32026,32443,33557,33661,33742,34797,33541,34034
0.5530,32566,32603,32579,33524,32001,32407,33379,33489,33522,34582,33408,33936
0.5540,32294,32431,32468,33446,32029,32487,33231,33305,33276,34328,33182,33711
0.5550,32328,32390,32394,33378,31959,32424,32995,33093,33053,34101,32997,33539
0.5560,32179,32283,32304,33296,31947,32435,32837,32923,32872,33911,32816,33354
0.5570,32339,32340,32300,33266,31832,32285,32677,32752,32685,33722,32618,33143
0.5580,32254,32308,32265,33228,31790,32238,32234,32295,32098,33149,32140,32688
0.5590,32324,32296,32162,33100,31591,32003,31819,31858,31587,32627,31641,32189
0.5600,31987,32087,32007,32971,31527,31976,31560,31666,31514,32533,31485,32016
0.5610,32012,32066,32015,32972,31480,31920,31654,31734,31682,32676,31472,31952
0.5620,32016,32079,32061,33028,31496,31921,31673,31786,31808,32817,31555,32014
0.5630,31932,32036,32054,33031,31531,31969,31647,31826,31941,32981,31752,32240
0.5640,32218,32205,32176,33126,31508,31882,31865,32001,32144,33184,31944,32431
0.5650,32100,32204,32233,33196,31591,31995,32015,32160,32327,33376,32152,32652
0.5660,32029,32162,32238,33216,31697,32133,32214,32335,32489,33542,32322,32812
0.5670,32107,32191,32252,33246,31737,32179,32414,32540,32709,33749,32515,33005
0.5680,32227,32283,32322,33305,31764,32189,32857,33000,33288,34309,32974,33443
0.5690,32209,32337,32463,33453,31935,32372,33241,33419,33788,34833,33493,33960
0.5700,32309,32417,32550,33547,32059,32508,33531,33628,33868,34920,33631,34107
0.5710,32499,32531,32585,33568,32055,32484,33487,33606,33759,34826,33641,34161
0.5720,32390,32487,32543,33536,32080,32532,33537,33606,33674,34722,33551,34067
0.5730,32445,32498,32516,33497,32041,32491,33371,33460,33477,34524,33398,33933
0.5740,32366,32443,32460,33447,32022,32485,33288,33329,33274,34309,33170,33686
0.5750,32222,32326,32351,33348,32000,32487,33186,33225,33134,34148,32941,33431
0.5760,32267,32314,32300,33287,31920,32402,32883,32990,32932,33963,32785,33289
0.5770,32248,32299,32274,33248,31867,32336,32754,32827,32756,33783,32591,33088
0.5780,32364,32353,32282,33231,31750,32178,32436,32443,32206,33237,32078,32566
0.5790,32252,32269,32151,33098,31603,32030,31943,31990,31710,32738,31594,32091
0.5800,32114,32159,32062,33011,31501,31925,31636,31757,31621,32636,31449,31949
0.5810,31962,32062,32028,32994,31505,31946,31532,31690,31693,32720,31516,32017
0.5820,31870,31986,32006,32984,31543,32003,31652,31764,31800,32830,31584,32065
0.5830,31882,31972,32005,32992,31557,32021,31705,31858,31960,32993,31758,32248
0.5840,32110,32120,32114,33075,31543,31964,31775,31950,32114,33168,31974,32481
0.5850,32002,32112,32161,33139,31646,32081,31938,32098,32285,33344,32180,32704
0.5860,31877,32029,32123,33129,31752,32232,32275,32354,32491,33529,32318,32807
0.5870,32113,32148,32190,33180,31738,32191,32497,32594,32730,33750,32485,32956
0.5880,32016,32135,32212,33202,31832,32310,32881,33036,33322,34327,32968,33423
0.5890,32022,32172,32326,33341,32012,32505,33230,33430,33816,34847,33498,33972
0.5900,32338,32376,32468,33461,32062,32525,33593,33662,33896,34952,33610,34068
0.5910,32283,32381,32459,33460,32125,32604,33554,33661,33795,34850,33623,34122
0.5920,32495,32495,32504,33471,32057,32503,33558,33638,33709,34752,33536,34044
0.5930,32416,32478,32490,33464,32053,32502,33458,33529,33536,34572,33380,33892
0.5940,32511,32526,32497,33453,31974,32405,33266,33338,33300,34339,33165,33678
0.5950,32375,32451,32434,33402,31953,32396,33082,33160,33105,34138,32971,33486
0.5960,32329,32392,32371,33337,31891,32340,32998,33046,32968,33981,32766,33251
0.5970,32134,32254,32271,33259,31888,32372,32758,32843,32768,33793,32577,33067
0.5980,32230,32264,32234,33199,31796,32266,32332,32379,32174,33224,32102,32608
0.5990,32005,32082,32023,33005,31685,32176,31831,31897,31640,32695,31630,32156
0.6000,32131,32106,31987,32931,31503,31952,31588,31698,31564,32585,31465,31985
0.6010,31989,32060,32004,32953,31495,31939,31736,31800,31741,32733,31457,31923
0.6020,31803,31941,31966,32943,31555,32025,31676,31816,31848,32865,31575,32031
0.6030,31906,31977,31998,32978,31564,32027,31702,31870,31976,33010,31748,32227
0.6040,31916,32000,32022,33010,31601,32066,31820,31988,32152,33198,31973,32472
0.6050,32197,32190,32174,33121,31589,31994,32005,32151,32326,33381,32166,32667
0.6060,32167,32232,32242,33199,31638,32042,32081,32254,32445,33510,32364,32904
0.6070,32312,32341,32346,33299,31663,32040,32340,32456,32633,33689,32539,33062
0.6080,32156,32287,32367,33353,31786,32201,32750,32910,33218,34249,33022,33532
0.6090,32292,32396,32512,33495,31921,32346,33105,33303,33694,34742,33538,34061
0.6100,32324,32441,32580,33579,32058,32495,33427,33522,33772,34830,33670,34187
0.6110,32396,32476,32559,33560,32078,32524,33545,33599,33714,34769,33627,34138
0.6120,32446,32508,32547,33536,32067,32517,33536,33596,33641,34678,33534,34042
0.6130,32397,32476,32511,33499,32063,32524,33390,33473,33482,34521,33391,33910
0.6140,32263,32371,32408,33408,32059,32549,33245,33305,33250,34300,33181,33701
0.6150,32253,32320,32329,33316,31991,32490,33038,33116,33055,34090,32967,33488
0.6160,32243,32297,32276,33249,31913,32402,32913,32977,32904,33923,32769,33278
0.6170,32101,32201,32214,33198,31904,32406,32775,32835,32750,33765,32571,33060
0.6180,32021,32111,32120,33110,31867,32386,32389,32411,32177,33216,32078,32569
0.6190,32026,32046,31958,32929,31687,32195,31757,31869,31628,32670,31634,32184
0.6200,31929,31968,31868,32831,31557,32054,31627,31713,31567,32583,31463,31981
0.6210,31896,31954,31903,32859,31525,32003,31561,31694,31672,32689,31511,32005
0.6220,31944,31994,31966,32922,31524,31975,31616,31744,31782,32800,31587,32078
0.6230,32130,32126,32072,33011,31488,31888,31706,31847,31943,32977,31749,32238
0.6240,31899,32038,32076,33048,31599,32037,31865,32006,32152,33198,31957,32440
0.6250,31932,32039,32099,33083,31666,32124,32062,32190,32342,33382,32138,32623
0.6260,32047,32111,32160,33147,31705,32156,32219,32351,32510,33556,32334,32824
0.6270,32042,32131,32191,33176,31761,32219,32415,32543,32716,33764,32528,33018
0.6280,32021,32132,32210,33213,31837,32312,32815,32977,33279,34306,33000,33478
0.6290,32186,32275,32385,33377,31966,32433,33272,33434,33799,34831,33489,33962
0.6300,32290,32380,32488,33478,32072,32535,33591,33669,33895,34940,33621,34081
0.6310,32245,32354,32453,33463,32133,32619,33598,33684,33803,34866,33609,34092
0.6320,32355,32407,32453,33445,32109,32593,33586,33662,33718,34763,33513,34005
0.6330,32346,32408,32430,33411,32082,32566,33369,33481,33507,34568,33398,33920
0.6340,32377,32415,32403,33367,32009,32481,33244,33314,33276,34317,33182,33705
0.6350,32275,32348,32347,33319,31977,32453,33130,33177,33104,34126,32940,33447
0.6360,32328,32360,32323,33286,31902,32363,32873,32973,32921,33953,32786,33294
0.6370,32258,32318,32287,33252,31853,32313,32768,32829,32743,33768,32580,33074
0.6380,32250,32293,32251,33201,31777,32230,32376,32402,32168,33203,32068,32565
0.6390,32202,32218,32116,33061,31618,32059,31890,31938,31667,32700,31583,32090
0.6400,32132,32159,32047,32984,31495,31927,31640,31749,31607,32624,31447,31946
0.6410,31930,32038,32010,32969,31509,31953,31582,31721,31715,32732,31507,31997
0.6420,32033,32078,32054,33014,31492,31920,31554,31708,31771,32814,31606,32101
0.6430,32095,32138,32117,33073,31497,31906,31766,31878,31966,32996,31732,32208
0.6440,31988,32103,32141,33114,31582,32011,31840,32005,32157,33196,31960,32454
0.6450,32093,32160,32198,33171,31622,32042,32143,32242,32383,33420,32124,32586
0.6460,31997,32121,32190,33181,31707,32157,32236,32382,32540,33582,32320,32800
0.6470,32146,32204,32239,33221,31721,32160,32365,32518,32711,33766,32532,33030
0.6480,32082,32199,32273,33259,31816,32272,32849,32996,33299,34326,33001,33479
0.6490,32122,32257,32402,33405,31982,32449,33214,33400,33780,34822,33506,33989
0.6500,32255,32353,32490,33497,32101,32572,33418,33543,33808,34884,33661,34174
0.6510,32295,32378,32467,33471,32124,32605,33671,33688,33780,34834,33582,34060
0.6520,32542,32524,32514,33485,32034,32473,33658,33711,33742,34768,33496,33970
0.6530,32338,32444,32481,33457,32074,32539,33504,33578,33573,34601,33341,33821
0.6540,32364,32420,32426,33411,32026,32495,33251,33349,33322,34365,33165,33665
0.6550,32478,32476,32419,33379,31913,32345,33070,33152,33104,34145,32966,33476
0.6560,32359,32423,32389,33350,31885,32322,32892,32974,32918,33950,32771,33283
0.6570,32553,32521,32441,33378,31785,32159,32720,32803,32738,33766,32590,33096
0.6580,32193,32331,32324,33290,31803,32239,32333,32361,32138,33185,32082,32591
0.6590,32041,32127,32078,33068,31668,32143,31903,31940,31657,32683,31592,32101
0.6600,31899,31982,31933,32913,31570,32066,31588,31712,31580,32593,31453,31966
0.6610,31811,31910,31907,32891,31564,32067,31558,31695,31687,32702,31510,32006
0.6620,31662,31805,31850,32851,31614,32146,31528,31689,31757,32787,31619,32130
0.6630,31753,31827,31860,32864,31614,32130,31662,31799,31908,32944,31762,32267
0.6640,31804,31884,31917,32909,31654,32164,31808,31958,32108,33157,31975,32479
0.6650,31966,32006,32017,32982,31663,32138,31927,32091,32269,33326,32178,32703
0.6660,31967,32044,32077,33049,31706,32175,32243,32331,32470,33511,32318,32809
