time,CH0_hat1,CH1_hat1,CH2_hat1,CH3_hat1,CH4_hat1,CH5_hat1,CH0_hat2,CH1_hat2,CH2_hat2,CH3_hat2,CH4_hat2,CH5_hat2
0.6670,31992,32079,32126,33100,31768,32237,32332,32483,32664,33704,32533,33047
0.6680,32129,32181,32214,33179,31793,32248,32745,32917,33238,34270,33024,33521
0.6690,32232,32319,32411,33378,31935,32374,33344,33457,33793,34814,33464,33922
0.6700,32347,32433,32531,33505,32048,32483,33396,33552,33812,34869,33657,34165
0.6710,32304,32407,32497,33493,32104,32568,33469,33562,33704,34783,33640,34165
0.6720,32419,32466,32505,33486,32086,32549,33654,33664,33683,34705,33498,33986
0.6730,32446,32489,32496,33469,32047,32499,33487,33554,33539,34563,33354,33845
0.6740,32368,32439,32445,33422,32017,32476,33325,33382,33327,34354,33130,33613
0.6750,32455,32470,32427,33389,31927,32365,33115,33192,33132,34165,32940,33428
0.6760,32344,32415,32384,33344,31889,32333,33021,33076,32995,34008,32747,33223
0.6770,32292,32359,32341,33308,31853,32306,32714,32825,32768,33798,32590,33087
0.6780,32201,32280,32270,33241,31816,32277,32355,32384,32165,33218,32077,32575
0.6790,32086,32133,32064,33034,31650,32125,31925,31958,31682,32718,31583,32084
0.6800,31879,31973,31923,32900,31581,32080,31645,31760,31621,32631,31448,31948
0.6810,31753,31868,31868,32860,31581,32095,31684,31786,31757,32763,31474,31938
0.6820,31746,31842,31865,32858,31597,32112,31697,31825,31858,32871,31574,32032
0.6830,31725,31828,31863,32863,31635,32154,31790,31929,32026,33059,31737,32194
0.6840,31912,31945,31944,32914,31611,32099,31891,32051,32205,33247,31948,32419
0.6850,32079,32097,32083,33027,31616,32057,32023,32182,32360,33414,32167,32667
0.6860,31945,32067,32124,33094,31730,32189,32351,32431,32568,33601,32299,32763
0.6870,31931,32048,32120,33107,31791,32280,32491,32617,32779,33808,32503,32974
0.6880,32233,32236,32252,33217,31779,32215,32895,33058,33367,34386,32990,33446
0.6890,32195,32312,32414,33389,31949,32392,33428,33555,33902,34923,33451,33877
0.6900,32134,32296,32458,33468,32131,32615,33500,33649,33912,34983,33645,34113
0.6910,32498,32484,32521,33495,32069,32511,33441,33581,33752,34843,33650,34185
0.6920,32247,32375,32443,33439,32119,32607,33501,33571,33645,34705,33549,34078
0.6930,32351,32405,32429,33408,32072,32556,33414,33478,33484,34523,33386,33913
0.6940,32573,32533,32474,33420,31957,32377,33441,33428,33330,34352,33109,33579
0.6950,32475,32517,32468,33413,31912,32329,33079,33188,33120,34146,32954,33449
0.6960,32302,32397,32390,33357,31902,32343,32911,32997,32937,33961,32768,33268
0.6970,32321,32372,32349,33312,31834,32275,32682,32782,32725,33760,32599,33111
0.6980,32188,32276,32269,33240,31807,32266,32323,32349,32130,33173,32077,32592
0.6990,32136,32167,32090,33062,31640,32102,31801,31870,31611,32652,31614,32148
0.7000,32096,32119,32018,32975,31515,31961,31469,31618,31511,32543,31487,32036
0.7010,31850,31975,31965,32937,31540,32016,31471,31606,31607,32641,31548,32074
0.7020,31900,31983,31982,32949,31537,32008,31628,31720,31743,32757,31598,32094
0.7030,31940,32007,32020,32992,31551,32007,31677,31819,31919,32945,31765,32260
0.7040,32036,32085,32088,33053,31568,31999,31771,31936,32097,33138,31985,32494
0.7050,32279,32267,32241,33187,31579,31946,32034,32145,32296,33346,32162,32657
0.7060,32375,32389,32366,33293,31599,31937,32218,32338,32480,33520,32338,32833
0.7070,32085,32254,32334,33317,31738,32148,32392,32523,32689,33729,32534,33030
0.7080,32016,32170,32290,33305,31838,32297,32906,33031,33314,34324,32986,33446
0.7090,32291,32358,32473,33467,31930,32372,33246,33431,33798,34831,33497,33967
0.7100,32281,32407,32546,33547,32078,32534,33552,33639,33871,34923,33625,34096
0.7110,32364,32442,32526,33524,32107,32572,33507,33615,33754,34829,33625,34130
0.7120,32439,32490,32516,33500,32078,32540,33485,33577,33652,34702,33551,34079
0.7130,32462,32510,32513,33493,32050,32499,33408,33474,33476,34515,33384,33904
0.7140,32385,32456,32462,33443,32023,32482,33227,33293,33248,34280,33163,33683
0.7150,32292,32373,32374,33355,31975,32448,33113,33161,33086,34110,32941,33446
0.7160,32231,32306,32305,33286,31922,32406,32904,32985,32920,33943,32765,33267
0.7170,32088,32197,32217,33205,31916,32424,32743,32814,32737,33761,32563,33053
0.7180,32071,32138,32130,33117,31846,32353,32371,32389,32154,33191,32045,32536
0.7190,32080,32086,31987,32959,31658,32149,31740,31846,31610,32664,31616,32157
0.7200,32030,32045,31932,32886,31524,31990,31642,31719,31573,32593,31440,31945
0.7210,31756,31893,31885,32860,31569,32069,31656,31762,31728,32729,31479,31952
0.7220,31769,31863,31884,32869,31578,32078,31633,31775,31816,32832,31583,32058
0.7230,31802,31883,31910,32899,31608,32102,31728,31872,31975,33009,31755,32232
0.7240,31877,31945,31964,32949,31628,32110,31991,32100,32217,33240,31925,32378
0.7250,32138,32128,32111,33069,31612,32030,32192,32306,32439,33453,32098,32543
0.7260,32023,32128,32156,33124,31689,32127,32281,32430,32591,33633,32304,32762
0.7270,32126,32193,32225,33196,31732,32165,32386,32554,32750,33799,32532,33025
0.7280,32112,32214,32272,33248,31804,32251,32887,33038,33350,34371,33001,33470
0.7290,32342,32401,32481,33448,31915,32335,33248,33430,33809,34864,33499,33968
0.7300,32349,32456,32572,33553,32047,32478,33530,33629,33868,34931,33627,34104
0.7310,32305,32416,32515,33526,32108,32567,33551,33644,33774,34843,33618,34117
0.7320,32388,32448,32494,33496,32094,32559,33584,33644,33693,34737,33512,34012
0.7330,32436,32483,32488,33461,32048,32508,33422,33503,33507,34546,33373,33884
0.7340,32391,32451,32451,33420,32011,32471,33195,33289,33264,34305,33174,33704
0.7350,32377,32422,32402,33369,31937,32391,33006,33088,33042,34094,32980,33510
0.7360,32336,32393,32365,33326,31891,32341,32833,32917,32863,33904,32794,33324
0.7370,32188,32285,32289,33270,31877,32346,32629,32716,32657,33703,32607,33132
0.7380,32326,32330,32274,33228,31759,32197,32241,32270,32042,33097,32087,32619
0.7390,32172,32208,32108,33066,31613,32056,31796,31839,31567,32596,31598,32140
0.7400,32071,32120,32029,32982,31510,31954,31491,31627,31507,32521,31484,32031
0.7410,31930,32027,32003,32968,31510,31964,31509,31635,31630,32643,31533,32048
0.7420,32082,32109,32077,33032,31487,31901,31628,31726,31750,32776,31597,32081
0.7430,32027,32105,32104,33071,31519,31936,31635,31801,31906,32942,31783,32285
0.7440,31733,31933,32032,33046,31664,32153,31748,31919,32088,33134,31995,32520
0.7450,32021,32057,32099,33089,31648,32107,32009,32122,32281,33331,32173,32676
0.7460,32036,32113,32154,33139,31698,32153,32114,32263,32433,33485,32362,32892
0.7470,32268,32275,32279,33239,31697,32105,32424,32518,32674,33709,32527,33025
0.7480,32105,32234,32306,33293,31816,32256,32874,33018,33307,34316,33015,33487
0.7490,32185,32312,32446,33440,31984,32433,33224,33408,33780,34813,33517,34001
0.7500,32491,32513,32595,33567,32029,32440,33503,33593,33820,34885,33640,34119
0.7510,32484,32551,32609,33582,32063,32481,33445,33564,33706,34772,33638,34166
0.7520,32472,32544,32585,33559,32060,32493,33473,33544,33610,34666,33547,34075
0.7530,32537,32575,32576,33540,32010,32433,33311,33399,33416,34468,33395,33944
0.7540,32358,32461,32489,33479,32022,32474,33184,33246,33207,34246,33169,33706
0.7550,32332,32403,32405,33388,31960,32426,33123,33147,33052,34074,32935,33437
0.7560,32396,32421,32382,33344,31866,32309,32866,32956,32883,33912,32771,33277
0.7570,32174,32289,32308,33288,31890,32360,32776,32824,32723,33739,32549,33033
0.7580,32091,32183,32190,33181,31829,32323,32281,32334,32114,33155,32053,32559
0.7590,32157,32157,32050,33002,31631,32107,31764,31838,31589,32639,31602,32137
0.7600,32284,32230,32066,32977,31461,31858,31690,31754,31597,32596,31425,31920
0.7610,31847,32016,32013,32974,31546,32003,31575,31717,31705,32717,31500,31981
0.7620,32071,32093,32060,33016,31481,31904,31696,31801,31831,32845,31565,32030
0.7630,32072,32132,32124,33073,31514,31924,31823,31943,32027,33041,31718,32165
0.7640,31913,32054,32110,33089,31618,32065,31957,32097,32229,33258,31933,32383
0.7650,31822,31975,32072,33083,31705,32194,32149,32277,32430,33466,32120,32574
0.7660,32138,32147,32171,33150,31677,32119,32202,32374,32554,33613,32340,32827
0.7670,32053,32154,32207,33186,31755,32212,32426,32559,32738,33789,32521,33011
0.7680,32205,32256,32293,33268,31786,32223,32922,33060,33361,34380,33002,33461
0.7690,32355,32426,32501,33461,31908,32321,33389,33534,33886,34906,33474,33915
0.7700,32382,32488,32603,33577,32047,32467,33518,33648,33896,34953,33632,34105
0.7710,32334,32450,32552,33550,32115,32570,33787,33796,33873,34903,33529,33973
0.7720,32468,32505,32539,33525,32071,32520,33644,33734,33784,34815,33480,33940
0.7730,32472,32522,32529,33501,32033,32480,33527,33602,33601,34635,33329,33798
0.7740,32401,32471,32482,33461,32010,32460,33543,33542,33451,34448,33052,33486
0.7750,32387,32437,32426,33396,31953,32406,33056,33210,33190,34231,32942,33428
0.7760,32227,32325,32333,33316,31923,32396,32931,33017,32977,34018,32755,33247
0.7770,32265,32316,32302,33275,31862,32326,32734,32824,32769,33804,32564,33061
0.7780,32229,32281,32244,33210,31788,32248,32322,32356,32135,33195,32041,32543
0.7790,32282,32260,32127,33072,31587,32013,31976,31986,31684,32715,31534,32017
0.7800,32067,32132,32038,32984,31505,31939,31716,31818,31667,32672,31410,31881
0.7810,31963,32053,32022,32985,31496,31939,31610,31768,31770,32783,31493,31967
0.7820,32006,32069,32056,33021,31493,31921,31595,31752,31826,32867,31603,32090
0.7830,31919,32023,32056,33040,31557,32001,31669,31830,31954,33007,31776,32272
0.7840,32157,32168,32155,33123,31544,31947,31844,31995,32153,33203,31974,32474
0.7850,32228,32267,32264,33218,31582,31964,32091,32203,32354,33402,32152,32633
0.7860,32001,32161,32239,33230,31711,32144,32129,32304,32486,33535,32363,32890
0.7870,32226,32267,32305,33276,31706,32123,32355,32490,32681,33733,32560,33075
0.7880,32201,32293,32353,33337,31783,32204,32743,32923,33251,34294,33070,33578
0.7890,32466,32507,32582,33538,31885,32264,33210,33370,33734,34784,33536,34033
0.7900,32286,32455,32602,33603,32071,32502,33451,33548,33780,34847,33651,34153
0.7910,32461,32519,32595,33588,32066,32502,33648,33679,33760,34795,33582,34069
0.7920,32469,32535,32584,33574,32070,32511,33566,33642,33688,34720,33510,34004
0.7930,32350,32455,32504,33503,32078,32546,33433,33506,33504,34547,33358,33855
0.7940,32543,32539,32510,33472,31974,32403,33198,33290,33259,34303,33162,33678
0.7950,32403,32473,32454,33415,31932,32373,32974,33071,33029,34081,32970,33503
0.7960,32257,32362,32365,33342,31920,32388,32915,32962,32894,33917,32759,33264
0.7970,32528,32484,32413,33353,31794,32183,32775,32825,32729,33743,32542,33030
0.7980,32316,32393,32356,33308,31761,32178,32282,32330,32100,33145,32040,32547
0.7990,32117,32193,32130,33104,31636,32087,31882,31916,31639,32665,31556,32065
0.8000,31844,31974,31950,32945,31594,32091,31554,31694,31576,32588,31462,31977
0.8010,31855,31935,31929,32915,31558,32050,31501,31656,31668,32687,31526,32038
0.8020,31802,31900,31921,32910,31581,32076,31474,31640,31722,32761,31635,32159
0.8030,31678,31817,31879,32887,31642,32168,31708,31815,31909,32944,31764,32260
0.8040,31860,31912,31939,32929,31636,32139,32065,32124,32209,33210,31898,32342
0.8050,32045,32067,32067,33029,31633,32090,32032,32212,32375,33412,32155,32631
0.8060,31943,32056,32109,33091,31734,32201,32177,32332,32513,33564,32344,32846
0.8070,31972,32069,32126,33120,31784,32261,32502,32594,32750,33786,32506,32979
0.8080,32150,32191,32229,33206,31810,32266,32799,32998,33332,34362,33048,33527
0.8090,32228,32326,32423,33394,31965,32416,33213,33399,33785,34827,33527,34020
0.8100,32197,32337,32471,33464,32112,32587,33458,33557,33794,34870,33648,34148
0.8110,32152,32281,32396,33415,32168,32683,33494,33584,33715,34780,33623,34146
0.8120,32264,32322,32374,33383,32138,32649,33428,33523,33595,34656,33550,34091
0.8130,32292,32342,32363,33354,32097,32599,33467,33492,33466,34494,33345,33856
0.8140,32184,32274,32290,33274,32071,32593,33334,33367,33289,34307,33109,33599
0.8150,32269,32295,32267,33230,31975,32474,33038,33138,33085,34109,32944,33446
0.8160,32434,32404,32323,33251,31860,32297,32869,32956,32897,33923,32765,33277
0.8170,32268,32338,32308,33252,31846,32287,32680,32762,32694,33736,32577,33081
0.8180,32221,32282,32250,33208,31797,32243,32272,32302,32071,33119,32048,32566
0.8190,31870,31996,31966,32960,31708,32224,31789,31851,31588,32616,31580,32113
0.8200,31844,31907,31848,32826,31582,32099,31623,31717,31575,32574,31429,31933
0.8210,31994,31997,31920,32873,31502,31967,31589,31717,31699,32701,31494,31979
0.8220,31977,32030,31986,32928,31499,31938,31599,31740,31789,32810,31593,32073
0.8230,32083,32112,32078,33016,31494,31903,31626,31801,31929,32971,31780,32290
0.8240,31998,32101,32124,33092,31585,32005,31886,32005,32148,33187,31962,32451
0.8250,32082,32152,32182,33151,31617,32033,32117,32221,32359,33389,32139,32610
0.8260,32058,32159,32211,33188,31686,32118,32248,32383,32538,33569,32322,32807
0.8270,31915,32069,32171,33184,31800,32280,32399,32544,32723,33762,32533,33025
0.8280,32038,32123,32212,33220,31845,32328,32777,32966,33305,34340,33056,33548
0.8290,32278,32332,32421,33403,31948,32397,33248,33407,33778,34817,33522,34005
0.8300,32328,32419,32525,33520,32072,32516,33414,33536,33781,34852,33655,34166
0.8310,32491,32523,32561,33540,32063,32491,33569,33625,33734,34781,33602,34110
0.8320,32506,32553,32565,33534,32039,32470,33493,33577,33630,34679,33527,34040
0.8330,32556,32588,32581,33536,32000,32414,33320,33415,33428,34476,33381,33914
0.8340,32409,32501,32509,33482,32000,32435,33282,33313,33247,34273,33123,33631
0.8350,32352,32425,32422,33401,31949,32404,33058,33131,33061,34089,32932,33440
0.8360,32309,32377,32368,33339,31904,32365,32857,32942,32880,33913,32766,33273
0.8370,32325,32369,32343,33307,31837,32283,32652,32742,32675,33711,32578,33090
0.8380,32118,32229,32231,33213,31824,32296,32195,32245,32029,33088,32058,32596
0.8390,32164,32167,32070,33034,31622,32085,31857,31875,31593,32623,31562,32079
0.8400,32036,32080,31989,32951,31526,31985,31705,31774,31609,32612,31418,31895
0.8410,31791,31929,31930,32912,31567,32059,31694,31801,31761,32754,31467,31916
0.8420,31833,31919,31933,32920,31575,32061,31543,31734,31816,32847,31617,32105
0.8430,32102,32083,32039,32994,31516,31940,31722,31854,31968,33001,31764,32249
0.8440,32097,32149,32140,33089,31550,31955,31862,32008,32155,33197,31977,32465
0.8450,32051,32148,32185,33154,31628,32047,31978,32139,32319,33371,32169,32677
0.8460,32040,32148,32205,33187,31698,32136,32110,32262,32446,33509,32363,32885
0.8470,32020,32135,32211,33199,31766,32227,32408,32510,32673,33717,32536,33039
0.8480,31976,32108,32210,33217,31864,32353,32819,32985,33305,34328,33054,33544
0.8490,32229,32299,32402,33390,31972,32438,33376,33488,33821,34842,33482,33932
0.8500,32294,32386,32506,33502,32093,32551,33420,33570,33817,34882,33660,34161
0.8510,32544,32543,32561,33525,32049,32469,33563,33626,33744,34797,33604,34103
0.8520,32381,32482,32532,33515,32095,32546,33545,33609,33655,34694,33505,34008
0.8530,32463,32503,32508,33488,32034,32477,33337,33436,33451,34497,33362,33889
0.8540,32336,32425,32442,33429,32019,32480,33175,33246,33209,34260,33151,33678
0.8550,32547,32520,32455,33403,31889,32302,33012,33084,33029,34062,32950,33474
0.8560,32219,32350,32367,33343,31924,32381,32803,32895,32839,33873,32775,33309
0.8570,32115,32225,32245,33239,31893,32384,32686,32745,32660,33684,32552,33062
0.8580,32230,32248,32213,33182,31775,32238,32339,32337,32075,33104,31994,32490
0.8590,32114,32144,32050,33013,31622,32087,31895,31933,31646,32661,31532,32030
0.8600,31973,32036,31955,32915,31535,32008,31645,31755,31617,32619,31411,31894
0.8610,31886,31972,31943,32907,31517,31986,31487,31668,31689,32716,31516,32015
0.8620,31837,31934,31949,32932,31546,32021,31528,31679,31753,32788,31617,32127
0.8630,31882,31957,31975,32955,31573,32044,31797,31888,31970,32993,31737,32215
0.8640,31893,31976,32011,32996,31610,32076,31963,32082,32203,33228,31932,32390
0.8650,31932,32020,32062,33048,31667,32134,32077,32227,32384,33419,32136,32610
0.8660,31973,32058,32107,33090,31720,32188,32326,32433,32574,33605,32292,32758
0.8670,32273,32257,32243,33199,31693,32097,32584,32679,32818,33843,32474,32914
0.8680,32078,32213,32282,33265,31827,32269,32869,33075,33409,34434,33029,33480
0.8690,32449,32462,32529,33490,31903,32285,33299,33477,33864,34908,33505,33965
0.8700,32378,32497,32607,33586,32046,32461,33430,33569,33828,34911,33642,34144
0.8710,32379,32481,32570,33557,32094,32540,33652,33684,33779,34842,33569,34051
0.8720,32345,32441,32507,33503,32098,32569,33652,33701,33731,34763,33466,33938
0.8730,32389,32448,32471,33453,32056,32528,33362,33485,33509,34563,33354,33865
0.8740,32290,32380,32398,33382,32031,32519,33197,33279,33252,34308,33136,33655
0.8750,32270,32338,32342,33327,31995,32487,33013,33096,33048,34097,32958,33482
0.8760,32179,32265,32269,33248,31958,32459,32870,32942,32873,33908,32759,33274
0.8770,32462,32404,32315,33257,31798,32214,32703,32774,32689,33719,32561,33068
0.8780,32338,32380,32308,33244,31745,32164,32254,32293,32055,33100,32036,32553
0.8790,31970,32094,32053,33034,31677,32157,31856,31887,31610,32646,31548,32058
0.8800,31975,32018,31945,32914,31536,32015,31614,31726,31592,32601,31436,31937
0.8810,31857,31953,31937,32909,31540,32025,31504,31666,31677,32697,31519,32023
0.8820,31750,31876,31902,32896,31583,32080,31625,31738,31787,32813,31592,32076
0.8830,31899,31946,31955,32931,31564,32038,31787,31897,31984,33010,31728,32196
0.8840,31847,31951,31991,32978,31635,32116,31935,32071,32207,33236,31941,32408
0.8850,31852,31957,32020,33015,31704,32197,32087,32224,32382,33434,32146,32614
0.8860,32073,32099,32113,33081,31688,32145,32211,32363,32531,33587,32343,32830
0.8870,31911,32045,32114,33104,31788,32276,32562,32640,32781,33806,32486,32949
0.8880,31980,32079,32162,33154,31858,32354,32831,33038,33373,34407,33052,33524
0.8890,32266,32307,32391,33364,31949,32400,33433,33546,33882,34898,33471,33910
0.8900,32286,32383,32486,33470,32065,32517,33583,33688,33912,34960,33604,34063
0.8910,32684,32623,32615,33563,32026,32394,33625,33707,33821,34883,33582,34053
0.8920,32735,32728,32684,33616,31980,32327,33520,33625,33700,34751,33507,34012
0.8930,32431,32567,32612,33584,32039,32450,33379,33468,33482,34536,33350,33865
0.8940,32340,32449,32484,33476,32014,32469,33291,33334,33281,34319,33116,33614
0.8950,32310,32384,32400,33392,31962,32430,33100,33171,33101,34130,32914,33407
0.8960,32285,32350,32341,33321,31902,32376,32846,32952,32901,33942,32760,33270
0.8970,32071,32199,32222,33219,31902,32405,32791,32836,32746,33762,32525,33010
0.8980,32144,32184,32166,33148,31800,32291,32218,32286,32064,33127,32025,32541
0.8990,32016,32063,31987,32960,31665,32163,31694,31794,31566,32615,31593,32152
0.9000,32088,32076,31950,32891,31497,31952,31610,31688,31552,32569,31446,31963
0.9010,31839,31955,31934,32897,31523,31997,31533,31676,31671,32680,31513,32018
0.9020,32005,32037,32010,32958,31500,31938,31482,31653,31730,32775,31630,32151
0.9030,31824,31956,31997,32974,31588,32052,31767,31860,31943,32970,31751,32234
0.9040,31858,31956,32008,32995,31625,32100,31933,32058,32181,33204,31955,32431
0.9050,31989,32048,32084,33063,31661,32122,31956,32140,32317,33362,32179,32691
0.9060,32080,32135,32164,33137,31692,32139,32196,32315,32482,33533,32345,32849
0.9070,31970,32097,32162,33153,31778,32250,32519,32603,32747,33765,32512,32989
0.9080,32047,32140,32215,33204,31839,32314,32890,33063,33378,34387,33047,33510
0.9090,32119,32239,32370,33361,31998,32475,33302,33466,33827,34860,33503,33966
0.9100,32379,32419,32510,33489,32059,32505,33684,33726,33916,34953,33575,34014
0.9110,32522,32537,32554,33521,32036,32457,33587,33699,33818,34876,33585,34063
0.9120,32435,32513,32543,33520,32052,32487,33560,33640,33700,34752,33489,33975
0.9130,32367,32459,32499,33474,32061,32523,33490,33546,33535,34576,33320,33804
0.9140,32342,32415,32430,33403,32017,32488,33300,33366,33315,34355,33113,33598
0.9150,32289,32358,32352,33332,31961,32440,33063,33158,33107,34145,32924,33426
0.9160,32203,32285,32283,33262,31921,32413,32906,32983,32924,33961,32738,33232
0.9170,32100,32194,32201,33187,31898,32402,32588,32719,32681,33727,32580,33115
0.9180,32231,32239,32181,33142,31779,32252,32216,32249,32023,33081,32030,32563
0.9190,31911,32012,31954,32943,31685,32191,31801,31841,31570,32610,31560,32089
0.9200,31950,31973,31887,32855,31542,32033,31657,31739,31589,32583,31425,31924
0.9210,31861,31941,31908,32876,31539,32021,31527,31687,31693,32697,31515,32015
0.9220,31887,31955,31936,32900,31538,32008,31524,31678,31747,32794,31618,32118
0.9230,31965,32012,32000,32955,31538,31986,31558,31744,31884,32930,31805,32344
0.9240,32107,32133,32120,33068,31551,31962,31744,31896,32065,33123,32006,32543
0.9250,32015,32121,32163,33132,31644,32070,32097,32174,32299,33344,32154,32643
0.9260,31954,32081,32158,33154,31733,32189,32275,32383,32512,33534,32316,32797
0.9270,32159,32197,32225,33203,31732,32173,32594,32665,32790,33809,32482,32924
0.9280,32233,32289,32323,33291,31782,32206,33000,33155,33450,34449,33012,33439
0.9290,32293,32394,32496,33465,31932,32356,33312,33503,33873,34905,33500,33948
0.9300,32484,32539,32631,33605,32026,32427,33484,33612,33862,34928,33630,34115
0.9310,32299,32442,32549,33559,32118,32574,33579,33655,33779,34842,33591,34088
0.9320,32318,32412,32482,33494,32113,32591,33679,33703,33721,34764,33465,33930
0.9330,32377,32432,32454,33447,32071,32549,33469,33550,33536,34574,33316,33796
0.9340,32266,32354,32372,33360,32041,32540,33170,33285,33267,34315,33139,33660
0.9350,32145,32245,32270,33266,32009,32525,33093,33146,33083,34120,32910,33415
0.9360,32140,32206,32214,33208,31959,32474,32943,33006,32929,33962,32726,33210
0.9370,32157,32203,32175,33155,31881,32380,32647,32761,32700,33741,32561,33067
0.9380,32139,32181,32139,33093,31796,32288,32246,32277,32048,33106,32003,32518
0.9390,32078,32097,32001,32956,31643,32122,31861,31900,31628,32655,31540,32051
0.9400,31985,32024,31922,32871,31519,31987,31601,31721,31596,32614,31447,31949
0.9410,31941,32001,31951,32906,31502,31954,31665,31765,31738,32748,31469,31934
0.9420,31898,31988,31985,32950,31534,31988,31736,31847,31874,32887,31553,31998
0.9430,31905,31990,32002,32979,31563,32015,31745,31916,32030,33063,31756,32224
0.9440,31947,32029,32055,33028,31599,32054,31922,32066,32219,33264,31963,32436
0.9450,31913,32026,32090,33078,31693,32162,32097,32233,32400,33444,32153,32627
0.9460,31953,32046,32104,33097,31729,32206,32283,32406,32558,33604,32333,32808
0.9470,32026,32101,32153,33142,31776,32246,32454,32593,32774,33813,32539,33027
0.9480,32094,32172,32227,33213,31837,32302,32771,32990,33351,34395,33095,33594
0.9490,32111,32240,32369,33362,32000,32478,33178,33362,33752,34823,33560,34067
0.9500,32174,32293,32434,33443,32126,32615,33461,33548,33773,34840,33653,34163
0.9510,32219,32307,32394,33401,32140,32650,33484,33575,33696,34757,33629,34162
0.9520,32365,32396,32423,33403,32108,32599,33454,33535,33598,34652,33545,34083
0.9530,32373,32419,32424,33394,32075,32551,33336,33408,33410,34459,33376,33915
0.9540,32546,32519,32452,33392,31950,32374,33155,33222,33175,34222,33156,33689
0.9550,32649,32614,32520,33440,31869,32234,32976,33055,32996,34027,32957,33494
0.9560,32437,32515,32472,33414,31846,32242,32747,32843,32789,33834,32779,33319
0.9570,32506,32523,32475,33417,31771,32141,32666,32717,32629,33653,32565,33086
0.9580,32144,32292,32300,33279,31786,32228,32174,32212,31972,33029,32028,32564
0.9590,32197,32215,32133,33097,31590,32031,31809,31839,31561,32583,31555,32081
0.9600,32129,32158,32069,33024,31481,31910,31586,31693,31558,32563,31443,31953
0.9610,31986,32079,32054,33021,31493,31929,31574,31696,31684,32689,31497,31984
0.9620,31925,32031,32046,33023,31523,31972,31674,31784,31818,32827,31581,32048
0.9630,31873,31987,32031,33026,31577,32040,31747,31887,31989,33013,31750,32219
0.9640,32025,32075,32098,33075,31582,32024,31896,32044,32192,33226,31970,32445
0.9650,32011,32100,32145,33118,31642,32088,32107,32233,32382,33424,32154,32626
0.9660,32059,32139,32184,33168,31696,32140,32191,32345,32519,33578,32345,32839
0.9670,32092,32176,32226,33207,31746,32193,32438,32563,32742,33790,32546,33036
0.9680,32175,32251,32299,33274,31798,32242,32870,33039,33366,34390,33076,33554
0.9690,32438,32474,32538,33481,31894,32290,33285,33447,33807,34847,33525,34000
0.9700,32375,32495,32612,33588,32051,32468,33730,33743,33912,34944,33563,33995
0.9710,32315,32440,32542,33550,32116,32577,33624,33725,33837,34884,33570,34030
0.9720,32280,32384,32463,33472,32119,32609,33450,33584,33675,34733,33528,34044
0.9730,32245,32337,32389,33395,32095,32602,33376,33455,33471,34522,33352,33878
0.9740,32389,32402,32383,33356,31998,32476,33373,33380,33298,34323,33075,33554
0.9750,32320,32375,32353,33324,31959,32432,33048,33155,33096,34129,32935,33438
0.9760,32344,32377,32340,33296,31880,32333,32857,32955,32904,33941,32763,33273
0.9770,32270,32334,32307,33270,31853,32305,32810,32842,32738,33759,32515,32992
0.9780,32093,32191,32181,33164,31815,32299,32328,32359,32103,33144,31986,32474
0.9790,31882,31982,31947,32946,31701,32224,31823,31897,31643,32679,31552,32061
0.9800,31894,31931,31863,32842,31569,32075,31596,31725,31614,32627,31456,31963
0.9810,31785,31875,31860,32838,31570,32076,31596,31721,31719,32742,31499,31981
0.9820,31725,31826,31843,32829,31583,32092,31694,31804,31836,32856,31576,32040
0.9830,31670,31789,31836,32832,31633,32157,31727,31888,32006,33042,31767,32244
0.9840,31829,31883,31911,32887,31637,32143,32014,32116,32237,33270,31938,32387
0.9850,31856,31934,31977,32956,31696,32190,32073,32231,32395,33445,32154,32628
0.9860,31980,32034,32058,33030,31723,32195,32250,32390,32558,33603,32338,32822
0.9870,32165,32180,32173,33130,31718,32151,32456,32588,32771,33815,32549,33034
0.9880,32092,32192,32244,33213,31814,32264,32862,33046,33392,34419,33081,33560
0.9890,32040,32202,32354,33357,32019,32500,33367,33499,33842,34883,33511,33967
0.9900,32204,32297,32430,33438,32114,32601,33382,33542,33797,34877,33660,34176
0.9910,32275,32343,32413,33413,32120,32612,33531,33598,33717,34781,33607,34125
0.9920,32335,32384,32416,33399,32093,32579,33443,33539,33610,34665,33531,34066
0.9930,32152,32274,32331,33340,32114,32633,33391,33443,33434,34473,33348,33868
0.9940,32300,32324,32317,33303,32028,32527,33194,33262,33208,34247,33126,33644
0.9950,32340,32356,32316,33277,31944,32418,33065,33123,33047,34071,32922,33429
0.9960,32431,32422,32349,33285,31846,32278,32845,32934,32882,33906,32750,33258
0.9970,32137,32262,32261,33226,31867,32335,32639,32725,32654,33687,32551,33066
0.9980,32123,32186,32167,33139,31786,32261,32157,32214,31993,33051,32024,32569
0.9990,32117,32123,32024,32984,31604,32070,31745,31799,31545,32589,31571,32112
1.0000,32019,32059,31965,32914,31507,31964,31531,31641,31525,32545,31459,31987
