time,CH0_hat1,CH0_hat2
0.1750,32440,33891
0.1760,32397,33662
0.1770,32352,33465
0.1780,32316,33363
0.1790,32300,33404
0.1800,32301,33430
0.1810,32306,33476
0.1820,32313,33529
0.1830,32316,33551
0.1840,32334,33621
0.1850,32354,33737
0.1860,32379,33981
0.1870,32428,34180
0.1880,32474,34269
0.1890,32475,34258
0.1900,32484,34251
0.1910,32476,34184
0.1920,32478,34130
0.1930,32482,34072
0.1940,32446,34044
0.1950,32433,33942
0.1960,32393,33687
0.1970,32339,33489
0.1980,32297,33403
0.1990,32296,33421
0.2000,32297,33443
0.2010,32305,33501
0.2020,32325,33546
0.2030,32324,33601
0.2040,32348,33654
0.2050,32352,33755
0.2060,32387,33998
0.2070,32433,34193
0.2080,32470,34268
0.2090,32500,34213
0.2100,32499,34252
0.2110,32483,34198
0.2120,32476,34148
0.2130,32461,34102
0.2140,32457,34059
0.2150,32442,33947
0.2160,32408,33699
0.2170,32342,33493
0.2180,32313,33416
0.2190,32307,33426
0.2200,32315,33455
0.2210,32321,33509
0.2220,32330,33570
0.2230,32341,33601
0.2240,32350,33665
0.2250,32362,33751
0.2260,32384,33999
0.2270,32457,34193
0.2280,32481,34288
0.2290,32501,34282
0.2300,32491,34272
0.2310,32494,34216
0.2320,32483,34165
0.2330,32470,34116
0.2340,32449,34048
0.2350,32442,33956
0.2360,32409,33702
0.2370,32354,33519
0.2380,32327,33421
0.2390,32302,33435
0.2400,32318,33451
0.2410,32307,33515
0.2420,32330,33567
0.2430,32336,33614
0.2440,32350,33678
0.2450,32362,33768
0.2460,32387,34001
0.2470,32440,34213
0.2480,32488,34288
0.2490,32494,34292
0.2500,32502,34278
0.2510,32485,34220
0.2520,32483,34159
0.2530,32466,34115
0.2540,32457,34073
0.2550,32462,33950
0.2560,32404,33716
0.2570,32356,33507
0.2580,32310,33426
0.2590,32308,33452
0.2600,32315,33459
0.2610,32317,33530
0.2620,32332,33579
0.2630,32337,33612
0.2640,32346,33670
0.2650,32354,33768
0.2660,32392,34011
0.2670,32452,34220
0.2680,32491,34301
0.2690,32494,34293
0.2700,32497,34275
0.2710,32485,34211
0.2720,32475,34165
0.2730,32473,34119
0.2740,32461,34071
0.2750,32447,33961
0.2760,32401,33696
0.2770,32352,33512
0.2780,32325,33429
0.2790,32313,33449
0.2800,32321,33481
0.2810,32330,33529
0.2820,32321,33564
0.2830,32339,33619
0.2840,32352,33670
0.2850,32362,33790
0.2860,32403,34033
0.2870,32455,34213
0.2880,32493,34305
0.2890,32493,34293
0.2900,32504,34280
0.2910,32490,34211
0.2920,32475,34168
0.2930,32470,34116
0.2940,32446,34059
0.2950,32445,33957
0.2960,32413,33708
0.2970,32356,33525
0.2980,32328,33429
0.2990,32305,33452
0.3000,32316,33472
0.3010,32325,33535
0.3020,32331,33588
0.3030,32339,33625
0.3040,32353,33674
0.3050,32360,33777
0.3060,32397,34031
0.3070,32453,34227
0.3080,32495,34317
0.3090,32501,34298
0.3100,32489,34275
0.3110,32488,34222
0.3120,32488,34179
0.3130,32480,34139
0.3140,32463,34067
0.3150,32443,33952
0.3160,32408,33712
0.3170,32360,33525
0.3180,32325,33447
0.3190,32307,33451
0.3200,32310,33475
0.3210,32318,33533
0.3220,32337,33579
0.3230,32340,33641
0.3240,32352,33691
0.3250,32360,33790
0.3260,32394,34032
0.3270,32450,34232
0.3280,32488,34318
0.3290,32500,34303
0.3300,32489,34277
0.3310,32490,34215
0.3320,32484,34179
0.3330,32473,34120
0.3340,32453,34067
0.3350,32449,33956
0.3360,32418,33705
0.3370,32362,33525
0.3380,32336,33437
0.3390,32316,33449
0.3400,32319,33473
0.3410,32326,33533
0.3420,32343,33588
0.3430,32350,33627
0.3440,32361,33673
0.3450,32373,33779
0.3460,32426,34037
0.3470,32457,34230
0.3480,32495,34312
0.3490,32502,34300
0.3500,32514,34284
0.3510,32486,34225
0.3520,32491,34181
0.3530,32466,34120
0.3540,32469,34072
0.3550,32458,33958
0.3560,32421,33714
0.3570,32362,33516
0.3580,32329,33419
0.3590,32306,33456
0.3600,32314,33482
0.3610,32324,33552
0.3620,32333,33593
0.3630,32338,33634
0.3640,32340,33687
0.3650,32355,33804
0.3660,32401,34050
0.3670,32456,34248
0.3680,32493,34321
0.3690,32495,34306
0.3700,32489,34283
0.3710,32487,34223
0.3720,32484,34178
0.3730,32473,34133
0.3740,32462,34071
0.3750,32445,33952
0.3760,32406,33708
0.3770,32358,33513
0.3780,32333,33440
0.3790,32326,33466
0.3800,32330,33494
0.3810,32334,33543
0.3820,32338,33583
0.3830,32347,33634
0.3840,32367,33688
0.3850,32371,33809
0.3860,32412,34047
0.3870,32458,34224
0.3880,32487,34303
0.3890,32506,34308
0.3900,32499,34291
0.3910,32494,34240
0.3920,32490,34190
0.3930,32476,34133
0.3940,32453,34075
0.3950,32449,33956
0.3960,32414,33713
0.3970,32360,33532
0.3980,32324,33443
0.3990,32310,33457
0.4000,32316,33485
0.4010,32333,33542
0.4020,32335,33598
0.4030,32353,33634
0.4040,32346,33685
0.4050,32365,33811
0.4060,32407,34056
0.4070,32463,34238
0.4080,32499,34319
0.4090,32494,34305
0.4100,32505,34280
0.4110,32506,34223
0.4120,32503,34141
0.4130,32469,34121
0.4140,32470,34089
0.4150,32454,33967
0.4160,32416,33716
0.4170,32353,33513
0.4180,32327,33441
0.4190,32317,33467
0.4200,32328,33487
0.4210,32329,33546
0.4220,32338,33589
0.4230,32344,33637
0.4240,32359,33697
0.4250,32372,33824
0.4260,32407,34049
0.4270,32456,34243
0.4280,32497,34320
0.4290,32512,34308
0.4300,32501,34285
0.4310,32502,34228
0.4320,32486,34187
0.4330,32483,34139
0.4340,32462,34071
0.4350,32449,33949
0.4360,32411,33714
0.4370,32364,33521
0.4380,32320,33437
0.4390,32311,33459
0.4400,32324,33485
0.4410,32330,33555
0.4420,32345,33584
0.4430,32334,33633
0.4440,32363,33689
0.4450,32368,33821
0.4460,32411,34057
0.4470,32455,34241
0.4480,32484,34315
0.4490,32504,34311
0.4500,32505,34300
0.4510,32497,34204
0.4520,32489,34178
0.4530,32476,34118
0.4540,32462,34077
0.4550,32461,33957
0.4560,32414,33708
0.4570,32363,33510
0.4580,32322,33437
0.4590,32321,33468
0.4600,32328,33497
0.4610,32331,33553
0.4620,32337,33598
0.4630,32340,33636
0.4640,32351,33685
0.4650,32365,33825
0.4660,32430,34021
0.4670,32470,34237
0.4680,32492,34314
0.4690,32494,34307
0.4700,32504,34291
0.4710,32495,34236
0.4720,32485,34180
0.4730,32467,34130
0.4740,32459,34079
0.4750,32457,33960
0.4760,32413,33710
0.4770,32352,33506
0.4780,32323,33446
0.4790,32328,33468
0.4800,32328,33491
0.4810,32334,33553
0.4820,32337,33587
0.4830,32349,33645
0.4840,32354,33693
0.4850,32362,33818
0.4860,32409,34063
0.4870,32463,34262
0.4880,32495,34330
0.4890,32498,34307
0.4900,32501,34283
0.4910,32496,34240
0.4920,32501,34184
0.4930,32470,34121
0.4940,32461,34076
0.4950,32457,33954
0.4960,32416,33712
0.4970,32351,33520
0.4980,32317,33449
0.4990,32311,33464
0.5000,32315,33491
0.5010,32319,33545
0.5020,32324,33598
0.5030,32341,33654
0.5040,32359,33697
0.5050,32362,33818
0.5060,32397,34065
0.5070,32461,34262
0.5080,32492,34325
0.5090,32497,34304
0.5100,32492,34287
0.5110,32492,34238
0.5120,32491,34180
0.5130,32481,34134
0.5140,32462,34075
0.5150,32449,33952
0.5160,32406,33717
0.5170,32353,33511
0.5180,32320,33447
0.5190,32321,33477
0.5200,32323,33494
0.5210,32318,33552
0.5220,32337,33601
0.5230,32346,33657
0.5240,32354,33693
0.5250,32365,33826
0.5260,32418,34079
0.5270,32459,34249
0.5280,32483,34319
0.5290,32507,34311
0.5300,32502,34303
0.5310,32489,34226
0.5320,32481,34179
0.5330,32478,34143
0.5340,32470,34077
0.5350,32442,33947
0.5360,32416,33708
0.5370,32358,33529
0.5380,32324,33443
0.5390,32313,33470
0.5400,32320,33506
0.5410,32330,33548
0.5420,32330,33598
0.5430,32358,33643
0.5440,32356,33698
0.5450,32370,33845
0.5460,32413,34070
0.5470,32456,34252
0.5480,32488,34324
0.5490,32509,34315
0.5500,32504,34284
0.5510,32489,34233
0.5520,32489,34190
0.5530,32472,34134
0.5540,32456,34074
0.5550,32449,33956
0.5560,32407,33698
0.5570,32352,33518
0.5580,32323,33455
0.5590,32320,33474
0.5600,32316,33488
0.5610,32320,33552
0.5620,32337,33609
0.5630,32347,33643
0.5640,32355,33697
0.5650,32362,33834
0.5660,32417,34084
0.5670,32467,34246
0.5680,32489,34322
0.5690,32499,34322
0.5700,32510,34299
0.5710,32493,34231
0.5720,32483,34182
0.5730,32477,34140
0.5740,32471,34083
0.5750,32451,33947
0.5760,32404,33698
0.5770,32350,33516
0.5780,32322,33454
0.5790,32318,33475
0.5800,32319,33493
0.5810,32333,33549
0.5820,32336,33607
0.5830,32346,33654
0.5840,32361,33713
0.5850,32368,33835
0.5860,32407,34072
0.5870,32467,34267
0.5880,32506,34330
0.5890,32498,34309
0.5900,32496,34290
0.5910,32493,34247
0.5920,32489,34182
0.5930,32468,34127
0.5940,32460,34073
0.5950,32453,33941
0.5960,32403,33708
0.5970,32351,33507
0.5980,32318,33448
0.5990,32315,33474
0.6000,32325,33505
0.6010,32324,33549
0.6020,32348,33599
0.6030,32350,33650
0.6040,32350,33698
0.6050,32373,33824
0.6060,32429,34065
0.6070,32481,34190
0.6080,32505,34305
0.6090,32519,34318
0.6100,32501,34296
0.6110,32503,34226
0.6120,32485,34186
0.6130,32489,34124
0.6140,32470,34082
0.6150,32462,33930
0.6160,32402,33693
0.6170,32365,33508
0.6180,32327,33445
0.6190,32321,33476
0.6200,32330,33496
0.6210,32331,33557
0.6220,32342,33605
0.6230,32348,33644
0.6240,32360,33704
0.6250,32366,33846
0.6260,32425,34079
0.6270,32480,34244
0.6280,32513,34312
0.6290,32530,34310
0.6300,32513,34285
0.6310,32476,34225
0.6320,32467,34179
0.6330,32493,34128
0.6340,32463,34088
0.6350,32445,33939
0.6360,32395,33695
0.6370,32346,33523
0.6380,32321,33442
0.6390,32302,33472
0.6400,32316,33502
0.6410,32325,33570
0.6420,32338,33604
0.6430,32345,33647
0.6440,32356,33701
0.6450,32369,33850
0.6460,32412,34094
0.6470,32467,34262
0.6480,32487,34324
0.6490,32502,34310
0.6500,32493,34282
0.6510,32492,34232
0.6520,32488,34188
0.6530,32466,34124
0.6540,32458,34076
0.6550,32455,33936
0.6560,32409,33695
0.6570,32350,33443
0.6580,32347,33442
0.6590,32326,33447
0.6600,32309,33497
0.6610,32322,33562
0.6620,32339,33610
0.6630,32339,33651
0.6640,32351,33697
0.6650,32363,33848
0.6660,32417,34098
0.6670,32462,34262
0.6680,32484,34323
0.6690,32510,34315
0.6700,32505,34298
0.6710,32497,34229
0.6720,32478,34172
0.6730,32486,34122
0.6740,32459,34079
0.6750,32462,33924
0.6760,32412,33689
0.6770,32355,33489
0.6780,32337,33407
0.6790,32338,33478
0.6800,32318,33497
0.6810,32337,33558
0.6820,32349,33585
0.6830,32352,33648
0.6840,32356,33705
0.6850,32372,33836
0.6860,32405,34084
0.6870,32457,34269
0.6880,32500,34323
0.6890,32497,34311
0.6900,32500,34290
0.6910,32490,34244
0.6920,32488,34179
0.6930,32463,34128
0.6940,32461,34079
0.6950,32452,33936
0.6960,32412,33691
0.6970,32359,33524
0.6980,32323,33453
0.6990,32322,33481
0.7000,32325,33501
0.7010,32329,33555
0.7020,32340,33601
0.7030,32359,33645
0.7040,32380,33690
0.7050,32373,33835
0.7060,32425,34091
0.7070,32476,34259
0.7080,32510,34327
0.7090,32499,34311
0.7100,32507,34288
0.7110,32499,34221
0.7120,32492,34174
0.7130,32483,34123
0.7140,32474,34081
0.7150,32449,33927
0.7160,32405,33686
0.7170,32351,33511
0.7180,32324,33450
0.7190,32322,33474
0.7200,32328,33518
0.7210,32329,33559
0.7220,32343,33606
0.7230,32343,33651
0.7240,32363,33713
0.7250,32374,33857
0.7260,32421,34093
0.7270,32469,34264
0.7280,32503,34330
0.7290,32506,34310
0.7300,32512,34266
0.7310,32500,34224
0.7320,32483,34188
0.7330,32480,34125
0.7340,32459,34070
0.7350,32471,33920
0.7360,32407,33685
0.7370,32350,33485
0.7380,32324,33439
0.7390,32322,33466
0.7400,32330,33491
0.7410,32339,33561
0.7420,32346,33605
0.7430,32352,33661
0.7440,32371,33678
0.7450,32360,33870
0.7460,32419,34098
0.7470,32467,34266
0.7480,32497,34325
0.7490,32501,34326
0.7500,32508,34284
0.7510,32488,34232
0.7520,32484,34173
0.7530,32473,34128
0.7540,32451,34073
0.7550,32436,33909
0.7560,32384,33678
0.7570,32333,33501
0.7580,32311,33463
0.7590,32310,33483
0.7600,32310,33516
0.7610,32317,33555
0.7620,32328,33607
0.7630,32343,33647
0.7640,32352,33713
0.7650,32364,33876
0.7660,32408,34095
0.7670,32454,34269
0.7680,32488,34339
0.7690,32494,34314
0.7700,32486,34288
0.7710,32488,34219
0.7720,32487,34178
0.7730,32480,34126
0.7740,32457,34079
0.7750,32452,33909
0.7760,32402,33679
0.7770,32353,33495
0.7780,32326,33449
0.7790,32316,33473
0.7800,32320,33511
0.7810,32326,33562
0.7820,32337,33603
0.7830,32348,33654
0.7840,32362,33709
0.7850,32367,33867
0.7860,32417,34102
0.7870,32470,34271
0.7880,32498,34328
0.7890,32500,34314
0.7900,32495,34245
0.7910,32513,34233
0.7920,32470,34186
0.7930,32461,34131
0.7940,32460,34073
0.7950,32447,33913
0.7960,32400,33646
0.7970,32352,33494
0.7980,32309,33454
0.7990,32313,33481
0.8000,32317,33507
0.8010,32328,33566
0.8020,32333,33610
0.8030,32337,33667
0.8040,32350,33695
0.8050,32367,33864
0.8060,32413,34110
0.8070,32473,34273
0.8080,32494,34329
0.8090,32502,34316
0.8100,32507,34293
0.8110,32492,34229
0.8120,32494,34108
0.8130,32467,34134
0.8140,32466,34077
0.8150,32443,33920
0.8160,32389,33685
0.8170,32340,33506
0.8180,32326,33455
0.8190,32318,33480
0.8200,32319,33511
0.8210,32326,33564
0.8220,32327,33618
0.8230,32333,33671
0.8240,32353,33711
0.8250,32364,33883
0.8260,32420,34110
0.8270,32469,34288
0.8280,32496,34331
0.8290,32490,34328
0.8300,32501,34288
0.8310,32488,34227
0.8320,32487,34182
0.8330,32465,34138
0.8340,32459,34077
0.8350,32443,33913
0.8360,32402,33675
0.8370,32346,33512
0.8380,32327,33454
0.8390,32312,33484
0.8400,32320,33524
0.8410,32327,33570
0.8420,32325,33623
0.8430,32342,33664
0.8440,32361,33710
0.8450,32371,33862
0.8460,32436,34106
0.8470,32486,34264
0.8480,32523,34321
0.8490,32515,34304
0.8500,32512,34274
0.8510,32508,34222
0.8520,32494,34127
0.8530,32492,34097
0.8540,32476,34070
0.8550,32458,33894
0.8560,32398,33672
0.8570,32356,33492
0.8580,32326,33455
0.8590,32323,33482
0.8600,32311,33518
0.8610,32331,33566
0.8620,32340,33606
0.8630,32353,33642
0.8640,32356,33714
0.8650,32367,33873
0.8660,32416,34118
0.8670,32475,34282
0.8680,32491,34332
0.8690,32510,34320
0.8700,32506,34283
0.8710,32501,34216
0.8720,32484,34161
0.8730,32462,34129
0.8740,32461,34082
0.8750,32445,33913
0.8760,32395,33666
0.8770,32346,33506
0.8780,32320,33449
0.8790,32319,33484
0.8800,32319,33522
0.8810,32338,33571
0.8820,32344,33622
0.8830,32352,33670
0.8840,32356,33724
0.8850,32377,33885
0.8860,32429,34120
0.8870,32478,34287
0.8880,32500,34335
0.8890,32492,34325
0.8900,32492,34297
0.8910,32489,34240
0.8920,32486,34181
0.8930,32456,34144
0.8940,32452,34072
0.8950,32433,33925
0.8960,32392,33677
0.8970,32339,33517
0.8980,32315,33466
0.8990,32335,33485
0.9000,32311,33511
0.9010,32321,33580
0.9020,32331,33632
0.9030,32343,33675
0.9040,32343,33725
0.9050,32370,33893
0.9060,32421,34123
0.9070,32465,34289
0.9080,32494,34335
0.9090,32492,34331
0.9100,32498,34284
0.9110,32495,34237
0.9120,32479,34190
0.9130,32474,34129
0.9140,32459,34087
0.9150,32442,33909
0.9160,32392,33679
0.9170,32351,33502
0.9180,32322,33467
0.9190,32318,33482
0.9200,32320,33522
0.9210,32320,33570
0.9220,32340,33614
0.9230,32343,33665
0.9240,32350,33723
0.9250,32370,33893
0.9260,32414,34130
0.9270,32475,34284
0.9280,32493,34334
0.9290,32498,34327
0.9300,32512,34269
0.9310,32510,34221
0.9320,32505,34135
0.9330,32493,34129
0.9340,32471,34082
0.9350,32445,33913
0.9360,32391,33666
0.9370,32346,33507
0.9380,32313,33465
0.9390,32314,33485
0.9400,32318,33521
0.9410,32331,33580
0.9420,32339,33621
0.9430,32349,33673
0.9440,32358,33722
0.9450,32374,33894
0.9460,32429,34126
0.9470,32475,34291
0.9480,32496,34337
0.9490,32503,34322
0.9500,32503,34289
0.9510,32487,34232
0.9520,32493,34182
0.9530,32474,34127
0.9540,32461,34085
0.9550,32447,33903
0.9560,32399,33666
0.9570,32354,33501
0.9580,32325,33463
0.9590,32324,33484
0.9600,32325,33507
0.9610,32326,33579
0.9620,32338,33620
0.9630,32350,33675
0.9640,32359,33725
0.9650,32370,33897
0.9660,32425,34135
0.9670,32477,34292
0.9680,32501,34335
0.9690,32506,34329
0.9700,32503,34293
0.9710,32493,34240
0.9720,32483,34188
0.9730,32472,34136
0.9740,32463,34076
0.9750,32448,33904
0.9760,32396,33656
0.9770,32347,33495
0.9780,32332,33409
0.9790,32330,33477
0.9800,32337,33513
0.9810,32336,33569
0.9820,32355,33608
0.9830,32368,33646
0.9840,32361,33696
0.9850,32383,33891
0.9860,32443,34116
0.9870,32491,34272
0.9880,32504,34322
0.9890,32510,34324
0.9900,32494,34290
0.9910,32499,34225
0.9920,32484,34148
0.9930,32480,34129
0.9940,32457,34075
0.9950,32453,33897
0.9960,32399,33666
0.9970,32350,33497
0.9980,32325,33458
0.9990,32315,33436
1.0000,32319,33532
1.0010,32324,33569
1.0020,32328,33621
1.0030,32343,33685
1.0040,32345,33726
1.0050,32371,33907
1.0060,32412,34140
1.0070,32463,34283
1.0080,32509,34322
1.0090,32482,34324
1.0100,32497,34262
1.0110,32488,34247
1.0120,32471,34189
1.0130,32454,34135
1.0140,32446,34078
1.0150,32433,33899
1.0160,32377,33660
1.0170,32335,33504
1.0180,32309,33428
1.0190,32320,33492
1.0200,32318,33530
1.0210,32317,33578
1.0220,32335,33630
1.0230,32347,33686
1.0240,32356,33734
1.0250,32365,33906
1.0260,32419,34148
1.0270,32472,34306
1.0280,32495,34336
1.0290,32496,34326
1.0300,32487,34292
1.0310,32487,34237
1.0320,32477,34189
1.0330,32461,34140
1.0340,32453,34078
1.0350,32438,33892
1.0360,32383,33655
1.0370,32337,33501
1.0380,32314,33463
1.0390,32311,33486
1.0400,32317,33512
1.0410,32322,33584
1.0420,32335,33628
1.0430,32337,33678
1.0440,32350,33726
1.0450,32368,33911
1.0460,32414,34146
1.0470,32476,34288
1.0480,32503,34333
1.0490,32479,34321
1.0500,32488,34296
1.0510,32482,34228
1.0520,32462,34172
1.0530,32454,34129
1.0540,32461,34083
1.0550,32452,33886
1.0560,32373,33658
1.0570,32347,33455
1.0580,32316,33469
1.0590,32322,33479
1.0600,32302,33517
1.0610,32314,33573
1.0620,32331,33634
1.0630,32350,33659
1.0640,32351,33718
1.0650,32359,33906
1.0660,32418,34153
1.0670,32470,34287
1.0680,32485,34331
1.0690,32498,34334
1.0700,32500,34287
1.0710,32480,34231
1.0720,32474,34182
1.0730,32471,34138
1.0740,32453,34071
1.0750,32439,33892
1.0760,32389,33664
1.0770,32338,33498
1.0780,32317,33458
1.0790,32314,33489
1.0800,32324,33524
1.0810,32330,33582
1.0820,32341,33636
1.0830,32339,33666
1.0840,32347,33728
1.0850,32369,33920
1.0860,32430,34145
1.0870,32462,34292
1.0880,32494,34337
1.0890,32502,34325
1.0900,32488,34282
1.0910,32486,34238
1.0920,32485,34185
1.0930,32459,34125
1.0940,32459,34081
1.0950,32446,33882
1.0960,32384,33651
1.0970,32341,33511
1.0980,32319,33465
1.0990,32312,33483
1.1000,32309,33520
1.1010,32327,33575
1.1020,32337,33632
1.1030,32349,33673
1.1040,32364,33716
1.1050,32377,33909
1.1060,32415,34142
1.1070,32473,34295
1.1080,32494,34331
1.1090,32502,34331
1.1100,32501,34278
1.1110,32492,34223
1.1120,32472,34174
1.1130,32467,34128
1.1140,32462,34074
1.1150,32436,33879
1.1160,32384,33648
1.1170,32345,33473
1.1180,32335,33453
1.1190,32314,33493
1.1200,32323,33531
1.1210,32337,33579
1.1220,32327,33616
1.1230,32354,33683
1.1240,32361,33724
1.1250,32361,33911
1.1260,32431,34155
1.1270,32484,34290
1.1280,32514,34336
1.1290,32503,34322
1.1300,32506,34282
1.1310,32493,34240
1.1320,32482,34172
1.1330,32468,34124
1.1340,32457,34071
1.1350,32452,33891
1.1360,32393,33645
1.1370,32339,33495
1.1380,32321,33471
1.1390,32322,33484
1.1400,32316,33518
1.1410,32336,33571
1.1420,32342,33616
1.1430,32366,33661
1.1440,32376,33653
1.1450,32381,33893
1.1460,32439,34151
1.1470,32479,34305
1.1480,32496,34284
1.1490,32512,34302
1.1500,32495,34285
1.1510,32494,34241
1.1520,32478,34172
1.1530,32470,34118
1.1540,32476,34076
1.1550,32438,33877
1.1560,32387,33635
1.1570,32340,33498
1.1580,32322,33471
1.1590,32316,33484
1.1600,32315,33524
1.1610,32331,33580
1.1620,32345,33627
1.1630,32342,33671
1.1640,32359,33728
1.1650,32383,33924
1.1660,32421,34148
1.1670,32479,34301
1.1680,32505,34335
1.1690,32495,34320
1.1700,32505,34288
1.1710,32497,34227
1.1720,32474,34174
1.1730,32474,34125
1.1740,32467,34061
1.1750,32447,33881
1.1760,32389,33639
1.1770,32344,33499
1.1780,32325,33474
1.1790,32314,33483
1.1800,32325,33529
1.1810,32337,33585
1.1820,32341,33616
1.1830,32343,33672
1.1840,32364,33735
1.1850,32385,33932
1.1860,32429,34150
1.1870,32474,34296
1.1880,32504,34345
1.1890,32500,34319
1.1900,32500,34272
1.1910,32493,34241
1.1920,32484,34174
1.1930,32485,34076
1.1940,32475,34067
1.1950,32452,33875
1.1960,32408,33639
1.1970,32347,33486
1.1980,32334,33457
1.1990,32329,33486
1.2000,32333,33525
1.2010,32338,33582
1.2020,32347,33626
1.2030,32359,33674
1.2040,32374,33727
1.2050,32384,33931
1.2060,32440,34160
1.2070,32482,34300
1.2080,32508,34333
1.2090,32512,34319
1.2100,32504,34280
1.2110,32506,34225
1.2120,32489,34180
1.2130,32478,34124
1.2140,32463,34075
1.2150,32447,33865
1.2160,32391,33642
1.2170,32341,33496
1.2180,32330,33453
1.2190,32336,33481
1.2200,32340,33508
1.2210,32359,33567
1.2220,32364,33613
1.2230,32365,33667
1.2240,32378,33667
1.2250,32397,33920
1.2260,32447,34149
1.2270,32484,34272
1.2280,32511,34327
1.2290,32521,34317
1.2300,32520,34271
1.2310,32498,34230
1.2320,32477,34181
1.2330,32466,34134
1.2340,32459,34073
1.2350,32445,33871
1.2360,32394,33625
1.2370,32359,33485
1.2380,32338,33454
1.2390,32317,33490
1.2400,32313,33536
1.2410,32330,33592
1.2420,32350,33628
1.2430,32350,33683
1.2440,32373,33696
1.2450,32349,33930
1.2460,32417,34168
1.2470,32460,34307
1.2480,32501,34335
1.2490,32504,34258
1.2500,32504,34281
1.2510,32486,34227
1.2520,32481,34167
1.2530,32478,34124
1.2540,32467,34059
1.2550,32443,33865
1.2560,32391,33631
1.2570,32347,33485
1.2580,32320,33467
1.2590,32317,33492
1.2600,32314,33512
1.2610,32333,33526
1.2620,32335,33637
1.2630,32348,33674
1.2640,32362,33743
1.2650,32373,33941
1.2660,32430,34168
1.2670,32478,34307
1.2680,32508,34329
1.2690,32507,34325
